target,"mean_w_product1, CFR market1","mean_w_product1 country1, EXW","min_w_product1 country1, EXW","max_w_product1, CFR market1","1-shifted max_w_product1 country1, EXW","max_w_product1 country1, EXW",8-shifted Price.1,2-shifted Price.2,"mean_w_Fe 62%, CFR country1","Scrap, CIF SEA",1-shifted USD/CUR1 (Price),Price.2,country3 Industrial Production,1-shifted Price.2,"1-shifted sum_w_Fe 62%, CFR country1",2-shifted Purchasing Managers Index - Manufacturing,"1-shifted Scrap, CIF SEA",2-shifted USD/CUR1 (Price),4-shifted USD/CUR5 (Price),1-shifted Purchasing Managers Index - Manufacturing,4-shifted USD/CUR2 (Price),2-shifted country3 Industrial Production,USD/CUR1 (Price),8-shifted Purchase Price Index,PMI,"min_w_Fe 62%, CFR country1","HCC, FOB Aust.1",8-shifted housing starts,4-shifted Actual,"4-shifted housing starts, country1",Total Exports,"mean_w_HCC, FOB Aust",country4 Business Confidence,8-shifted Price,2-shifted country4 Business Confidence
1333.0,1300.0,1570.550664,1543.45888,1308.0,1561.6302,1579.80152,14811.082222222221,20619.52,376.86,858.0,46.0849,20619.52,60.23999999999999,20619.52,1675.3600000000001,137.0,845.5,46.09966666666666,252.48000000000002,137.0,129.9296,60.23999999999999,46.0406,267.3906017825491,136.8,369.96,261.0,42075.72860989858,250.1283442203208,1652446.3049166244,48.946,262.956,125.0,13298.091111111113,125.0
