timepoint,target,"mean_w_product1, CFR market1","max_w_product1, CFR market1","min_w_product1, CFR market1","sum_w_product1, CFR market1","mean_w_product1 country1, EXW","max_w_product1 country1, EXW","min_w_product1 country1, EXW","sum_w_product1 country1, EXW","mean_w_HCC, FOB Aust","max_w_HCC, FOB Aust","min_w_HCC, FOB Aust","sum_w_HCC, FOB Aust","mean_w_Fe 62%, CFR country1","max_w_Fe 62%, CFR country1","min_w_Fe 62%, CFR country1","sum_w_Fe 62%, CFR country1","HCC, FOB Aust.1","Fe 62%, CFR ","Scrap, CIF SEA",USD/CUR1 (Price),DXY (Price),USD/CUR2 (Price),Price,USD/CUR3 (Price),Price.1,Price.2,USD/CUR4(Price),Price.3,USD/CUR5 (Price),Price.4,Total Exports,PMI,"FAI, YoY %",housing starts,Actual,country3 Industrial Production,country4 Industrial Production,country4 Business Confidence,country5 Industrial Production,"housing starts, country1",Purchasing Managers Index - Manufacturing,Purchase Price Index
2020-06-12,848.0,839.6,848.0,833.0,4198.0,973.09192,974.83056,970.402,4865.4596,248.028,249.68,246.92,1240.14,242.18400000000003,244.34,240.48,1210.92,251.0,242.18,533.0,47.1446,228.24,133.12,12663.14,92.208,11505.92,16479.2,95.04,1848.34,246.78,4539.0,40.67059656288016,136.32399138247854,32.946429399651564,103944.0668114031,-3.724861521528628,44.83642960068863,0.1005526487723374,112.49148428896537,-2.1000077287916663,1600034.724681336,135.9716843843483,228.27682851126377
2020-06-19,838.0,840.0,848.0,833.0,4200.0,967.902692,972.10662,963.963,4839.51346,250.372,251.44,249.36,1251.86,239.88,242.7,237.8,1199.4,257.0,239.88,533.0,47.1564,227.86,132.88,12416.68,92.074,11516.02,16666.0,94.83,1790.22,247.44,4552.92,41.07131908232251,137.68627953513044,32.95949793701392,113715.24905842412,-1.827888220117537,41.36294117462527,4.353370125791855,116.2963780704568,0.3310324903262894,1622213.6089253246,136.23337452884556,227.8043207907784
2020-06-26,838.0,837.6,838.0,836.0,4188.0,976.1914533333334,979.389,971.13904,2928.57436,259.432,260.58,256.56,1297.16,237.956,239.68,234.24,1189.78,261.0,237.96,528.0,47.1326,227.34,132.08,12778.32,91.908,11811.14,16927.12,95.22,1849.98,248.02,4501.3,41.36,138.6,32.968,120031.54,-0.6000000000000014,39.0,7.140000000000001,118.8,2.0,1636592.42,136.4,227.4
2020-07-03,833.0,838.2,841.0,836.0,4191.0,969.313016,970.7008,967.1112,4846.56508,260.87600000000003,262.2,259.92,1304.38,232.42800000000005,234.3,231.34,1162.14,261.0,232.42,513.0,47.0038,226.3,131.92,12427.76,91.956,11796.12,16794.94,95.68,1804.42,246.8,4479.06,41.36,138.6,32.968,120031.54,-0.6000000000000014,39.0,7.140000000000001,118.8,2.0,1636592.42,136.4,227.4
2020-07-10,853.0,838.0,838.0,838.0,3352.0,992.668668,1002.38406,976.17788,4963.343339999999,260.14,261.06,259.06,1040.56,241.535,246.0,235.48,966.14,259.0,241.54,513.0,46.9848,224.88,131.76,12210.5,91.936,11787.04,16857.54,96.36,1817.18,247.0,4520.64,41.149324824782106,138.61244549577154,32.9721960405804,123309.2319466237,0.4974700166147042,39.84506736124229,8.458315833674357,119.61168754206972,2.57946680547147,1643538.8171148102,136.51400232776285,228.35175919883216
2020-07-17,863.0,846.0,848.0,843.0,4230.0,1006.553884,1008.7715,1004.788,5032.76942,253.468,257.98,248.0,1267.34,256.12,257.96,253.62,1280.6,251.0,256.12,523.0,47.034,221.86,131.67,12039.52,91.932,11869.92,16468.72,96.22,1784.0,245.28,4555.7,40.84163681407843,138.80310218584137,32.98077064185391,129924.57225140704,2.572662307661796,40.7573276491079,11.131292731095863,121.43604129146333,3.814763336192127,1657759.781514248,136.72874463392213,229.86877369825527
2020-07-24,873.0,862.0,873.0,848.0,4310.0,1006.519016,1010.11452,1000.95088,5032.59508,250.512,252.86,249.44,1252.56,253.57200000000003,255.86,251.78,1267.86,251.0,253.58,523.0,46.9488,219.7,131.28,11889.9,91.674,12006.74,16448.04,95.5,1758.96,244.76,4400.52,40.54313039633553,139.04220778299052,32.98945992220047,136564.75143048685,4.661523444877989,41.340924112419565,13.748623262969438,123.34237439512523,4.99267819881672,1672124.0101565616,136.9291146231203,231.3014013485508
2020-07-31,883.0,878.0,883.0,873.0,3512.0,1000.343264,1005.0147,995.7416,5001.71632,250.865,251.76,249.98,1003.46,250.745,254.16,246.32,1002.98,249.0,250.74,528.0,46.934,219.86,131.14,11725.04,91.842,12219.52,16677.92,95.46,1746.76,244.82,4475.54,40.36,139.2,32.994,139916.96,5.800000000000001,41.2,14.9,124.4,5.399999999999999,1679500.2,137.0,232.0
2020-08-07,893.0,884.0,888.0,878.0,4420.0,1021.186768,1028.17904,1012.81632,5105.93384,245.496,249.72,242.12,1227.48,269.996,275.54,265.06,1349.98,243.0,270.0,543.0,46.9002,219.2,130.4,12186.82,91.784,12350.04,16711.7,95.26,1760.38,246.18,4695.24,40.36,139.2,32.994,139916.96,5.800000000000001,41.2,14.9,124.4,5.399999999999999,1679500.2,137.0,232.0
2020-08-14,898.0,902.75,908.0,898.0,3611.0,1020.310024,1024.752,1017.12552,5101.55012,242.38,242.98,241.84,969.52,276.21,277.88,275.18,1104.84,241.0,276.22,553.0,46.8358,219.5,130.26,12043.8,91.784,12142.92,16398.94,96.08,1713.14,244.56,4653.94,40.46494071376457,139.14801348290237,33.00021799609042,145716.7078611776,6.78355414577903,45.40649104356922,18.802277988150088,125.29005386296618,8.211731238153634,1690990.4412351951,137.4527826688501,233.27319940891584
2020-08-21,908.0,901.6,911.0,893.0,4508.0,1018.817344,1019.59476,1018.29222,5094.08672,240.792,242.42,239.98,1203.96,287.52,291.64,276.88,1437.6,241.0,287.52,568.0,46.7294,217.74,129.72,11801.36,91.676,12296.08,16376.56,95.22,1743.58,243.68,4622.8,40.58945703150318,139.07973254050734,33.00991276321757,154604.36471802372,8.473762005421785,51.76600744393216,24.74353205249063,126.81770014793506,12.33013406606402,1708708.403319182,138.13661833149874,235.26077968224763
2020-08-28,908.0,910.4,920.0,908.0,4552.0,1021.588176,1026.38074,1018.5582,5107.94088,243.492,244.84,241.18,1217.46,280.604,283.46,277.44,1403.02,245.0,280.6,578.0,46.6818,218.44,130.12,11603.18,91.648,12284.44,16213.5,95.78,1722.2,245.46,4668.28,40.656,139.0,33.016,160090.0,9.8,56.38,28.7,128.0,14.8,1719673.54,138.6,236.6
2020-09-04,918.0,922.2,926.0,918.0,4611.0,1048.05952,1053.0921,1043.40996,5240.2976,246.592,253.0,244.18,1232.96,287.064,292.84,281.94,1435.32,253.0,287.06,593.0,46.666,219.66,130.08,11968.92,91.582,12127.28,16229.0,95.54,1680.28,245.28,4733.34,40.656,139.0,33.016,160090.0,9.8,56.38,28.7,128.0,14.8,1719673.54,138.6,236.6
2020-09-11,928.0,931.0,938.0,923.0,4655.0,1047.080144,1057.814,1027.9624,5235.40072,256.092,259.76,253.1,1280.46,288.692,291.24,285.18,1443.46,259.0,288.7,603.0,46.535,218.86,129.92,11850.8,90.97,12311.48,16357.12,95.16,1686.66,242.1,4804.84,40.77798487065642,139.36853176440758,33.021359522019715,165720.1083450864,8.226858987950294,53.03804961254327,29.3736564878056,126.7439467729117,17.84216689293521,1730780.3643088422,138.5810477987909,236.7456332026252
2020-09-18,928.0,935.0,938.0,933.0,4675.0,1035.90514,1041.57852,1029.28658,5179.5257,272.672,278.9,259.46,1363.36,285.06,293.34,277.72,1425.3,291.0,285.06,598.0,46.644,222.28,129.94,11710.32,91.506,11565.44,15545.4,96.24,1605.06,244.2,4813.08,40.96418227534338,139.88973518672586,33.03016226166343,174798.74504751925,6.06980265332947,48.73702718803504,30.9771135275535,125.0211055840787,22.763789316464205,1748679.5383707478,138.60831172636702,237.1464017911223
2020-09-25,928.0,933.0,938.0,928.0,4665.0,1012.794148,1023.41604,1008.2904,5063.97074,296.696,300.72,290.58,1483.48,265.324,272.64,260.62,1326.62,301.0,265.32,583.0,46.5796,220.68,129.96,12031.8,90.84,11834.86,15892.92,96.12,1587.62,243.66,4783.38,41.078,140.2,33.036,180718.42,4.600000000000001,45.88,32.16,123.8,26.2,1760267.92,138.6,237.4
2020-10-02,923.0,922.6,926.0,918.0,4613.0,1004.6315466666666,1007.75864,1001.2332,3013.89464,303.06000000000006,308.42,300.72,1515.3000000000002,274.668,279.94,265.3,1373.34,309.0,274.66,578.0,46.3866,219.12,129.7,11896.22,90.224,12061.96,16185.5,94.94,1634.58,244.18,4913.6,41.078,140.2,33.036,180718.42,4.600000000000001,45.88,32.16,123.8,26.2,1760267.92,138.6,237.4
2020-10-09,923.0,923.0,923.0,923.0,4615.0,1042.74796,1042.74796,1042.74796,1042.74796,305.29200000000003,308.42,298.68,1526.46,280.84000000000003,284.44,279.94,1404.2,295.0,280.84,568.0,46.3924,220.36,130.32,11829.94,90.564,12012.38,15940.08,95.38,1586.0,243.8,4864.08,41.2116275161115,140.5960390860848,33.03851955775333,184121.5041851029,5.123290199478537,46.7347970402621,32.182490565654284,124.75050758061808,25.605387685352536,1767856.512868182,138.99754092221676,237.92091577574888
2020-10-16,933.0,927.0,928.0,923.0,4635.0,1046.365324,1051.59912,1041.1182,5231.82662,282.116,295.16,269.5,1410.58,274.072,281.46,270.4,1370.36,269.0,274.08,568.0,46.3686,218.54,129.8,13001.12,90.236,12205.62,16192.16,95.66,1558.36,242.38,4860.12,41.45454838916066,141.35268063109407,33.04380387330167,190882.6674817929,5.636412918393732,47.631642405117525,32.482792296568014,126.15835661487095,25.21632576900374,1782645.6330413406,139.67803177907948,238.82285952391672
2020-10-23,933.0,928.0,933.0,923.0,4640.0,1058.717296,1061.89024,1056.61284,5293.58648,262.036,268.76,259.5,1310.18,271.056,273.98,264.2,1355.28,249.0,271.06,578.0,46.3838,221.08,130.06,12681.0,90.168,11970.3,15838.66,95.28,1525.52,242.28,4744.8,41.69069506762949,142.1829818605563,33.04918625219917,197653.2695375864,5.83132917811206,48.30266656741418,32.93169787919773,127.5370273416884,24.96910096815307,1797399.566693829,140.36950674640244,239.66337351012623
2020-10-30,943.0,938.2,939.0,938.0,4691.0,1057.653316,1064.205,1055.01652,5288.26658,254.82,264.56,248.48,1274.1,265.048,267.98,262.26,1325.24,249.0,265.04,598.0,46.216,217.46,129.34,13404.38,90.134,12231.28,16356.48,94.24,1629.1,239.66,4998.66,41.804,142.8,33.052,201084.67,5.399999999999999,48.48,33.4,128.4,24.8,1804882.6,140.8,240.0
2020-11-06,953.0,942.4,945.0,938.0,4712.0,1080.57086,1094.79606,1067.194,5402.8543,247.484,248.9,245.5,1237.42,267.724,269.12,266.82,1338.62,247.0,267.72,608.0,46.2078,218.5,129.34,13972.76,89.918,12417.16,16857.2,93.3,1783.8,242.24,5100.8,41.804,142.8,33.052,201084.67,5.399999999999999,48.48,33.4,128.4,24.8,1804882.6,140.8,240.0
2020-11-13,973.0,957.8,972.0,948.0,4789.0,1114.097944,1116.79488,1109.98332,5570.48972,244.228,249.18,241.8,1221.14,278.87600000000003,282.12,276.5,1394.38,241.0,278.88,633.0,46.1216,217.78,129.46,14372.58,90.05,12641.26,17185.0,93.58,1841.94,240.7,5133.74,42.05279265293781,141.64831176423766,33.05561945509929,206941.48201690777,10.282813009786578,50.11498476742797,31.65671600566562,127.773540633692,25.444367348234927,1817379.933172724,140.5790748034326,241.48134371245243
2020-11-20,1013.0,989.0,1013.0,973.0,4945.0,1128.941832,1139.19894,1117.33038,5644.70916,231.244,233.76,228.16,1156.22,286.028,290.66,281.14,1430.14,231.0,286.02,653.0,46.1476,216.58,129.22,13615.92,90.00800000000001,12975.64,17385.6,93.64,1899.28,241.2,5369.56,42.43865315175737,140.03840913312615,33.05968118048957,216618.34167172245,17.59135580532283,52.41771374969682,29.123403466706367,127.00360915135018,26.425169129451817,1837771.2507651905,140.32629659023667,243.71905701055184
2020-11-27,1043.0,1022.0,1028.0,1018.0,5110.0,1126.300676,1133.8058,1119.17916,5631.50338,237.8,250.34,231.44,1189.0,289.032,292.24,287.48,1445.16,235.0,289.04,678.0,46.0602,214.4,129.2,14302.12,89.402,13290.08,17667.96,93.42,1913.34,241.28,5322.82,42.7,139.0,33.058,224433.13,22.8,53.58,27.4,126.6,27.2,1853551.38,140.2,245.2
2020-12-04,1063.0,1044.8,1067.0,1023.0,5224.0,1129.7019,1131.54466,1126.9448,5648.5095,237.56,239.16,235.8,1187.8,305.856,323.02,296.26,1529.28,239.0,305.86,708.0,46.089,214.96,129.22,14525.32,89.354,13300.94,17839.08,93.22,1949.98,241.02,5305.52,42.7,139.0,33.058,224433.13,22.8,53.58,27.4,126.6,27.2,1853551.38,140.2,245.2
2020-12-11,1133.0,1096.0,1128.0,1073.0,5480.0,1148.6403839999998,1157.22528,1141.76256,5743.20192,238.956,239.16,238.62,1194.78,337.86,353.26,326.86,1689.3,239.0,337.86,793.0,46.0696,213.04,129.14,14578.6,89.30799999999999,13415.18,17887.58,92.68,1927.56,239.62,5344.48,42.714036644844185,138.69054478554452,33.10438408013083,211420.88783927623,19.442983608791994,57.48388182504142,27.726686963057336,125.65936325378055,26.01152856971442,1833592.6715631888,139.85465013796104,245.58021934462445
2020-12-18,1193.0,1148.0,1173.0,1128.0,5740.0,1156.172644,1171.134,1144.31384,5780.86322,237.332,238.82,235.92,1186.66,348.508,361.78,341.74,1742.54,239.0,348.5,893.0,46.0816,213.64,129.08,14441.76,89.24600000000001,13479.66,18050.92,93.08,1869.7,239.96,5331.56,42.79513570873591,137.90653395106804,33.18683145501732,187278.972922009,13.168830327134147,63.91470849816058,28.03914912947687,123.9953273920651,24.23864199340596,1797414.6436844713,139.18425336804714,246.70865222490335
2020-12-25,1213.0,1205.5,1218.0,1193.0,4822.0,1243.788128,1262.21952,1219.21688,6218.94064,239.27,240.52,237.78,957.08,367.53,385.9,357.06,1470.12,241.0,367.54,933.0,46.05,212.88,129.02,14312.42,89.108,13803.4,18470.6,92.98,1853.9,239.4,5422.52,42.90954646145936,136.91925614105756,33.27786310239516,155727.60997085908,3.710261881909229,69.43818092219946,28.43203673115796,122.33362783431708,22.74643442039452,1750402.1194329169,138.37172991410966,248.38275899273057
2021-01-01,1213.0,1223.0,1223.0,1223.0,4892.0,1190.5484,1201.71372,1179.65408,4762.1936000000005,241.855,242.76,241.16,967.42,356.595,360.7,352.7,1426.38,239.0,356.6,933.0,45.95,213.2,129.14,14612.76,89.00399999999999,13934.44,19339.54,93.28,1988.18,240.86,5536.56,43.02351817279876,136.0,33.35,120487.02370848742,-9.200000000000005,70.62,29.0,121.4,22.4,1697939.9218775944,137.6,250.4
2021-01-08,1253.0,1229.0,1238.0,1223.0,6145.0,1208.283828,1212.2712,1203.07154,6041.41914,240.628,240.98,239.98,1203.14,371.648,379.12,363.58,1858.24,241.0,371.64,943.0,45.96,214.54,129.08,14509.92,88.96000000000001,13793.9,19364.28,93.18,1948.72,240.74,5519.2,43.10330011253831,135.36335159402233,33.38279406857686,85277.43885755485,-25.193240664260408,65.20829224525329,29.774007693137285,121.68172752285368,23.739841056058115,1645412.8740875723,137.01168040864977,252.53206195077152
2021-01-15,1243.0,1240.0,1243.0,1233.0,6200.0,1210.087308,1211.90544,1208.77362,6050.43654,257.04,280.82,240.86,1285.2,377.384,380.38,373.22,1886.92,281.0,377.38,913.0,45.962,213.48,129.16,14124.66,88.904,13810.08,19305.84,92.92,1912.46,240.54,5534.84,43.11514155046222,134.9970866758117,33.38392100090804,53819.08014072216,-41.35677374673726,55.680886615046695,30.530302668643778,122.71228689372364,26.00809261046771,1598205.79913192,136.58817415931128,254.44753695776888
2021-01-22,1213.0,1216.0,1223.0,1208.0,6080.0,1210.812492,1214.7465,1206.65526,6054.06246,292.468,301.94,280.62,1462.34,375.972,381.14,372.94,1879.86,325.0,375.98,853.0,45.85,214.16,129.12,13258.24,89.00200000000001,13314.56,18509.8,92.72,1866.32,242.36,5410.78,43.02529175635472,134.8322784196952,33.3680874327852,29832.17228065027,-54.141919955845495,45.698037677316776,30.981446309828392,123.78670281773178,28.122297859643457,1561703.5200797063,136.27058083031716,255.78924348588177
2021-01-29,1173.0,1191.0,1203.0,1178.0,5955.0,1224.742828,1234.04672,1215.1295,6123.71414,337.512,343.2,324.9,1687.56,359.712,371.32,347.84,1798.56,347.0,359.72,783.0,45.9328,215.08,129.08,14071.36,88.94800000000001,13698.0,18956.36,93.0,1900.1,243.72,5547.8,42.8,134.8,33.35,17036.94,-60.0,38.92,30.84,124.2,29.0,1541290.86,136.0,256.2
2021-02-05,1133.0,1139.0,1148.0,1123.0,5695.0,1224.702176,1226.58148,1222.7732,6123.51088,346.972,348.08,346.06,1734.86,342.824,349.06,332.6,1714.12,341.0,342.82,738.0,45.9084,213.96,129.08,14015.02,89.05,13698.0,18956.36,92.74,1918.26,242.86,5688.76,42.8,134.8,33.35,17036.94,-60.0,38.92,30.84,124.2,29.0,1541290.86,136.0,256.2
2021-02-12,1143.0,1120.5,1138.0,1103.0,4482.0,1250.9738245319827,1255.869171272768,1245.8319316724362,0.0,330.805,341.08,317.02,1323.22,362.19,366.8,354.0,1448.76,321.0,362.2,783.0,45.911,213.72,129.96,13885.82,88.84,14203.2,19474.26,92.92,1894.02,243.86,5678.12,44.33209647496361,134.66551107043875,33.39623172189177,23689.502534921525,-69.11420998218289,47.25903106092252,34.2186437445474,126.62639719858429,32.35956921953518,1559429.1324050566,137.1763281217124,258.58405203483585
2021-02-19,1193.0,1155.0,1183.0,1143.0,5775.0,1300.03584,1309.41168,1290.66,2600.07168,316.864,321.62,315.26,1584.32,372.696,383.1,366.76,1863.48,307.0,372.7,833.0,45.946,214.76,130.46,13622.72,88.72999999999999,14423.82,19522.14,93.94,1892.9,246.16,5397.22,46.57011141126142,134.43357099773743,33.46353149657884,31617.072392689417,-88.66315440927409,58.75457669867535,38.9036502008842,130.39442444688106,37.21099400349351,1582968.3038411774,138.92641619593755,262.0847993249712
2021-02-26,1233.0,1194.0,1213.0,1183.0,5970.0,1350.363876,1357.29726,1343.18328,6751.81938,299.996,310.86,284.46,1499.98,381.696,384.92,378.42,1908.48,287.0,381.7,888.0,45.992,216.96,130.2,13795.74,88.886,14239.56,19557.3,94.06,1949.66,249.68,5445.98,48.056,134.2,33.512,36162.54,-115.4,66.56,41.24,133.2,39.8,1596820.7,140.2,264.2
2021-03-05,1253.0,1232.0,1243.0,1218.0,6160.0,1377.35446,1396.65138,1352.65204,6886.7723,283.77200000000005,288.52,278.98,1418.86,384.436,388.96,381.22,1922.18,277.0,384.44,908.0,46.0162,216.36,129.96,13490.1,89.318,14559.7,20078.8,94.34,1979.32,251.0,5523.62,48.056,134.2,33.512,36162.54,-115.4,66.56,41.24,133.2,39.8,1596820.7,140.2,264.2
2021-03-12,1243.0,1230.0,1243.0,1223.0,6150.0,1377.129676,1394.2947,1354.2342,6885.6483800000005,271.16,276.06,268.14,1355.8,368.824,381.68,361.82,1844.12,263.0,368.82,873.0,46.014,216.84,130.0,12905.2,89.77199999999999,14742.18,19921.56,94.62,1951.82,250.74,5666.32,48.18809132852388,134.95643899031495,33.4757445319815,40833.26626047413,16.399293129886672,64.13820351718942,49.18573145710207,130.64633750237994,46.62410624666434,1610803.429073942,139.1891928933344,266.6378624695064
2021-03-19,1243.0,1242.0,1248.0,1238.0,6210.0,1404.229076,1412.62434,1392.97212,7021.14538,262.516,265.2,260.56,1312.58,362.54,366.24,355.78,1812.7,261.0,362.54,843.0,46.0824,218.54,129.82,13122.26,90.204,15003.82,20312.92,95.18,1960.32,252.28,5608.22,48.6129840208895,136.05212367269124,33.42891632298876,48502.98630100215,209.44242797171697,61.703909278293565,61.42847981324055,127.25670491215924,57.22892164976049,1630776.1955091793,137.87200997095303,270.6087022136289
2021-03-26,1253.0,1231.0,1238.0,1228.0,6155.0,1454.702312,1473.0354,1443.0472,7273.51156,258.604,260.8,256.28,1293.02,353.54,356.6,347.02,1767.7,261.0,353.54,823.0,46.1292,219.04,130.094,12919.18,90.06,15375.82,20619.52,95.6,1985.26,254.42,5665.86,48.946,136.8,33.398,53904.55,341.6,60.23999999999999,69.92,125.0,64.6,1637058.84,137.0,273.4
2021-04-02,1298.0,1251.75,1263.0,1238.0,5007.0,1504.3284159999998,1543.45888,1488.15628,7521.64208,261.645,262.36,259.94,1046.58,366.605,368.76,363.3,1466.42,263.0,366.6,833.0,46.1292,219.04,130.094,12919.18,90.06,15375.82,20619.52,95.6,1985.26,254.42,5665.86,48.946,136.8,33.398,53904.55,341.6,60.23999999999999,69.92,125.0,64.6,1637058.84,137.0,273.4
2021-04-09,1333.0,1300.0,1308.0,1283.0,6500.0,1570.550664,1579.80152,1543.45888,7852.75332,262.956,263.22,262.42,1314.78,376.86,380.26,369.96,1884.3,261.0,376.86,858.0,46.0406,216.12,129.64,13022.62,89.66,15375.82,20619.52,95.42,1926.0,250.54,5665.86,48.946,136.8,33.398,53904.55,341.6,60.23999999999999,69.92,125.0,64.6,1746534.22,137.0,273.4
