Date.2,year,month,day,"HCC, FOB Aust"
2015-03-13,2015.0,3.0,13.0,243.06
2015-03-12,2015.0,3.0,12.0,243.94
2015-03-11,2015.0,3.0,11.0,243.94
2015-03-10,2015.0,3.0,10.0,244.88
2015-03-09,2015.0,3.0,9.0,244.88
2015-03-06,2015.0,3.0,6.0,244.74
2015-03-05,2015.0,3.0,5.0,246.3
2015-03-04,2015.0,3.0,4.0,246.3
2015-03-03,2015.0,3.0,3.0,247.72
2015-03-02,2015.0,3.0,2.0,247.72
2015-02-27,2015.0,2.0,27.0,249.58
2015-02-26,2015.0,2.0,26.0,249.58
2015-02-25,2015.0,2.0,25.0,249.58
2015-02-24,2015.0,2.0,24.0,248.84
2015-02-23,2015.0,2.0,23.0,249.04
2015-02-18,2015.0,2.0,18.0,252.6
2015-02-17,2015.0,2.0,17.0,252.6
2015-02-16,2015.0,2.0,16.0,252.0
2015-02-13,2015.0,2.0,13.0,252.0
2015-02-12,2015.0,2.0,12.0,252.62
2015-02-11,2015.0,2.0,11.0,252.62
2015-02-10,2015.0,2.0,10.0,253.62
2015-02-09,2015.0,2.0,9.0,251.04
2015-02-06,2015.0,2.0,6.0,251.6
2015-02-05,2015.0,2.0,5.0,254.16
2015-02-04,2015.0,2.0,4.0,254.22
2015-02-03,2015.0,2.0,3.0,255.04
2015-02-02,2015.0,2.0,2.0,255.04
2015-01-30,2015.0,1.0,30.0,254.06
2015-01-29,2015.0,1.0,29.0,252.9
2015-01-28,2015.0,1.0,28.0,255.14
2015-01-27,2015.0,1.0,27.0,252.18
2015-01-26,2015.0,1.0,26.0,255.68
2015-01-23,2015.0,1.0,23.0,255.68
2015-01-22,2015.0,1.0,22.0,253.3
2015-01-21,2015.0,1.0,21.0,255.42
2015-01-20,2015.0,1.0,20.0,257.86
2015-01-19,2015.0,1.0,19.0,261.06
2015-01-16,2015.0,1.0,16.0,261.06
2015-01-15,2015.0,1.0,15.0,259.94
2015-01-14,2015.0,1.0,14.0,259.72
2015-01-13,2015.0,1.0,13.0,259.72
2015-01-12,2015.0,1.0,12.0,259.52
2015-01-09,2015.0,1.0,9.0,259.52
2015-01-08,2015.0,1.0,8.0,260.26
2015-01-07,2015.0,1.0,7.0,259.14
2015-01-06,2015.0,1.0,6.0,258.98
2015-01-05,2015.0,1.0,5.0,258.98
2015-01-02,2015.0,1.0,2.0,259.78
2014-12-31,2014.0,12.0,31.0,259.78
2014-12-30,2014.0,12.0,30.0,259.78
2014-12-29,2014.0,12.0,29.0,260.52
2014-12-26,2014.0,12.0,26.0,260.52
2014-12-24,2014.0,12.0,24.0,260.52
2014-12-23,2014.0,12.0,23.0,260.52
2014-12-22,2014.0,12.0,22.0,260.32
2014-12-19,2014.0,12.0,19.0,260.32
2014-12-18,2014.0,12.0,18.0,260.32
2014-12-17,2014.0,12.0,17.0,262.14
2014-12-16,2014.0,12.0,16.0,262.14
2014-12-15,2014.0,12.0,15.0,263.34
2014-12-12,2014.0,12.0,12.0,263.34
2014-12-11,2014.0,12.0,11.0,263.34
2014-12-10,2014.0,12.0,10.0,263.34
2014-12-09,2014.0,12.0,9.0,263.32
2014-12-08,2014.0,12.0,8.0,261.84
2014-12-05,2014.0,12.0,5.0,259.3
2014-12-04,2014.0,12.0,4.0,259.1
2014-12-03,2014.0,12.0,3.0,261.22
2014-12-02,2014.0,12.0,2.0,261.22
2014-12-01,2014.0,12.0,1.0,261.62
2014-11-28,2014.0,11.0,28.0,259.56
2014-11-27,2014.0,11.0,27.0,258.7
2014-11-26,2014.0,11.0,26.0,258.68
2014-11-25,2014.0,11.0,25.0,258.84
2014-11-24,2014.0,11.0,24.0,258.84
2014-11-21,2014.0,11.0,21.0,258.84
2014-11-20,2014.0,11.0,20.0,257.38
2014-11-19,2014.0,11.0,19.0,257.38
2014-11-18,2014.0,11.0,18.0,258.58
2014-11-17,2014.0,11.0,17.0,258.58
2014-11-14,2014.0,11.0,14.0,258.58
2014-11-13,2014.0,11.0,13.0,258.58
2014-11-12,2014.0,11.0,12.0,258.58
2014-11-11,2014.0,11.0,11.0,258.58
2014-11-10,2014.0,11.0,10.0,259.06
2014-11-07,2014.0,11.0,7.0,259.06
2014-11-06,2014.0,11.0,6.0,259.8
2014-11-05,2014.0,11.0,5.0,255.98
2014-11-04,2014.0,11.0,4.0,255.98
2014-11-03,2014.0,11.0,3.0,257.04
2014-10-31,2014.0,10.0,31.0,257.04
2014-10-30,2014.0,10.0,30.0,257.04
2014-10-29,2014.0,10.0,29.0,257.04
2014-10-28,2014.0,10.0,28.0,256.72
2014-10-27,2014.0,10.0,27.0,256.72
2014-10-24,2014.0,10.0,24.0,253.9
2014-10-23,2014.0,10.0,23.0,253.56
2014-10-21,2014.0,10.0,21.0,253.56
2014-10-20,2014.0,10.0,20.0,256.4
2014-10-17,2014.0,10.0,17.0,257.42
2014-10-16,2014.0,10.0,16.0,257.64
2014-10-15,2014.0,10.0,15.0,257.84
2014-10-14,2014.0,10.0,14.0,258.0
2014-10-13,2014.0,10.0,13.0,258.0
2014-10-10,2014.0,10.0,10.0,258.0
2014-10-09,2014.0,10.0,9.0,259.02
2014-10-08,2014.0,10.0,8.0,260.0
2014-10-07,2014.0,10.0,7.0,258.96
2014-10-03,2014.0,10.0,3.0,258.96
2014-10-02,2014.0,10.0,2.0,258.96
2014-10-01,2014.0,10.0,1.0,260.5
2014-09-30,2014.0,9.0,30.0,260.5
2014-09-29,2014.0,9.0,29.0,260.5
2014-09-26,2014.0,9.0,26.0,260.5
2014-09-25,2014.0,9.0,25.0,255.06
2014-09-24,2014.0,9.0,24.0,256.12
2014-09-23,2014.0,9.0,23.0,260.08
2014-09-22,2014.0,9.0,22.0,256.96
2014-09-19,2014.0,9.0,19.0,255.0
2014-09-18,2014.0,9.0,18.0,257.88
2014-09-17,2014.0,9.0,17.0,256.48
2014-09-16,2014.0,9.0,16.0,256.88
2014-09-15,2014.0,9.0,15.0,256.86
2014-09-12,2014.0,9.0,12.0,256.14
2014-09-11,2014.0,9.0,11.0,256.14
2014-09-10,2014.0,9.0,10.0,255.78
2014-09-09,2014.0,9.0,9.0,259.02
2014-09-08,2014.0,9.0,8.0,257.12
2014-09-05,2014.0,9.0,5.0,256.08
2014-09-04,2014.0,9.0,4.0,259.4
2014-09-03,2014.0,9.0,3.0,259.4
2014-09-02,2014.0,9.0,2.0,257.56
2014-09-01,2014.0,9.0,1.0,256.34
2014-08-29,2014.0,8.0,29.0,258.46
2014-08-28,2014.0,8.0,28.0,255.76
2014-08-27,2014.0,8.0,27.0,255.76
2014-08-26,2014.0,8.0,26.0,258.98
2014-08-25,2014.0,8.0,25.0,257.96
2014-08-22,2014.0,8.0,22.0,257.96
2014-08-21,2014.0,8.0,21.0,261.04
2014-08-20,2014.0,8.0,20.0,264.4
2014-08-19,2014.0,8.0,19.0,264.4
2014-08-18,2014.0,8.0,18.0,264.4
2014-08-15,2014.0,8.0,15.0,261.32
2014-08-14,2014.0,8.0,14.0,261.32
2014-08-13,2014.0,8.0,13.0,261.32
2014-08-12,2014.0,8.0,12.0,262.88
2014-08-11,2014.0,8.0,11.0,261.8
2014-08-08,2014.0,8.0,8.0,261.26
2014-08-07,2014.0,8.0,7.0,263.26
2014-08-06,2014.0,8.0,6.0,263.34
2014-08-05,2014.0,8.0,5.0,263.34
2014-08-04,2014.0,8.0,4.0,263.34
2014-08-01,2014.0,8.0,1.0,265.06
2014-07-31,2014.0,7.0,31.0,264.28
2014-07-30,2014.0,7.0,30.0,264.28
2014-07-29,2014.0,7.0,29.0,264.84
2014-07-25,2014.0,7.0,25.0,262.9
2014-07-24,2014.0,7.0,24.0,258.22
2014-07-23,2014.0,7.0,23.0,258.22
2014-07-22,2014.0,7.0,22.0,259.06
2014-07-21,2014.0,7.0,21.0,259.06
2014-07-18,2014.0,7.0,18.0,260.86
2014-07-17,2014.0,7.0,17.0,261.18
2014-07-16,2014.0,7.0,16.0,264.36
2014-07-15,2014.0,7.0,15.0,264.36
2014-07-14,2014.0,7.0,14.0,264.36
2014-07-11,2014.0,7.0,11.0,263.38
2014-07-10,2014.0,7.0,10.0,264.62
2014-07-09,2014.0,7.0,9.0,263.0
2014-07-08,2014.0,7.0,8.0,265.44
2014-07-07,2014.0,7.0,7.0,261.12
2014-07-04,2014.0,7.0,4.0,258.76
2014-07-03,2014.0,7.0,3.0,258.76
2014-07-02,2014.0,7.0,2.0,258.76
2014-07-01,2014.0,7.0,1.0,260.56
2014-06-30,2014.0,6.0,30.0,260.56
2014-06-27,2014.0,6.0,27.0,262.7
2014-06-26,2014.0,6.0,26.0,262.7
2014-06-25,2014.0,6.0,25.0,262.7
2014-06-24,2014.0,6.0,24.0,261.84
2014-06-23,2014.0,6.0,23.0,261.98
2014-06-20,2014.0,6.0,20.0,261.98
2014-06-19,2014.0,6.0,19.0,261.98
2014-06-18,2014.0,6.0,18.0,263.1
2014-06-17,2014.0,6.0,17.0,265.3
2014-06-16,2014.0,6.0,16.0,265.3
2014-06-13,2014.0,6.0,13.0,266.4
2014-06-12,2014.0,6.0,12.0,266.4
2014-06-11,2014.0,6.0,11.0,266.4
2014-06-10,2014.0,6.0,10.0,265.6
2014-06-09,2014.0,6.0,9.0,266.04
2014-06-06,2014.0,6.0,6.0,266.04
2014-06-05,2014.0,6.0,5.0,266.04
2014-06-04,2014.0,6.0,4.0,267.94
2014-06-03,2014.0,6.0,3.0,267.94
2014-06-02,2014.0,6.0,2.0,267.94
2014-05-30,2014.0,5.0,30.0,267.94
2014-05-29,2014.0,5.0,29.0,266.56
2014-05-28,2014.0,5.0,28.0,266.72
2014-05-27,2014.0,5.0,27.0,266.72
2014-05-26,2014.0,5.0,26.0,266.72
2014-05-23,2014.0,5.0,23.0,266.72
2014-05-22,2014.0,5.0,22.0,266.72
2014-05-21,2014.0,5.0,21.0,265.74
2014-05-20,2014.0,5.0,20.0,264.16
2014-05-19,2014.0,5.0,19.0,264.16
2014-05-16,2014.0,5.0,16.0,264.16
2014-05-15,2014.0,5.0,15.0,265.74
2014-05-14,2014.0,5.0,14.0,265.74
2014-05-12,2014.0,5.0,12.0,265.74
2014-05-09,2014.0,5.0,9.0,265.94
2014-05-08,2014.0,5.0,8.0,265.94
2014-05-07,2014.0,5.0,7.0,264.9
2014-05-06,2014.0,5.0,6.0,266.24
2014-05-05,2014.0,5.0,5.0,266.24
2014-05-02,2014.0,5.0,2.0,265.1
2014-04-30,2014.0,4.0,30.0,265.1
2014-04-29,2014.0,4.0,29.0,264.46
2014-04-28,2014.0,4.0,28.0,264.46
2014-04-25,2014.0,4.0,25.0,264.74
2014-04-24,2014.0,4.0,24.0,265.42
2014-04-23,2014.0,4.0,23.0,262.58
2014-04-22,2014.0,4.0,22.0,263.18
2014-04-21,2014.0,4.0,21.0,259.68
2014-04-17,2014.0,4.0,17.0,259.68
2014-04-16,2014.0,4.0,16.0,257.58
2014-04-15,2014.0,4.0,15.0,257.58
2014-04-14,2014.0,4.0,14.0,256.78
2014-04-11,2014.0,4.0,11.0,253.36
2014-04-10,2014.0,4.0,10.0,253.36
2014-04-09,2014.0,4.0,9.0,253.44
2014-04-08,2014.0,4.0,8.0,253.42
2014-04-07,2014.0,4.0,7.0,253.42
2014-04-04,2014.0,4.0,4.0,252.62
2014-04-03,2014.0,4.0,3.0,254.48
2014-04-02,2014.0,4.0,2.0,254.48
2014-04-01,2014.0,4.0,1.0,254.38
2014-03-31,2014.0,3.0,31.0,251.36
2014-03-28,2014.0,3.0,28.0,253.26
2014-03-27,2014.0,3.0,27.0,255.52
2014-03-26,2014.0,3.0,26.0,253.4
2014-03-25,2014.0,3.0,25.0,254.6
2014-03-24,2014.0,3.0,24.0,255.06
2014-03-21,2014.0,3.0,21.0,259.22
2014-03-20,2014.0,3.0,20.0,258.58
2014-03-19,2014.0,3.0,19.0,258.58
2014-03-18,2014.0,3.0,18.0,257.46
2014-03-17,2014.0,3.0,17.0,261.48
2014-03-14,2014.0,3.0,14.0,262.82
2014-03-13,2014.0,3.0,13.0,262.82
2014-03-12,2014.0,3.0,12.0,262.84
2014-03-11,2014.0,3.0,11.0,263.34
2014-03-10,2014.0,3.0,10.0,266.84
2014-03-07,2014.0,3.0,7.0,275.68
2014-03-06,2014.0,3.0,6.0,279.48
2014-03-05,2014.0,3.0,5.0,279.36
2014-03-04,2014.0,3.0,4.0,279.36
2014-03-03,2014.0,3.0,3.0,281.04
2014-02-28,2014.0,2.0,28.0,281.1
2014-02-27,2014.0,2.0,27.0,281.1
2014-02-26,2014.0,2.0,26.0,281.1
2014-02-25,2014.0,2.0,25.0,285.68
2014-02-24,2014.0,2.0,24.0,285.68
2014-02-21,2014.0,2.0,21.0,285.44
2014-02-20,2014.0,2.0,20.0,284.08
2014-02-19,2014.0,2.0,19.0,285.18
2014-02-18,2014.0,2.0,18.0,285.18
2014-02-17,2014.0,2.0,17.0,285.18
2014-02-14,2014.0,2.0,14.0,285.38
2014-02-13,2014.0,2.0,13.0,288.4
2014-02-12,2014.0,2.0,12.0,288.4
2014-02-11,2014.0,2.0,11.0,289.66
2014-02-10,2014.0,2.0,10.0,290.18
2014-02-07,2014.0,2.0,7.0,290.18
2014-02-06,2014.0,2.0,6.0,290.78
2014-02-05,2014.0,2.0,5.0,290.78
2014-02-04,2014.0,2.0,4.0,292.38
2014-02-03,2014.0,2.0,3.0,292.38
2014-01-30,2014.0,1.0,30.0,292.38
2014-01-29,2014.0,1.0,29.0,292.38
2014-01-28,2014.0,1.0,28.0,292.38
2014-01-27,2014.0,1.0,27.0,292.38
2014-01-24,2014.0,1.0,24.0,292.38
2014-01-23,2014.0,1.0,23.0,292.38
2014-01-22,2014.0,1.0,22.0,292.88
2014-01-21,2014.0,1.0,21.0,292.94
2014-01-20,2014.0,1.0,20.0,293.7
2014-01-17,2014.0,1.0,17.0,293.7
2014-01-16,2014.0,1.0,16.0,293.7
2014-01-15,2014.0,1.0,15.0,293.7
2014-01-14,2014.0,1.0,14.0,295.98
2014-01-13,2014.0,1.0,13.0,296.42
2014-01-10,2014.0,1.0,10.0,296.42
2014-01-09,2014.0,1.0,9.0,296.42
2014-01-08,2014.0,1.0,8.0,298.68
2014-01-07,2014.0,1.0,7.0,300.4
2014-01-06,2014.0,1.0,6.0,300.4
2014-01-03,2014.0,1.0,3.0,300.4
2014-01-02,2014.0,1.0,2.0,300.4
2013-12-31,2013.0,12.0,31.0,302.6
2013-12-30,2013.0,12.0,30.0,302.6
2013-12-27,2013.0,12.0,27.0,302.6
2013-12-26,2013.0,12.0,26.0,302.6
2013-12-25,2013.0,12.0,25.0,302.6
2013-12-24,2013.0,12.0,24.0,302.6
2013-12-23,2013.0,12.0,23.0,304.06
2013-12-20,2013.0,12.0,20.0,304.06
2013-12-19,2013.0,12.0,19.0,303.82
2013-12-18,2013.0,12.0,18.0,305.98
2013-12-17,2013.0,12.0,17.0,305.9
2013-12-16,2013.0,12.0,16.0,305.9
2013-12-13,2013.0,12.0,13.0,305.9
2013-12-12,2013.0,12.0,12.0,305.34
2013-12-11,2013.0,12.0,11.0,305.34
2013-12-10,2013.0,12.0,10.0,308.7
2013-12-09,2013.0,12.0,9.0,308.16
2013-12-06,2013.0,12.0,6.0,311.24
2013-12-05,2013.0,12.0,5.0,311.24
2013-12-04,2013.0,12.0,4.0,312.76
2013-12-03,2013.0,12.0,3.0,312.76
2013-12-02,2013.0,12.0,2.0,314.1
2013-11-29,2013.0,11.0,29.0,314.76
2013-11-28,2013.0,11.0,28.0,314.94
2013-11-27,2013.0,11.0,27.0,316.86
2013-11-26,2013.0,11.0,26.0,316.86
2013-11-25,2013.0,11.0,25.0,320.9
2013-11-22,2013.0,11.0,22.0,316.98
2013-11-21,2013.0,11.0,21.0,318.42
2013-11-20,2013.0,11.0,20.0,320.36
2013-11-19,2013.0,11.0,19.0,318.66
2013-11-18,2013.0,11.0,18.0,316.94
2013-11-15,2013.0,11.0,15.0,318.04
2013-11-14,2013.0,11.0,14.0,318.44
2013-11-13,2013.0,11.0,13.0,318.88
2013-11-12,2013.0,11.0,12.0,320.78
2013-11-11,2013.0,11.0,11.0,324.2
2013-11-08,2013.0,11.0,8.0,324.58
2013-11-07,2013.0,11.0,7.0,324.28
2013-11-06,2013.0,11.0,6.0,325.66
2013-11-05,2013.0,11.0,5.0,324.44
2013-11-04,2013.0,11.0,4.0,322.16
2013-11-01,2013.0,11.0,1.0,322.16
