Date.2,year,month,day,"HCC, FOB Aust"
2021-04-01,2021.0,4.0,1.0,262.36
2021-03-31,2021.0,3.0,31.0,262.34
2021-03-30,2021.0,3.0,30.0,261.94
2021-03-29,2021.0,3.0,29.0,259.94
2021-03-26,2021.0,3.0,26.0,260.48
2021-03-25,2021.0,3.0,25.0,258.54
2021-03-24,2021.0,3.0,24.0,256.92
2021-03-23,2021.0,3.0,23.0,256.28
2021-03-22,2021.0,3.0,22.0,260.8
2021-03-19,2021.0,3.0,19.0,260.92
2021-03-18,2021.0,3.0,18.0,260.56
2021-03-17,2021.0,3.0,17.0,263.86
2021-03-16,2021.0,3.0,16.0,265.2
2021-03-15,2021.0,3.0,15.0,262.04
2021-03-12,2021.0,3.0,12.0,268.14
2021-03-11,2021.0,3.0,11.0,270.26
2021-03-10,2021.0,3.0,10.0,269.54
2021-03-09,2021.0,3.0,9.0,271.8
2021-03-08,2021.0,3.0,8.0,276.06
2021-03-05,2021.0,3.0,5.0,278.98
2021-03-04,2021.0,3.0,4.0,281.9
2021-03-03,2021.0,3.0,3.0,282.36
2021-03-02,2021.0,3.0,2.0,288.52
2021-03-01,2021.0,3.0,1.0,287.1
2021-02-26,2021.0,2.0,26.0,284.46
2021-02-25,2021.0,2.0,25.0,287.0
2021-02-24,2021.0,2.0,24.0,310.86
2021-02-23,2021.0,2.0,23.0,310.56
2021-02-22,2021.0,2.0,22.0,307.1
2021-02-19,2021.0,2.0,19.0,315.26
2021-02-18,2021.0,2.0,18.0,315.52
2021-02-17,2021.0,2.0,17.0,315.4
2021-02-16,2021.0,2.0,16.0,316.52
2021-02-15,2021.0,2.0,15.0,321.62
2021-02-11,2021.0,2.0,11.0,317.02
2021-02-10,2021.0,2.0,10.0,324.04
2021-02-09,2021.0,2.0,9.0,341.08
2021-02-08,2021.0,2.0,8.0,341.08
2021-02-05,2021.0,2.0,5.0,346.06
2021-02-04,2021.0,2.0,4.0,348.08
2021-02-03,2021.0,2.0,3.0,348.06
2021-02-02,2021.0,2.0,2.0,346.58
2021-02-01,2021.0,2.0,1.0,346.08
2021-01-29,2021.0,1.0,29.0,342.84
2021-01-28,2021.0,1.0,28.0,343.2
2021-01-27,2021.0,1.0,27.0,343.2
2021-01-26,2021.0,1.0,26.0,333.42
2021-01-25,2021.0,1.0,25.0,324.9
2021-01-22,2021.0,1.0,22.0,300.98
2021-01-21,2021.0,1.0,21.0,301.94
2021-01-20,2021.0,1.0,20.0,297.5
2021-01-19,2021.0,1.0,19.0,280.62
2021-01-18,2021.0,1.0,18.0,281.3
2021-01-15,2021.0,1.0,15.0,280.82
2021-01-14,2021.0,1.0,14.0,260.78
2021-01-13,2021.0,1.0,13.0,261.76
2021-01-12,2021.0,1.0,12.0,240.98
2021-01-11,2021.0,1.0,11.0,240.86
2021-01-08,2021.0,1.0,8.0,240.86
2021-01-07,2021.0,1.0,7.0,240.98
2021-01-06,2021.0,1.0,6.0,240.84
2021-01-05,2021.0,1.0,5.0,240.48
2021-01-04,2021.0,1.0,4.0,239.98
2020-12-31,2020.0,12.0,31.0,241.72
2020-12-30,2020.0,12.0,30.0,241.78
2020-12-29,2020.0,12.0,29.0,242.76
2020-12-28,2020.0,12.0,28.0,241.16
2020-12-24,2020.0,12.0,24.0,240.42
2020-12-23,2020.0,12.0,23.0,240.52
2020-12-22,2020.0,12.0,22.0,238.36
2020-12-21,2020.0,12.0,21.0,237.78
2020-12-18,2020.0,12.0,18.0,237.48
2020-12-17,2020.0,12.0,17.0,235.92
2020-12-16,2020.0,12.0,16.0,235.92
2020-12-15,2020.0,12.0,15.0,238.52
2020-12-14,2020.0,12.0,14.0,238.82
2020-12-11,2020.0,12.0,11.0,239.08
2020-12-10,2020.0,12.0,10.0,238.78
2020-12-09,2020.0,12.0,9.0,238.62
2020-12-08,2020.0,12.0,8.0,239.16
2020-12-07,2020.0,12.0,7.0,239.14
2020-12-04,2020.0,12.0,4.0,238.24
2020-12-03,2020.0,12.0,3.0,239.16
2020-12-02,2020.0,12.0,2.0,237.66
2020-12-01,2020.0,12.0,1.0,236.94
2020-11-30,2020.0,11.0,30.0,235.8
2020-11-27,2020.0,11.0,27.0,235.14
2020-11-26,2020.0,11.0,26.0,236.08
2020-11-25,2020.0,11.0,25.0,236.0
2020-11-24,2020.0,11.0,24.0,250.34
2020-11-23,2020.0,11.0,23.0,231.44
2020-11-20,2020.0,11.0,20.0,229.8
2020-11-19,2020.0,11.0,19.0,228.16
2020-11-18,2020.0,11.0,18.0,230.74
2020-11-17,2020.0,11.0,17.0,233.76
2020-11-16,2020.0,11.0,16.0,233.76
2020-11-13,2020.0,11.0,13.0,241.8
2020-11-12,2020.0,11.0,12.0,241.8
2020-11-11,2020.0,11.0,11.0,241.8
2020-11-10,2020.0,11.0,10.0,249.18
2020-11-09,2020.0,11.0,9.0,246.56
2020-11-06,2020.0,11.0,6.0,247.9
2020-11-05,2020.0,11.0,5.0,245.5
2020-11-04,2020.0,11.0,4.0,246.6
2020-11-03,2020.0,11.0,3.0,248.52
2020-11-02,2020.0,11.0,2.0,248.9
2020-10-30,2020.0,10.0,30.0,248.88
2020-10-29,2020.0,10.0,29.0,248.48
2020-10-28,2020.0,10.0,28.0,263.7
2020-10-27,2020.0,10.0,27.0,264.56
2020-10-26,2020.0,10.0,26.0,248.48
2020-10-23,2020.0,10.0,23.0,259.5
2020-10-22,2020.0,10.0,22.0,260.48
2020-10-21,2020.0,10.0,21.0,260.48
2020-10-20,2020.0,10.0,20.0,260.96
2020-10-19,2020.0,10.0,19.0,268.76
2020-10-16,2020.0,10.0,16.0,269.5
2020-10-15,2020.0,10.0,15.0,281.42
2020-10-14,2020.0,10.0,14.0,281.42
2020-10-13,2020.0,10.0,13.0,283.08
2020-10-12,2020.0,10.0,12.0,295.16
2020-10-09,2020.0,10.0,9.0,298.68
2020-10-08,2020.0,10.0,8.0,303.24
2020-10-07,2020.0,10.0,7.0,308.2
2020-10-06,2020.0,10.0,6.0,307.92
2020-10-05,2020.0,10.0,5.0,308.42
2020-10-02,2020.0,10.0,2.0,308.42
2020-10-01,2020.0,10.0,1.0,302.1
2020-09-30,2020.0,9.0,30.0,302.1
2020-09-29,2020.0,9.0,29.0,301.96
2020-09-28,2020.0,9.0,28.0,300.72
2020-09-25,2020.0,9.0,25.0,300.62
2020-09-24,2020.0,9.0,24.0,300.72
2020-09-23,2020.0,9.0,23.0,300.54
2020-09-22,2020.0,9.0,22.0,291.02
2020-09-21,2020.0,9.0,21.0,290.58
2020-09-18,2020.0,9.0,18.0,278.9
2020-09-17,2020.0,9.0,17.0,276.46
2020-09-16,2020.0,9.0,16.0,276.46
2020-09-15,2020.0,9.0,15.0,272.08
2020-09-14,2020.0,9.0,14.0,259.46
2020-09-11,2020.0,9.0,11.0,259.76
2020-09-10,2020.0,9.0,10.0,257.36
2020-09-09,2020.0,9.0,9.0,256.3
2020-09-08,2020.0,9.0,8.0,253.94
2020-09-07,2020.0,9.0,7.0,253.1
2020-09-04,2020.0,9.0,4.0,253.0
2020-09-03,2020.0,9.0,3.0,245.44
2020-09-02,2020.0,9.0,2.0,245.2
2020-09-01,2020.0,9.0,1.0,245.14
2020-08-31,2020.0,8.0,31.0,244.18
2020-08-28,2020.0,8.0,28.0,244.8
2020-08-27,2020.0,8.0,27.0,244.84
2020-08-26,2020.0,8.0,26.0,244.82
2020-08-25,2020.0,8.0,25.0,241.82
2020-08-24,2020.0,8.0,24.0,241.18
2020-08-21,2020.0,8.0,21.0,242.42
2020-08-20,2020.0,8.0,20.0,241.34
2020-08-19,2020.0,8.0,19.0,240.12
2020-08-18,2020.0,8.0,18.0,239.98
2020-08-17,2020.0,8.0,17.0,240.1
2020-08-14,2020.0,8.0,14.0,242.68
2020-08-13,2020.0,8.0,13.0,242.98
2020-08-12,2020.0,8.0,12.0,241.84
2020-08-11,2020.0,8.0,11.0,242.02
2020-08-07,2020.0,8.0,7.0,242.12
2020-08-06,2020.0,8.0,6.0,244.82
2020-08-05,2020.0,8.0,5.0,245.02
2020-08-04,2020.0,8.0,4.0,245.8
2020-08-03,2020.0,8.0,3.0,249.72
2020-07-30,2020.0,7.0,30.0,249.98
2020-07-29,2020.0,7.0,29.0,250.2
2020-07-28,2020.0,7.0,28.0,251.52
2020-07-27,2020.0,7.0,27.0,251.76
2020-07-24,2020.0,7.0,24.0,249.44
2020-07-23,2020.0,7.0,23.0,251.04
2020-07-22,2020.0,7.0,22.0,252.86
2020-07-21,2020.0,7.0,21.0,249.52
2020-07-20,2020.0,7.0,20.0,249.7
2020-07-17,2020.0,7.0,17.0,248.0
2020-07-16,2020.0,7.0,16.0,251.44
2020-07-15,2020.0,7.0,15.0,254.7
2020-07-14,2020.0,7.0,14.0,255.22
2020-07-13,2020.0,7.0,13.0,257.98
2020-07-09,2020.0,7.0,9.0,259.06
2020-07-08,2020.0,7.0,8.0,259.72
2020-07-07,2020.0,7.0,7.0,260.72
2020-07-06,2020.0,7.0,6.0,261.06
2020-07-03,2020.0,7.0,3.0,262.2
2020-07-02,2020.0,7.0,2.0,261.98
2020-07-01,2020.0,7.0,1.0,260.14
2020-06-30,2020.0,6.0,30.0,259.92
2020-06-29,2020.0,6.0,29.0,260.14
2020-06-26,2020.0,6.0,26.0,260.58
2020-06-25,2020.0,6.0,25.0,260.58
2020-06-24,2020.0,6.0,24.0,260.58
2020-06-23,2020.0,6.0,23.0,258.86
2020-06-22,2020.0,6.0,22.0,256.56
2020-06-19,2020.0,6.0,19.0,251.4
2020-06-18,2020.0,6.0,18.0,251.44
2020-06-17,2020.0,6.0,17.0,249.36
2020-06-16,2020.0,6.0,16.0,249.72
2020-06-15,2020.0,6.0,15.0,249.94
2020-06-12,2020.0,6.0,12.0,247.72
2020-06-11,2020.0,6.0,11.0,248.18
2020-06-10,2020.0,6.0,10.0,246.92
2020-06-09,2020.0,6.0,9.0,247.64
2020-06-08,2020.0,6.0,8.0,249.68
2020-06-05,2020.0,6.0,5.0,252.98
2020-06-04,2020.0,6.0,4.0,248.5
2020-06-03,2020.0,6.0,3.0,245.92
2020-06-02,2020.0,6.0,2.0,250.94
2020-06-01,2020.0,6.0,1.0,251.04
2020-05-29,2020.0,5.0,29.0,252.18
2020-05-28,2020.0,5.0,28.0,257.46
2020-05-27,2020.0,5.0,27.0,261.6
2020-05-26,2020.0,5.0,26.0,263.72
2020-05-22,2020.0,5.0,22.0,269.54
2020-05-21,2020.0,5.0,21.0,269.88
2020-05-20,2020.0,5.0,20.0,270.96
2020-05-19,2020.0,5.0,19.0,266.96
2020-05-18,2020.0,5.0,18.0,265.62
2020-05-15,2020.0,5.0,15.0,264.38
2020-05-14,2020.0,5.0,14.0,263.28
2020-05-13,2020.0,5.0,13.0,263.34
2020-05-12,2020.0,5.0,12.0,263.12
2020-05-11,2020.0,5.0,11.0,260.94
2020-05-08,2020.0,5.0,8.0,253.86
2020-05-06,2020.0,5.0,6.0,248.26
2020-05-05,2020.0,5.0,5.0,247.24
2020-05-04,2020.0,5.0,4.0,247.24
2020-04-30,2020.0,4.0,30.0,247.24
2020-04-29,2020.0,4.0,29.0,247.6
2020-04-28,2020.0,4.0,28.0,264.06
2020-04-27,2020.0,4.0,27.0,264.06
2020-04-24,2020.0,4.0,24.0,271.84
2020-04-23,2020.0,4.0,23.0,273.72
2020-04-22,2020.0,4.0,22.0,281.04
2020-04-21,2020.0,4.0,21.0,283.1
2020-04-20,2020.0,4.0,20.0,289.52
2020-04-17,2020.0,4.0,17.0,294.2
2020-04-16,2020.0,4.0,16.0,294.88
2020-04-15,2020.0,4.0,15.0,293.64
2020-04-14,2020.0,4.0,14.0,294.18
2020-04-13,2020.0,4.0,13.0,299.58
2020-04-09,2020.0,4.0,9.0,299.26
2020-04-08,2020.0,4.0,8.0,301.54
2020-04-07,2020.0,4.0,7.0,299.02
2020-04-06,2020.0,4.0,6.0,299.84
2020-04-03,2020.0,4.0,3.0,310.2
2020-04-02,2020.0,4.0,2.0,317.18
2020-04-01,2020.0,4.0,1.0,322.8
2020-03-31,2020.0,3.0,31.0,325.34
2020-03-30,2020.0,3.0,30.0,328.46
2020-03-27,2020.0,3.0,27.0,339.88
2020-03-26,2020.0,3.0,26.0,339.06
2020-03-25,2020.0,3.0,25.0,342.82
2020-03-24,2020.0,3.0,24.0,345.8
2020-03-23,2020.0,3.0,23.0,351.86
2020-03-20,2020.0,3.0,20.0,354.3
2020-03-19,2020.0,3.0,19.0,359.3
2020-03-18,2020.0,3.0,18.0,360.82
2020-03-17,2020.0,3.0,17.0,360.48
2020-03-16,2020.0,3.0,16.0,359.1
2020-03-13,2020.0,3.0,13.0,357.26
2020-03-12,2020.0,3.0,12.0,352.12
2020-03-11,2020.0,3.0,11.0,349.44
2020-03-10,2020.0,3.0,10.0,347.58
2020-03-09,2020.0,3.0,9.0,350.3
2020-03-06,2020.0,3.0,6.0,349.82
2020-03-05,2020.0,3.0,5.0,352.28
2020-03-04,2020.0,3.0,4.0,358.5
2020-03-03,2020.0,3.0,3.0,357.78
2020-03-02,2020.0,3.0,2.0,357.78
2020-02-28,2020.0,2.0,28.0,357.1
2020-02-27,2020.0,2.0,27.0,357.1
2020-02-26,2020.0,2.0,26.0,351.6
2020-02-25,2020.0,2.0,25.0,351.4
2020-02-24,2020.0,2.0,24.0,351.4
2020-02-21,2020.0,2.0,21.0,351.4
2020-02-20,2020.0,2.0,20.0,349.58
2020-02-19,2020.0,2.0,19.0,349.58
2020-02-18,2020.0,2.0,18.0,343.86
2020-02-17,2020.0,2.0,17.0,343.86
2020-02-14,2020.0,2.0,14.0,343.86
2020-02-13,2020.0,2.0,13.0,337.58
2020-02-12,2020.0,2.0,12.0,337.58
2020-02-11,2020.0,2.0,11.0,336.7
2020-02-10,2020.0,2.0,10.0,336.16
2020-02-07,2020.0,2.0,7.0,336.16
2020-02-06,2020.0,2.0,6.0,334.3
2020-02-05,2020.0,2.0,5.0,334.38
2020-02-04,2020.0,2.0,4.0,328.78
2020-02-03,2020.0,2.0,3.0,334.58
2020-01-31,2020.0,1.0,31.0,337.58
2020-01-30,2020.0,1.0,30.0,337.58
2020-01-29,2020.0,1.0,29.0,337.58
2020-01-28,2020.0,1.0,28.0,337.58
2020-01-24,2020.0,1.0,24.0,337.58
2020-01-23,2020.0,1.0,23.0,337.58
2020-01-22,2020.0,1.0,22.0,337.58
2020-01-21,2020.0,1.0,21.0,337.46
2020-01-20,2020.0,1.0,20.0,337.46
2020-01-17,2020.0,1.0,17.0,339.14
2020-01-16,2020.0,1.0,16.0,343.52
2020-01-15,2020.0,1.0,15.0,343.52
2020-01-14,2020.0,1.0,14.0,343.52
2020-01-13,2020.0,1.0,13.0,343.52
2020-01-10,2020.0,1.0,10.0,340.06
2020-01-09,2020.0,1.0,9.0,329.6
2020-01-08,2020.0,1.0,8.0,325.52
2020-01-07,2020.0,1.0,7.0,322.96
2020-01-06,2020.0,1.0,6.0,319.32
2020-01-03,2020.0,1.0,3.0,313.12
2020-01-02,2020.0,1.0,2.0,314.38
2019-12-31,2019.0,12.0,31.0,314.38
2019-12-30,2019.0,12.0,30.0,300.3
2019-12-27,2019.0,12.0,27.0,299.5
2019-12-26,2019.0,12.0,26.0,299.26
2019-12-24,2019.0,12.0,24.0,299.26
2019-12-23,2019.0,12.0,23.0,302.94
2019-12-20,2019.0,12.0,20.0,304.56
2019-12-19,2019.0,12.0,19.0,301.24
2019-12-18,2019.0,12.0,18.0,304.34
2019-12-17,2019.0,12.0,17.0,301.32
2019-12-16,2019.0,12.0,16.0,306.16
2019-12-13,2019.0,12.0,13.0,306.16
2019-12-12,2019.0,12.0,12.0,306.16
2019-12-11,2019.0,12.0,11.0,304.98
2019-12-10,2019.0,12.0,10.0,305.5
2019-12-09,2019.0,12.0,9.0,305.42
2019-12-06,2019.0,12.0,6.0,305.42
2019-12-05,2019.0,12.0,5.0,306.58
2019-12-04,2019.0,12.0,4.0,306.6
2019-12-03,2019.0,12.0,3.0,306.72
2019-12-02,2019.0,12.0,2.0,308.9
2019-11-29,2019.0,11.0,29.0,302.32
2019-11-28,2019.0,11.0,28.0,300.34
2019-11-27,2019.0,11.0,27.0,299.0
2019-11-26,2019.0,11.0,26.0,298.4
2019-11-25,2019.0,11.0,25.0,302.32
2019-11-22,2019.0,11.0,22.0,302.52
2019-11-21,2019.0,11.0,21.0,300.02
2019-11-20,2019.0,11.0,20.0,297.58
2019-11-19,2019.0,11.0,19.0,296.82
2019-11-18,2019.0,11.0,18.0,300.44
2019-11-15,2019.0,11.0,15.0,300.62
2019-11-14,2019.0,11.0,14.0,302.06
2019-11-13,2019.0,11.0,13.0,303.82
2019-11-12,2019.0,11.0,12.0,301.32
2019-11-11,2019.0,11.0,11.0,302.54
2019-11-08,2019.0,11.0,8.0,299.48
2019-11-07,2019.0,11.0,7.0,298.14
2019-11-06,2019.0,11.0,6.0,299.58
2019-11-05,2019.0,11.0,5.0,299.58
2019-11-04,2019.0,11.0,4.0,301.32
2019-11-01,2019.0,11.0,1.0,297.76
2019-10-31,2019.0,10.0,31.0,319.9
2019-10-30,2019.0,10.0,30.0,320.62
2019-10-29,2019.0,10.0,29.0,325.8
2019-10-25,2019.0,10.0,25.0,325.8
2019-10-24,2019.0,10.0,24.0,337.8
2019-10-23,2019.0,10.0,23.0,337.8
2019-10-22,2019.0,10.0,22.0,337.8
2019-10-21,2019.0,10.0,21.0,336.54
2019-10-18,2019.0,10.0,18.0,334.46
2019-10-17,2019.0,10.0,17.0,334.46
2019-10-16,2019.0,10.0,16.0,336.2
2019-10-15,2019.0,10.0,15.0,336.2
2019-10-14,2019.0,10.0,14.0,326.24
2019-10-11,2019.0,10.0,11.0,326.24
2019-10-10,2019.0,10.0,10.0,323.78
2019-10-09,2019.0,10.0,9.0,325.74
2019-10-08,2019.0,10.0,8.0,325.16
2019-10-07,2019.0,10.0,7.0,325.16
2019-10-04,2019.0,10.0,4.0,325.16
2019-10-03,2019.0,10.0,3.0,325.16
2019-10-02,2019.0,10.0,2.0,325.16
2019-10-01,2019.0,10.0,1.0,325.16
2019-09-30,2019.0,9.0,30.0,307.58
2019-09-27,2019.0,9.0,27.0,298.46
2019-09-26,2019.0,9.0,26.0,300.2
2019-09-25,2019.0,9.0,25.0,300.2
2019-09-24,2019.0,9.0,24.0,289.38
2019-09-23,2019.0,9.0,23.0,289.38
2019-09-20,2019.0,9.0,20.0,289.38
2019-09-19,2019.0,9.0,19.0,314.32
2019-09-18,2019.0,9.0,18.0,321.16
2019-09-17,2019.0,9.0,17.0,321.16
2019-09-16,2019.0,9.0,16.0,329.3
2019-09-13,2019.0,9.0,13.0,329.3
2019-09-12,2019.0,9.0,12.0,331.68
2019-09-11,2019.0,9.0,11.0,332.28
2019-09-10,2019.0,9.0,10.0,334.52
2019-09-09,2019.0,9.0,9.0,337.4
2019-09-06,2019.0,9.0,6.0,335.86
2019-09-05,2019.0,9.0,5.0,331.18
2019-09-04,2019.0,9.0,4.0,343.54
2019-09-03,2019.0,9.0,3.0,343.78
2019-09-02,2019.0,9.0,2.0,341.02
2019-08-30,2019.0,8.0,30.0,341.02
2019-08-29,2019.0,8.0,29.0,331.0
2019-08-28,2019.0,8.0,28.0,331.0
2019-08-27,2019.0,8.0,27.0,341.56
2019-08-26,2019.0,8.0,26.0,341.56
2019-08-23,2019.0,8.0,23.0,340.34
2019-08-22,2019.0,8.0,22.0,340.34
2019-08-21,2019.0,8.0,21.0,340.34
2019-08-20,2019.0,8.0,20.0,342.6
2019-08-19,2019.0,8.0,19.0,341.64
2019-08-16,2019.0,8.0,16.0,341.64
2019-08-15,2019.0,8.0,15.0,343.28
2019-08-14,2019.0,8.0,14.0,343.52
2019-08-13,2019.0,8.0,13.0,345.26
2019-08-08,2019.0,8.0,8.0,348.12
2019-08-07,2019.0,8.0,7.0,348.12
2019-08-06,2019.0,8.0,6.0,346.28
2019-08-05,2019.0,8.0,5.0,349.72
2019-08-02,2019.0,8.0,2.0,351.38
2019-08-01,2019.0,8.0,1.0,364.26
2019-07-31,2019.0,7.0,31.0,369.1
2019-07-30,2019.0,7.0,30.0,371.72
2019-07-29,2019.0,7.0,29.0,371.72
2019-07-26,2019.0,7.0,26.0,377.92
2019-07-25,2019.0,7.0,25.0,381.02
2019-07-24,2019.0,7.0,24.0,385.92
2019-07-23,2019.0,7.0,23.0,385.92
2019-07-22,2019.0,7.0,22.0,391.76
2019-07-19,2019.0,7.0,19.0,393.94
2019-07-18,2019.0,7.0,18.0,399.84
2019-07-17,2019.0,7.0,17.0,400.46
2019-07-16,2019.0,7.0,16.0,400.46
2019-07-15,2019.0,7.0,15.0,403.22
2019-07-12,2019.0,7.0,12.0,402.3
2019-07-11,2019.0,7.0,11.0,407.88
2019-07-10,2019.0,7.0,10.0,409.44
2019-07-09,2019.0,7.0,9.0,409.08
2019-07-08,2019.0,7.0,8.0,409.2
2019-07-05,2019.0,7.0,5.0,409.04
2019-07-04,2019.0,7.0,4.0,409.14
2019-07-03,2019.0,7.0,3.0,410.88
2019-07-02,2019.0,7.0,2.0,413.34
2019-07-01,2019.0,7.0,1.0,416.04
2019-06-28,2019.0,6.0,28.0,416.22
2019-06-27,2019.0,6.0,27.0,419.0
2019-06-26,2019.0,6.0,26.0,419.3
2019-06-25,2019.0,6.0,25.0,420.82
2019-06-24,2019.0,6.0,24.0,422.14
2019-06-21,2019.0,6.0,21.0,422.14
2019-06-20,2019.0,6.0,20.0,423.18
2019-06-19,2019.0,6.0,19.0,423.18
2019-06-18,2019.0,6.0,18.0,423.4
2019-06-17,2019.0,6.0,17.0,424.28
2019-06-14,2019.0,6.0,14.0,424.28
2019-06-13,2019.0,6.0,13.0,424.28
2019-06-12,2019.0,6.0,12.0,431.96
2019-06-11,2019.0,6.0,11.0,431.96
2019-06-10,2019.0,6.0,10.0,433.0
2019-06-07,2019.0,6.0,7.0,433.0
2019-06-06,2019.0,6.0,6.0,435.08
2019-06-04,2019.0,6.0,4.0,435.6
2019-06-03,2019.0,6.0,3.0,436.18
2019-05-31,2019.0,5.0,31.0,436.18
2019-05-30,2019.0,5.0,30.0,436.18
2019-05-29,2019.0,5.0,29.0,436.8
2019-05-28,2019.0,5.0,28.0,438.16
2019-05-27,2019.0,5.0,27.0,441.3
2019-05-24,2019.0,5.0,24.0,441.08
2019-05-23,2019.0,5.0,23.0,446.12
2019-05-22,2019.0,5.0,22.0,448.98
2019-05-21,2019.0,5.0,21.0,451.26
2019-05-17,2019.0,5.0,17.0,457.36
2019-05-16,2019.0,5.0,16.0,458.16
2019-05-15,2019.0,5.0,15.0,458.34
2019-05-14,2019.0,5.0,14.0,458.34
2019-05-13,2019.0,5.0,13.0,459.32
2019-05-10,2019.0,5.0,10.0,455.66
2019-05-09,2019.0,5.0,9.0,451.82
2019-05-08,2019.0,5.0,8.0,452.44
2019-05-07,2019.0,5.0,7.0,445.22
2019-05-06,2019.0,5.0,6.0,443.38
2019-05-03,2019.0,5.0,3.0,443.38
2019-05-02,2019.0,5.0,2.0,442.56
2019-04-30,2019.0,4.0,30.0,437.86
2019-04-29,2019.0,4.0,29.0,437.86
2019-04-26,2019.0,4.0,26.0,439.08
2019-04-25,2019.0,4.0,25.0,439.08
2019-04-24,2019.0,4.0,24.0,437.28
2019-04-23,2019.0,4.0,23.0,436.82
2019-04-22,2019.0,4.0,22.0,443.48
2019-04-18,2019.0,4.0,18.0,443.48
2019-04-17,2019.0,4.0,17.0,443.48
2019-04-16,2019.0,4.0,16.0,443.48
2019-04-15,2019.0,4.0,15.0,443.08
2019-04-12,2019.0,4.0,12.0,443.08
2019-04-11,2019.0,4.0,11.0,437.8
2019-04-10,2019.0,4.0,10.0,442.5
2019-04-09,2019.0,4.0,9.0,443.34
2019-04-08,2019.0,4.0,8.0,443.34
2019-04-05,2019.0,4.0,5.0,444.76
2019-04-04,2019.0,4.0,4.0,438.42
2019-04-03,2019.0,4.0,3.0,437.2
2019-04-02,2019.0,4.0,2.0,440.94
2019-04-01,2019.0,4.0,1.0,443.58
2019-03-29,2019.0,3.0,29.0,446.94
2019-03-28,2019.0,3.0,28.0,452.2
2019-03-27,2019.0,3.0,27.0,451.2
2019-03-26,2019.0,3.0,26.0,449.72
2019-03-25,2019.0,3.0,25.0,449.48
2019-03-22,2019.0,3.0,22.0,459.6
2019-03-21,2019.0,3.0,21.0,459.6
2019-03-20,2019.0,3.0,20.0,459.92
2019-03-19,2019.0,3.0,19.0,459.94
2019-03-18,2019.0,3.0,18.0,459.2
2019-03-15,2019.0,3.0,15.0,455.46
2019-03-14,2019.0,3.0,14.0,451.7
2019-03-13,2019.0,3.0,13.0,453.02
2019-03-12,2019.0,3.0,12.0,463.86
2019-03-11,2019.0,3.0,11.0,466.24
2019-03-08,2019.0,3.0,8.0,465.74
2019-03-07,2019.0,3.0,7.0,461.0
2019-03-06,2019.0,3.0,6.0,460.9
2019-03-05,2019.0,3.0,5.0,459.66
2019-03-04,2019.0,3.0,4.0,459.44
2019-03-01,2019.0,3.0,1.0,462.9
2019-02-28,2019.0,2.0,28.0,463.4
2019-02-27,2019.0,2.0,27.0,462.34
2019-02-26,2019.0,2.0,26.0,465.34
2019-02-25,2019.0,2.0,25.0,463.3
2019-02-22,2019.0,2.0,22.0,463.18
2019-02-21,2019.0,2.0,21.0,463.18
2019-02-20,2019.0,2.0,20.0,447.64
2019-02-19,2019.0,2.0,19.0,445.46
2019-02-18,2019.0,2.0,18.0,445.46
2019-02-15,2019.0,2.0,15.0,445.46
2019-02-14,2019.0,2.0,14.0,454.1
2019-02-13,2019.0,2.0,13.0,452.58
2019-02-12,2019.0,2.0,12.0,449.12
2019-02-11,2019.0,2.0,11.0,433.58
2019-02-08,2019.0,2.0,8.0,439.94
2019-02-07,2019.0,2.0,7.0,439.94
2019-02-04,2019.0,2.0,4.0,439.94
2019-02-01,2019.0,2.0,1.0,439.94
2019-01-31,2019.0,1.0,31.0,439.94
2019-01-30,2019.0,1.0,30.0,440.36
2019-01-29,2019.0,1.0,29.0,433.06
2019-01-28,2019.0,1.0,28.0,433.06
2019-01-25,2019.0,1.0,25.0,433.28
2019-01-24,2019.0,1.0,24.0,428.02
2019-01-23,2019.0,1.0,23.0,426.92
2019-01-22,2019.0,1.0,22.0,421.22
2019-01-21,2019.0,1.0,21.0,421.22
2019-01-18,2019.0,1.0,18.0,417.8
2019-01-17,2019.0,1.0,17.0,413.54
2019-01-16,2019.0,1.0,16.0,413.54
2019-01-15,2019.0,1.0,15.0,415.28
2019-01-14,2019.0,1.0,14.0,419.44
2019-01-11,2019.0,1.0,11.0,420.04
2019-01-10,2019.0,1.0,10.0,431.32
2019-01-09,2019.0,1.0,9.0,430.7
2019-01-08,2019.0,1.0,8.0,434.26
2019-01-07,2019.0,1.0,7.0,434.26
2019-01-04,2019.0,1.0,4.0,433.56
2019-01-03,2019.0,1.0,3.0,458.96
2019-01-02,2019.0,1.0,2.0,463.46
2018-12-31,2018.0,12.0,31.0,471.78
2018-12-28,2018.0,12.0,28.0,471.78
2018-12-27,2018.0,12.0,27.0,471.5
2018-12-26,2018.0,12.0,26.0,472.08
2018-12-24,2018.0,12.0,24.0,472.08
2018-12-21,2018.0,12.0,21.0,475.64
2018-12-20,2018.0,12.0,20.0,486.48
2018-12-19,2018.0,12.0,19.0,486.48
2018-12-18,2018.0,12.0,18.0,486.48
2018-12-17,2018.0,12.0,17.0,486.04
2018-12-14,2018.0,12.0,14.0,486.04
2018-12-13,2018.0,12.0,13.0,486.04
2018-12-12,2018.0,12.0,12.0,478.14
2018-12-11,2018.0,12.0,11.0,481.44
2018-12-10,2018.0,12.0,10.0,482.02
2018-12-07,2018.0,12.0,7.0,482.08
2018-12-06,2018.0,12.0,6.0,486.94
