Date.16,year,month,day,USD/CUR3 (Price)
2020-03-08,2020.0,3.0,8.0,93.288
2020-03-01,2020.0,3.0,1.0,92.83
2020-02-23,2020.0,2.0,23.0,93.274
2020-02-16,2020.0,2.0,16.0,93.8
2020-02-09,2020.0,2.0,9.0,93.05199999999999
2020-02-02,2020.0,2.0,2.0,93.356
2020-01-26,2020.0,1.0,26.0,93.72200000000001
2020-01-19,2020.0,1.0,19.0,93.1
2020-01-12,2020.0,1.0,12.0,92.926
2020-01-05,2020.0,1.0,5.0,92.95
2019-12-29,2019.0,12.0,29.0,93.118
2019-12-22,2019.0,12.0,22.0,93.196
2019-12-15,2019.0,12.0,15.0,93.25200000000001
2019-12-08,2019.0,12.0,8.0,93.46600000000001
2019-12-01,2019.0,12.0,1.0,93.874
2019-11-24,2019.0,11.0,24.0,94.062
2019-11-17,2019.0,11.0,17.0,94.146
2019-11-10,2019.0,11.0,10.0,94.01400000000001
2019-11-03,2019.0,11.0,3.0,93.792
2019-10-27,2019.0,10.0,27.0,93.902
2019-10-20,2019.0,10.0,20.0,94.16
2019-10-13,2019.0,10.0,13.0,94.104
2019-10-06,2019.0,10.0,6.0,94.282
2019-09-29,2019.0,9.0,29.0,94.78399999999999
2019-09-22,2019.0,9.0,22.0,95.094
2019-09-15,2019.0,9.0,15.0,94.994
2019-09-08,2019.0,9.0,8.0,94.862
2019-09-01,2019.0,9.0,1.0,95.392
2019-08-25,2019.0,8.0,25.0,95.666
2019-08-18,2019.0,8.0,18.0,95.868
2019-08-11,2019.0,8.0,11.0,95.632
2019-08-04,2019.0,8.0,4.0,95.76400000000001
2019-07-28,2019.0,7.0,28.0,95.932
2019-07-21,2019.0,7.0,21.0,95.194
2019-07-14,2019.0,7.0,14.0,95.092
2019-07-07,2019.0,7.0,7.0,95.106
2019-06-30,2019.0,6.0,30.0,95.366
2019-06-23,2019.0,6.0,23.0,94.946
2019-06-16,2019.0,6.0,16.0,94.918
2019-06-09,2019.0,6.0,9.0,96.02600000000001
2019-06-02,2019.0,6.0,2.0,95.738
2019-05-26,2019.0,5.0,26.0,96.078
2019-05-19,2019.0,5.0,19.0,95.982
2019-05-12,2019.0,5.0,12.0,95.756
2019-05-05,2019.0,5.0,5.0,94.906
2019-04-28,2019.0,4.0,28.0,94.744
2019-04-21,2019.0,4.0,21.0,94.834
2019-04-14,2019.0,4.0,14.0,94.642
2019-04-07,2019.0,4.0,7.0,94.69
2019-03-31,2019.0,3.0,31.0,94.606
2019-03-24,2019.0,3.0,24.0,94.708
2019-03-17,2019.0,3.0,17.0,94.762
2019-03-10,2019.0,3.0,10.0,94.72800000000001
2019-03-03,2019.0,3.0,3.0,94.81
2019-02-24,2019.0,2.0,24.0,94.69800000000001
2019-02-17,2019.0,2.0,17.0,94.52199999999999
2019-02-10,2019.0,2.0,10.0,94.654
2019-02-03,2019.0,2.0,3.0,94.686
2019-01-27,2019.0,1.0,27.0,94.56
2019-01-20,2019.0,1.0,20.0,94.446
2019-01-13,2019.0,1.0,13.0,94.732
2019-01-06,2019.0,1.0,6.0,94.594
2018-12-30,2018.0,12.0,30.0,94.592
2018-12-23,2018.0,12.0,23.0,94.136
2018-12-16,2018.0,12.0,16.0,94.616
2018-12-09,2018.0,12.0,9.0,94.72800000000001
2018-12-02,2018.0,12.0,2.0,94.87
2018-11-25,2018.0,11.0,25.0,94.708
2018-11-18,2018.0,11.0,18.0,94.876
2018-11-11,2018.0,11.0,11.0,94.574
2018-11-04,2018.0,11.0,4.0,94.578
2018-10-28,2018.0,10.0,28.0,94.20400000000001
2018-10-21,2018.0,10.0,21.0,94.956
2018-10-14,2018.0,10.0,14.0,94.798
2018-10-07,2018.0,10.0,7.0,94.814
2018-09-30,2018.0,9.0,30.0,94.86
2018-09-23,2018.0,9.0,23.0,93.922
2018-09-16,2018.0,9.0,16.0,94.28399999999999
2018-09-09,2018.0,9.0,9.0,94.544
2018-09-02,2018.0,9.0,2.0,94.644
2018-08-26,2018.0,8.0,26.0,94.356
2018-08-19,2018.0,8.0,19.0,94.352
2018-08-12,2018.0,8.0,12.0,94.45
2018-08-05,2018.0,8.0,5.0,94.49199999999999
2018-07-29,2018.0,7.0,29.0,94.186
2018-07-22,2018.0,7.0,22.0,94.14
2018-07-15,2018.0,7.0,15.0,94.196
2018-07-08,2018.0,7.0,8.0,94.162
2018-07-01,2018.0,7.0,1.0,93.886
2018-06-24,2018.0,6.0,24.0,93.958
2018-06-17,2018.0,6.0,17.0,93.624
2018-06-10,2018.0,6.0,10.0,93.294
2018-06-03,2018.0,6.0,3.0,92.702
2018-05-27,2018.0,5.0,27.0,92.638
2018-05-20,2018.0,5.0,20.0,92.918
2018-05-13,2018.0,5.0,13.0,92.894
2018-05-06,2018.0,5.0,6.0,92.52799999999999
2018-04-29,2018.0,4.0,29.0,92.358
2018-04-22,2018.0,4.0,22.0,92.132
2018-04-15,2018.0,4.0,15.0,91.932
2018-04-08,2018.0,4.0,8.0,91.648
2018-04-01,2018.0,4.0,1.0,91.632
2018-03-25,2018.0,3.0,25.0,91.186
2018-03-18,2018.0,3.0,18.0,91.384
2018-03-11,2018.0,3.0,11.0,91.256
2018-03-04,2018.0,3.0,4.0,91.50800000000001
2018-02-25,2018.0,2.0,25.0,91.564
2018-02-18,2018.0,2.0,18.0,91.5
2018-02-11,2018.0,2.0,11.0,91.152
2018-02-04,2018.0,2.0,4.0,91.74000000000001
2018-01-28,2018.0,1.0,28.0,91.69800000000001
2018-01-21,2018.0,1.0,21.0,91.178
2018-01-14,2018.0,1.0,14.0,91.73599999999999
2018-01-07,2018.0,1.0,7.0,92.22200000000001
2017-12-31,2017.0,12.0,31.0,91.914
2017-12-24,2017.0,12.0,24.0,92.334
2017-12-17,2017.0,12.0,17.0,92.786
2017-12-10,2017.0,12.0,10.0,92.926
2017-12-03,2017.0,12.0,3.0,93.05799999999999
2017-11-26,2017.0,11.0,26.0,92.99600000000001
2017-11-19,2017.0,11.0,19.0,92.94
2017-11-12,2017.0,11.0,12.0,93.144
2017-11-05,2017.0,11.0,5.0,93.34
2017-10-29,2017.0,10.0,29.0,93.342
2017-10-22,2017.0,10.0,22.0,93.304
2017-10-15,2017.0,10.0,15.0,93.47399999999999
2017-10-08,2017.0,10.0,8.0,93.244
2017-10-01,2017.0,10.0,1.0,93.75
2017-09-24,2017.0,9.0,24.0,93.664
2017-09-17,2017.0,9.0,17.0,93.364
2017-09-10,2017.0,9.0,10.0,93.138
2017-09-03,2017.0,9.0,3.0,93.012
2017-08-27,2017.0,8.0,27.0,93.238
2017-08-20,2017.0,8.0,20.0,93.212
2017-08-13,2017.0,8.0,13.0,93.646
2017-08-06,2017.0,8.0,6.0,93.694
2017-07-30,2017.0,7.0,30.0,93.424
2017-07-23,2017.0,7.0,23.0,93.588
2017-07-16,2017.0,7.0,16.0,93.894
2017-07-09,2017.0,7.0,9.0,93.544
2017-07-02,2017.0,7.0,2.0,94.096
2017-06-25,2017.0,6.0,25.0,93.866
2017-06-18,2017.0,6.0,18.0,93.77000000000001
2017-06-11,2017.0,6.0,11.0,93.726
2017-06-04,2017.0,6.0,4.0,93.20400000000001
2017-05-28,2017.0,5.0,28.0,93.22999999999999
2017-05-21,2017.0,5.0,21.0,93.22200000000001
2017-05-14,2017.0,5.0,14.0,93.012
2017-05-07,2017.0,5.0,7.0,93.382
2017-04-30,2017.0,4.0,30.0,93.4
2017-04-23,2017.0,4.0,23.0,93.374
2017-04-16,2017.0,4.0,16.0,93.74000000000001
2017-04-09,2017.0,4.0,9.0,93.77600000000001
2017-04-02,2017.0,4.0,2.0,94.214
2017-03-26,2017.0,3.0,26.0,93.66
2017-03-19,2017.0,3.0,19.0,93.738
2017-03-12,2017.0,3.0,12.0,94.066
2017-03-05,2017.0,3.0,5.0,95.15
2017-02-26,2017.0,2.0,26.0,94.842
2017-02-19,2017.0,2.0,19.0,94.31
2017-02-12,2017.0,2.0,12.0,94.792
2017-02-05,2017.0,2.0,5.0,94.938
2017-01-29,2017.0,1.0,29.0,94.652
2017-01-22,2017.0,1.0,22.0,96.11
2017-01-15,2017.0,1.0,15.0,96.03
2017-01-08,2017.0,1.0,8.0,96.14
2017-01-01,2017.0,1.0,1.0,97.02
2016-12-25,2016.0,12.0,25.0,97.908
2016-12-18,2016.0,12.0,18.0,97.35
2016-12-11,2016.0,12.0,11.0,97.052
2016-12-04,2016.0,12.0,4.0,96.6
2016-11-27,2016.0,11.0,27.0,96.73400000000001
2016-11-20,2016.0,11.0,20.0,96.69200000000001
2016-11-13,2016.0,11.0,13.0,97.086
2016-11-06,2016.0,11.0,6.0,96.852
2016-10-30,2016.0,10.0,30.0,95.946
2016-10-23,2016.0,10.0,23.0,96.26400000000001
2016-10-16,2016.0,10.0,16.0,96.52000000000001
2016-10-09,2016.0,10.0,9.0,96.418
2016-10-02,2016.0,10.0,2.0,95.906
2016-09-25,2016.0,9.0,25.0,95.65
2016-09-18,2016.0,9.0,18.0,95.652
2016-09-11,2016.0,9.0,11.0,96.39
2016-09-04,2016.0,9.0,4.0,96.28399999999999
2016-08-28,2016.0,8.0,28.0,96.27000000000001
2016-08-21,2016.0,8.0,21.0,96.52199999999999
2016-08-14,2016.0,8.0,14.0,96.23400000000001
2016-08-07,2016.0,8.0,7.0,95.848
2016-07-31,2016.0,7.0,31.0,96.126
2016-07-24,2016.0,7.0,24.0,96.646
2016-07-17,2016.0,7.0,17.0,96.994
2016-07-10,2016.0,7.0,10.0,96.81
2016-07-03,2016.0,7.0,3.0,97.514
2016-06-26,2016.0,6.0,26.0,97.458
2016-06-19,2016.0,6.0,19.0,97.94
2016-06-12,2016.0,6.0,12.0,97.682
2016-06-05,2016.0,6.0,5.0,97.574
2016-05-29,2016.0,5.0,29.0,97.55
2016-05-22,2016.0,5.0,22.0,98.156
2016-05-15,2016.0,5.0,15.0,98.406
2016-05-08,2016.0,5.0,8.0,98.346
2016-05-01,2016.0,5.0,1.0,97.81
2016-04-24,2016.0,4.0,24.0,97.582
2016-04-17,2016.0,4.0,17.0,97.79
2016-04-10,2016.0,4.0,10.0,97.63
2016-04-03,2016.0,4.0,3.0,97.87
2016-03-27,2016.0,3.0,27.0,97.572
2016-03-20,2016.0,3.0,20.0,98.046
2016-03-13,2016.0,3.0,13.0,97.682
2016-03-06,2016.0,3.0,6.0,98.33
2016-02-28,2016.0,2.0,28.0,98.01
2016-02-21,2016.0,2.0,21.0,99.594
2016-02-14,2016.0,2.0,14.0,99.504
2016-02-07,2016.0,2.0,7.0,99.012
2016-01-31,2016.0,1.0,31.0,99.65
2016-01-24,2016.0,1.0,24.0,99.986
2016-01-17,2016.0,1.0,17.0,99.95
2016-01-10,2016.0,1.0,10.0,99.998
2016-01-03,2016.0,1.0,3.0,99.698
2015-12-27,2015.0,12.0,27.0,98.67
2015-12-20,2015.0,12.0,20.0,98.58
2015-12-13,2015.0,12.0,13.0,98.818
2015-12-06,2015.0,12.0,6.0,99.116
2015-11-29,2015.0,11.0,29.0,98.472
2015-11-22,2015.0,11.0,22.0,98.418
2015-11-15,2015.0,11.0,15.0,98.02
2015-11-08,2015.0,11.0,8.0,98.69
2015-11-01,2015.0,11.0,1.0,98.462
2015-10-25,2015.0,10.0,25.0,97.914
2015-10-18,2015.0,10.0,18.0,97.958
2015-10-11,2015.0,10.0,11.0,97.426
2015-10-04,2015.0,10.0,4.0,97.576
2015-09-27,2015.0,9.0,27.0,98.45
2015-09-20,2015.0,9.0,20.0,99.242
2015-09-13,2015.0,9.0,13.0,97.628
2015-09-06,2015.0,9.0,6.0,97.86
2015-08-30,2015.0,8.0,30.0,98.368
2015-08-23,2015.0,8.0,23.0,97.716
2015-08-16,2015.0,8.0,16.0,98.35
2015-08-09,2015.0,8.0,9.0,97.35
2015-08-02,2015.0,8.0,2.0,96.32
2015-07-26,2015.0,7.0,26.0,96.32
2015-07-19,2015.0,7.0,19.0,95.962
2015-07-12,2015.0,7.0,12.0,95.244
2015-07-05,2015.0,7.0,5.0,95.054
2015-06-28,2015.0,6.0,28.0,94.75999999999999
2015-06-21,2015.0,6.0,21.0,95.0
2015-06-14,2015.0,6.0,14.0,94.45400000000001
2015-06-07,2015.0,6.0,7.0,94.838
2015-05-31,2015.0,5.0,31.0,95.11
2015-05-24,2015.0,5.0,24.0,94.656
2015-05-17,2015.0,5.0,17.0,93.908
2015-05-10,2015.0,5.0,10.0,93.858
2015-05-03,2015.0,5.0,3.0,94.356
2015-04-26,2015.0,4.0,26.0,94.49799999999999
2015-04-19,2015.0,4.0,19.0,94.426
2015-04-12,2015.0,4.0,12.0,95.05
2015-04-05,2015.0,4.0,5.0,95.49000000000001
2015-03-29,2015.0,3.0,29.0,94.78
2015-03-22,2015.0,3.0,22.0,95.36
2015-03-15,2015.0,3.0,15.0,95.708
2015-03-08,2015.0,3.0,8.0,96.408
2015-03-01,2015.0,3.0,1.0,96.22200000000001
2015-02-22,2015.0,2.0,22.0,95.884
2015-02-15,2015.0,2.0,15.0,96.52199999999999
2015-02-08,2015.0,2.0,8.0,95.648
2015-02-01,2015.0,2.0,1.0,96.32
2015-01-25,2015.0,1.0,25.0,96.48400000000001
2015-01-18,2015.0,1.0,18.0,95.50800000000001
2015-01-11,2015.0,1.0,11.0,95.938
2015-01-04,2015.0,1.0,4.0,96.816
2014-12-28,2014.0,12.0,28.0,96.626
2014-12-21,2014.0,12.0,21.0,96.49199999999999
2014-12-14,2014.0,12.0,14.0,96.066
2014-12-07,2014.0,12.0,7.0,95.696
2014-11-30,2014.0,11.0,30.0,95.49000000000001
2014-11-23,2014.0,11.0,23.0,95.006
2014-11-16,2014.0,11.0,16.0,94.792
2014-11-09,2014.0,11.0,9.0,94.47200000000001
2014-11-02,2014.0,11.0,2.0,94.17
2014-10-26,2014.0,10.0,26.0,93.884
2014-10-19,2014.0,10.0,19.0,93.80199999999999
2014-10-12,2014.0,10.0,12.0,93.74799999999999
2014-10-05,2014.0,10.0,5.0,93.81
2014-09-28,2014.0,9.0,28.0,94.048
2014-09-21,2014.0,9.0,21.0,93.68
2014-09-14,2014.0,9.0,14.0,93.388
2014-09-07,2014.0,9.0,7.0,93.00399999999999
2014-08-31,2014.0,8.0,31.0,92.85
2014-08-24,2014.0,8.0,24.0,92.75399999999999
2014-08-17,2014.0,8.0,17.0,92.94
2014-08-10,2014.0,8.0,10.0,92.91
2014-08-03,2014.0,8.0,3.0,93.006
2014-07-27,2014.0,7.0,27.0,93.048
2014-07-20,2014.0,7.0,20.0,92.956
2014-07-13,2014.0,7.0,13.0,92.96000000000001
2014-07-06,2014.0,7.0,6.0,92.91
2014-06-29,2014.0,6.0,29.0,92.77000000000001
2014-06-22,2014.0,6.0,22.0,92.82
2014-06-15,2014.0,6.0,15.0,92.99000000000001
2014-06-08,2014.0,6.0,8.0,92.97999999999999
2014-06-01,2014.0,6.0,1.0,93.05
2014-05-25,2014.0,5.0,25.0,93.00999999999999
2014-05-18,2014.0,5.0,18.0,93.24000000000001
2014-05-11,2014.0,5.0,11.0,93.34
2014-05-04,2014.0,5.0,4.0,93.24000000000001
2014-04-27,2014.0,4.0,27.0,93.32
2014-04-20,2014.0,4.0,20.0,93.58
2014-04-13,2014.0,4.0,13.0,93.36
2014-04-06,2014.0,4.0,6.0,93.1
2014-03-30,2014.0,3.0,30.0,93.44200000000001
2014-03-23,2014.0,3.0,23.0,94.00999999999999
2014-03-16,2014.0,3.0,16.0,94.146
2014-03-09,2014.0,3.0,9.0,93.68
2014-03-02,2014.0,3.0,2.0,93.512
2014-02-23,2014.0,2.0,23.0,93.632
2014-02-16,2014.0,2.0,16.0,93.75399999999999
2014-02-09,2014.0,2.0,9.0,93.50999999999999
2014-02-02,2014.0,2.0,2.0,93.61
2014-01-26,2014.0,1.0,26.0,93.67
2014-01-19,2014.0,1.0,19.0,93.48400000000001
2014-01-12,2014.0,1.0,12.0,93.24000000000001
2014-01-05,2014.0,1.0,5.0,92.97999999999999
2013-12-29,2013.0,12.0,29.0,92.93
2013-12-22,2013.0,12.0,22.0,92.97200000000001
2013-12-15,2013.0,12.0,15.0,92.774
2013-12-08,2013.0,12.0,8.0,92.24799999999999
2013-12-01,2013.0,12.0,1.0,92.22999999999999
2013-11-24,2013.0,11.0,24.0,92.206
2013-11-17,2013.0,11.0,17.0,92.19
2013-11-10,2013.0,11.0,10.0,92.136
2013-11-03,2013.0,11.0,3.0,91.97999999999999
2013-10-27,2013.0,10.0,27.0,91.81
2013-10-20,2013.0,10.0,20.0,91.786
2013-10-13,2013.0,10.0,13.0,91.75999999999999
2013-10-06,2013.0,10.0,6.0,91.674
2013-09-29,2013.0,9.0,29.0,91.72
2013-09-22,2013.0,9.0,22.0,92.08
2013-09-15,2013.0,9.0,15.0,92.094
2013-09-08,2013.0,9.0,8.0,92.43
2013-09-01,2013.0,9.0,1.0,92.45400000000001
2013-08-25,2013.0,8.0,25.0,92.83
2013-08-18,2013.0,8.0,18.0,92.80799999999999
2013-08-11,2013.0,8.0,11.0,92.82
2013-08-04,2013.0,8.0,4.0,92.84
2013-07-28,2013.0,7.0,28.0,93.0
2013-07-21,2013.0,7.0,21.0,92.81
2013-07-14,2013.0,7.0,14.0,92.838
2013-07-07,2013.0,7.0,7.0,92.8
2013-06-30,2013.0,6.0,30.0,93.298
2013-06-23,2013.0,6.0,23.0,92.914
2013-06-16,2013.0,6.0,16.0,93.2
2013-06-09,2013.0,6.0,9.0,92.7
2013-06-02,2013.0,6.0,2.0,92.5
2013-05-26,2013.0,5.0,26.0,92.89
2013-05-19,2013.0,5.0,19.0,92.83
2013-05-12,2013.0,5.0,12.0,92.99799999999999
2013-05-05,2013.0,5.0,5.0,92.5
2013-04-28,2013.0,4.0,28.0,92.05
2013-04-21,2013.0,4.0,21.0,92.112
2013-04-14,2013.0,4.0,14.0,92.564
2013-04-07,2013.0,4.0,7.0,92.876
2013-03-31,2013.0,3.0,31.0,92.89
2013-03-24,2013.0,3.0,24.0,92.65
2013-03-17,2013.0,3.0,17.0,92.72999999999999
2013-03-10,2013.0,3.0,10.0,92.432
2013-03-03,2013.0,3.0,3.0,92.368
2013-02-24,2013.0,2.0,24.0,92.31
2013-02-17,2013.0,2.0,17.0,92.24199999999999
2013-02-10,2013.0,2.0,10.0,92.22999999999999
2013-02-03,2013.0,2.0,3.0,92.452
2013-01-27,2013.0,1.0,27.0,92.24000000000001
2013-01-20,2013.0,1.0,20.0,91.622
2013-01-13,2013.0,1.0,13.0,90.938
2013-01-06,2013.0,1.0,6.0,90.894
2012-12-30,2012.0,12.0,30.0,91.03399999999999
2012-12-23,2012.0,12.0,23.0,91.08
2012-12-16,2012.0,12.0,16.0,91.13
2012-12-09,2012.0,12.0,9.0,91.12
2012-12-02,2012.0,12.0,2.0,91.13
2012-11-25,2012.0,11.0,25.0,91.13
2012-11-18,2012.0,11.0,18.0,91.27000000000001
2012-11-11,2012.0,11.0,11.0,91.33
2012-11-04,2012.0,11.0,4.0,91.044
2012-10-28,2012.0,10.0,28.0,91.426
2012-10-21,2012.0,10.0,21.0,91.47999999999999
2012-10-14,2012.0,10.0,14.0,91.46600000000001
2012-10-07,2012.0,10.0,7.0,91.45
2012-09-30,2012.0,9.0,30.0,91.494
2012-09-23,2012.0,9.0,23.0,91.636
2012-09-16,2012.0,9.0,16.0,91.59
2012-09-09,2012.0,9.0,9.0,91.71600000000001
2012-09-02,2012.0,9.0,2.0,92.39
2012-08-26,2012.0,8.0,26.0,92.774
2012-08-19,2012.0,8.0,19.0,92.908
2012-08-12,2012.0,8.0,12.0,93.0
2012-08-05,2012.0,8.0,5.0,92.914
2012-07-29,2012.0,7.0,29.0,92.94
2012-07-22,2012.0,7.0,22.0,93.066
2012-07-15,2012.0,7.0,15.0,92.93
2012-07-08,2012.0,7.0,8.0,92.87
2012-07-01,2012.0,7.0,1.0,92.86
2012-06-24,2012.0,6.0,24.0,92.588
2012-06-17,2012.0,6.0,17.0,92.9
2012-06-10,2012.0,6.0,10.0,92.78399999999999
2012-06-03,2012.0,6.0,3.0,92.932
2012-05-27,2012.0,5.0,27.0,92.94
2012-05-20,2012.0,5.0,20.0,92.25
2012-05-13,2012.0,5.0,13.0,92.104
2012-05-06,2012.0,5.0,6.0,91.77000000000001
2012-04-29,2012.0,4.0,29.0,91.47
2012-04-22,2012.0,4.0,22.0,91.414
2012-04-15,2012.0,4.0,15.0,91.99000000000001
2012-04-08,2012.0,4.0,8.0,92.036
2012-04-01,2012.0,4.0,1.0,92.078
2012-03-25,2012.0,3.0,25.0,92.03999999999999
2012-03-18,2012.0,3.0,18.0,92.13
2012-03-11,2012.0,3.0,11.0,92.02600000000001
2012-03-04,2012.0,3.0,4.0,91.85
2012-02-26,2012.0,2.0,26.0,91.874
2012-02-19,2012.0,2.0,19.0,92.09
2012-02-12,2012.0,2.0,12.0,92.1
2012-02-05,2012.0,2.0,5.0,92.15
2012-01-29,2012.0,1.0,29.0,91.94
2012-01-22,2012.0,1.0,22.0,92.38
2012-01-15,2012.0,1.0,15.0,92.96000000000001
2012-01-08,2012.0,1.0,8.0,92.96000000000001
2012-01-01,2012.0,1.0,1.0,93.46000000000001
2011-12-25,2011.0,12.0,25.0,93.57
2011-12-18,2011.0,12.0,18.0,93.57
2011-12-11,2011.0,12.0,11.0,93.71000000000001
2011-12-04,2011.0,12.0,4.0,93.42
2011-11-27,2011.0,11.0,27.0,93.3
2011-11-20,2011.0,11.0,20.0,93.88
2011-11-13,2011.0,11.0,13.0,93.5
2011-11-06,2011.0,11.0,6.0,93.36
2011-10-30,2011.0,10.0,30.0,93.05
2011-10-23,2011.0,10.0,23.0,92.72999999999999
2011-10-16,2011.0,10.0,16.0,93.57
2011-10-09,2011.0,10.0,9.0,93.57
2011-10-02,2011.0,10.0,2.0,93.97
2011-09-25,2011.0,9.0,25.0,93.93
2011-09-18,2011.0,9.0,18.0,93.8
2011-09-11,2011.0,9.0,11.0,92.12
2011-09-04,2011.0,9.0,4.0,91.42
2011-08-28,2011.0,8.0,28.0,90.96000000000001
2011-08-21,2011.0,8.0,21.0,91.08
2011-08-14,2011.0,8.0,14.0,91.00999999999999
2011-08-07,2011.0,8.0,7.0,90.976
2011-07-31,2011.0,7.0,31.0,91.036
2011-07-24,2011.0,7.0,24.0,90.75999999999999
2011-07-17,2011.0,7.0,17.0,90.64
2011-07-10,2011.0,7.0,10.0,90.78
2011-07-03,2011.0,7.0,3.0,90.53
2011-06-26,2011.0,6.0,26.0,90.5
2011-06-19,2011.0,6.0,19.0,90.78
2011-06-12,2011.0,6.0,12.0,90.98400000000001
2011-06-05,2011.0,6.0,5.0,90.56
2011-05-29,2011.0,5.0,29.0,90.33
2011-05-22,2011.0,5.0,22.0,90.756
2011-05-15,2011.0,5.0,15.0,90.63
2011-05-08,2011.0,5.0,8.0,90.28
2011-05-01,2011.0,5.0,1.0,90.22
2011-04-24,2011.0,4.0,24.0,90.37
2011-04-17,2011.0,4.0,17.0,90.80799999999999
2011-04-10,2011.0,4.0,10.0,90.97999999999999
2011-04-03,2011.0,4.0,3.0,90.85
2011-03-27,2011.0,3.0,27.0,91.5
2011-03-20,2011.0,3.0,20.0,91.87
2011-03-13,2011.0,3.0,13.0,92.19
2011-03-06,2011.0,3.0,6.0,92.14
2011-02-27,2011.0,2.0,27.0,91.78
2011-02-20,2011.0,2.0,20.0,92.494
2011-02-13,2011.0,2.0,13.0,91.8
2011-02-06,2011.0,2.0,6.0,91.63
2011-01-30,2011.0,1.0,30.0,91.06
2011-01-23,2011.0,1.0,23.0,91.156
2011-01-16,2011.0,1.0,16.0,91.19
2011-01-09,2011.0,1.0,9.0,91.41
2011-01-02,2011.0,1.0,2.0,91.72
2010-12-26,2010.0,12.0,26.0,91.34
2010-12-19,2010.0,12.0,19.0,92.22
2010-12-12,2010.0,12.0,12.0,92.83
2010-12-05,2010.0,12.0,5.0,93.39
2010-11-28,2010.0,11.0,28.0,93.53999999999999
2010-11-21,2010.0,11.0,21.0,93.92
2010-11-14,2010.0,11.0,14.0,93.64
2010-11-07,2010.0,11.0,7.0,93.45
2010-10-31,2010.0,10.0,31.0,93.38
2010-10-24,2010.0,10.0,24.0,94.21000000000001
2010-10-17,2010.0,10.0,17.0,94.686
2010-10-10,2010.0,10.0,10.0,94.33
2010-10-03,2010.0,10.0,3.0,94.71000000000001
2010-09-26,2010.0,9.0,26.0,95.6
2010-09-19,2010.0,9.0,19.0,95.76599999999999
2010-09-12,2010.0,9.0,12.0,96.35
2010-09-05,2010.0,9.0,5.0,96.6
2010-08-29,2010.0,8.0,29.0,96.83
2010-08-22,2010.0,8.0,22.0,97.064
2010-08-15,2010.0,8.0,15.0,96.906
2010-08-08,2010.0,8.0,8.0,96.876
2010-08-01,2010.0,8.0,1.0,96.41
2010-07-25,2010.0,7.0,25.0,96.97399999999999
2010-07-18,2010.0,7.0,18.0,97.29
2010-07-11,2010.0,7.0,11.0,97.254
2010-07-04,2010.0,7.0,4.0,97.11
