Date.12,year,month,day,"Fe 62%, CFR "
2010-04-30,2010.0,4.0,30.0,383.38
2010-04-23,2010.0,4.0,23.0,390.16
2010-04-16,2010.0,4.0,16.0,373.12
2010-04-09,2010.0,4.0,9.0,351.46
2010-04-02,2010.0,4.0,2.0,337.96
2010-03-26,2010.0,3.0,26.0,324.08
2010-03-19,2010.0,3.0,19.0,307.56
2010-03-12,2010.0,3.0,12.0,293.58
2010-03-05,2010.0,3.0,5.0,295.36
2010-02-26,2010.0,2.0,26.0,292.9
2010-02-19,2010.0,2.0,19.0,283.98
2010-02-12,2010.0,2.0,12.0,281.24
2010-02-05,2010.0,2.0,5.0,276.96
2010-01-29,2010.0,1.0,29.0,273.0
2010-01-22,2010.0,1.0,22.0,282.86
2010-01-15,2010.0,1.0,15.0,286.0
2010-01-08,2010.0,1.0,8.0,277.04
2010-01-01,2010.0,1.0,1.0,253.92
2009-12-25,2009.0,12.0,25.0,246.56
2009-12-18,2009.0,12.0,18.0,240.98
2009-12-11,2009.0,12.0,11.0,231.64
2009-12-04,2009.0,12.0,4.0,230.16
2009-11-27,2009.0,11.0,27.0,237.66
2009-11-20,2009.0,11.0,20.0,235.58
2009-11-13,2009.0,11.0,13.0,227.72
2009-11-06,2009.0,11.0,6.0,217.76
2009-10-30,2009.0,10.0,30.0,210.54
2009-10-23,2009.0,10.0,23.0,206.58
2009-10-16,2009.0,10.0,16.0,203.38
2009-10-09,2009.0,10.0,9.0,203.48
2009-10-02,2009.0,10.0,2.0,203.6
2009-09-25,2009.0,9.0,25.0,199.8
2009-09-18,2009.0,9.0,18.0,192.16
2009-09-11,2009.0,9.0,11.0,185.3
2009-09-04,2009.0,9.0,4.0,189.28
2009-08-28,2009.0,8.0,28.0,204.28
2009-08-21,2009.0,8.0,21.0,222.5
2009-08-14,2009.0,8.0,14.0,237.4
2009-08-07,2009.0,8.0,7.0,231.0
2009-07-31,2009.0,7.0,31.0,216.22
2009-07-24,2009.0,7.0,24.0,207.1
2009-07-17,2009.0,7.0,17.0,196.66
2009-07-10,2009.0,7.0,10.0,192.7
2009-07-03,2009.0,7.0,3.0,186.8
2009-06-26,2009.0,6.0,26.0,185.1
2009-06-19,2009.0,6.0,19.0,182.88
2009-06-12,2009.0,6.0,12.0,177.48
2009-06-05,2009.0,6.0,5.0,169.62
2009-05-29,2009.0,5.0,29.0,161.9
2009-05-22,2009.0,5.0,22.0,161.3
2009-05-15,2009.0,5.0,15.0,160.34
2009-05-08,2009.0,5.0,8.0,155.76
2009-05-01,2009.0,5.0,1.0,153.62
2009-04-24,2009.0,4.0,24.0,150.46
2009-04-17,2009.0,4.0,17.0,151.46
2009-04-10,2009.0,4.0,10.0,152.92
2009-04-03,2009.0,4.0,3.0,153.96
2009-03-27,2009.0,3.0,27.0,152.4
2009-03-20,2009.0,3.0,20.0,157.94
2009-03-13,2009.0,3.0,13.0,157.74
2009-03-06,2009.0,3.0,6.0,162.62
2009-02-27,2009.0,2.0,27.0,171.08
2009-02-20,2009.0,2.0,20.0,182.96
2009-02-13,2009.0,2.0,13.0,196.72
2009-02-06,2009.0,2.0,6.0,190.66
2009-01-30,2009.0,1.0,30.0,181.5
2009-01-23,2009.0,1.0,23.0,179.68
2009-01-16,2009.0,1.0,16.0,181.18
2009-01-09,2009.0,1.0,9.0,180.28
2009-01-02,2009.0,1.0,2.0,178.08
2008-12-26,2008.0,12.0,26.0,185.86
2008-12-19,2008.0,12.0,19.0,181.3
2008-12-12,2008.0,12.0,12.0,171.76
2008-12-05,2008.0,12.0,5.0,164.64
2008-11-28,2008.0,11.0,28.0,157.54
2008-11-21,2008.0,11.0,21.0,151.34
2008-11-14,2008.0,11.0,14.0,154.48
2008-11-07,2008.0,11.0,7.0,156.1
2008-10-31,2008.0,10.0,31.0,150.34
2008-10-24,2008.0,10.0,24.0,166.8
2008-10-17,2008.0,10.0,17.0,183.42
2008-10-10,2008.0,10.0,10.0,207.24
2008-10-03,2008.0,10.0,3.0,236.68
2008-09-26,2008.0,9.0,26.0,243.98
2008-09-19,2008.0,9.0,19.0,266.8
2008-09-12,2008.0,9.0,12.0,283.24
2008-09-05,2008.0,9.0,5.0,311.5
2008-08-29,2008.0,8.0,29.0,327.06
2008-08-22,2008.0,8.0,22.0,339.76
2008-08-15,2008.0,8.0,15.0,357.78
2008-08-08,2008.0,8.0,8.0,370.72
2008-08-01,2008.0,8.0,1.0,379.2
2008-07-25,2008.0,7.0,25.0,394.22
2008-07-18,2008.0,7.0,18.0,386.22
2008-07-11,2008.0,7.0,11.0,383.46
2008-07-04,2008.0,7.0,4.0,385.64
2008-06-27,2008.0,6.0,27.0,370.72
2008-06-20,2008.0,6.0,20.0,369.8
2008-06-13,2008.0,6.0,13.0,368.98
2008-06-06,2008.0,6.0,6.0,375.3
2008-05-30,2008.0,5.0,30.0,380.72
2008-05-23,2008.0,5.0,23.0,394.04
