Date.15,year,month,day,USD/CUR2 (Price),Price
2007-02-18,2007.0,2.0,18.0,128.9,
2007-02-11,2007.0,2.0,11.0,128.86,
2007-02-04,2007.0,2.0,4.0,129.58,
2007-01-28,2007.0,1.0,28.0,130.41,
2007-01-21,2007.0,1.0,21.0,131.14,
2007-01-14,2007.0,1.0,14.0,130.63,
2007-01-07,2007.0,1.0,7.0,130.95,
2006-12-31,2006.0,12.0,31.0,130.72,
2006-12-24,2006.0,12.0,24.0,131.1,
2006-12-17,2006.0,12.0,17.0,131.6,
2006-12-10,2006.0,12.0,10.0,131.68,
2006-12-03,2006.0,12.0,3.0,132.26,
2006-11-26,2006.0,11.0,26.0,132.32,
2006-11-19,2006.0,11.0,19.0,132.42,
2006-11-12,2006.0,11.0,12.0,132.97,
2006-11-05,2006.0,11.0,5.0,132.79,
2006-10-29,2006.0,10.0,29.0,132.42,
2006-10-22,2006.0,10.0,22.0,132.65,
2006-10-15,2006.0,10.0,15.0,133.15,
2006-10-08,2006.0,10.0,8.0,133.03,
2006-10-01,2006.0,10.0,1.0,133.0,
2006-09-24,2006.0,9.0,24.0,133.26,
2006-09-17,2006.0,9.0,17.0,133.62,
2006-09-10,2006.0,9.0,10.0,133.4,
2006-09-03,2006.0,9.0,3.0,133.94,
2006-08-27,2006.0,8.0,27.0,134.4,
2006-08-20,2006.0,8.0,20.0,135.71,
2006-08-13,2006.0,8.0,13.0,135.26,
2006-08-06,2006.0,8.0,6.0,135.42,
2006-07-30,2006.0,7.0,30.0,135.99,
2006-07-23,2006.0,7.0,23.0,136.02,
2006-07-16,2006.0,7.0,16.0,137.3,
2006-07-09,2006.0,7.0,9.0,137.77,
2006-07-02,2006.0,7.0,2.0,137.75,
2006-06-25,2006.0,6.0,25.0,139.06,
2006-06-18,2006.0,6.0,18.0,139.54,
2006-06-11,2006.0,6.0,11.0,139.246,
2006-06-04,2006.0,6.0,4.0,139.24,
2006-05-28,2006.0,5.0,28.0,138.6,
2006-05-21,2006.0,5.0,21.0,138.52,
2006-05-14,2006.0,5.0,14.0,138.22,
2006-05-07,2006.0,5.0,7.0,136.4,
2006-04-30,2006.0,4.0,30.0,136.05,
2006-04-23,2006.0,4.0,23.0,136.43,
2006-04-16,2006.0,4.0,16.0,136.25,
2006-04-09,2006.0,4.0,9.0,135.56,
2006-04-02,2006.0,4.0,2.0,135.04,
2006-03-26,2006.0,3.0,26.0,135.2,
2006-03-19,2006.0,3.0,19.0,135.4,
2006-03-12,2006.0,3.0,12.0,135.03,
2006-03-05,2006.0,3.0,5.0,135.5,
2006-02-26,2006.0,2.0,26.0,135.34,
2006-02-19,2006.0,2.0,19.0,137.13,
2006-02-12,2006.0,2.0,12.0,136.54,
2006-02-05,2006.0,2.0,5.0,135.97,
2006-01-29,2006.0,1.0,29.0,136.65,
2006-01-22,2006.0,1.0,22.0,137.88,
2006-01-15,2006.0,1.0,15.0,138.65,
2006-01-08,2006.0,1.0,8.0,137.45,
2006-01-01,2006.0,1.0,1.0,137.86,
2005-12-25,2005.0,12.0,25.0,139.06,
2005-12-18,2005.0,12.0,18.0,139.86,
2005-12-11,2005.0,12.0,11.0,139.8,
2005-12-04,2005.0,12.0,4.0,139.74,
2005-11-27,2005.0,11.0,27.0,141.1,
2005-11-20,2005.0,11.0,20.0,141.35,
2005-11-13,2005.0,11.0,13.0,142.05,
2005-11-06,2005.0,11.0,6.0,141.78,
2005-10-30,2005.0,10.0,30.0,142.45,
2005-10-23,2005.0,10.0,23.0,142.97,
2005-10-16,2005.0,10.0,16.0,143.9,
2005-10-09,2005.0,10.0,9.0,144.68,
2005-10-02,2005.0,10.0,2.0,144.6,
2005-09-25,2005.0,9.0,25.0,145.06,
2005-09-18,2005.0,9.0,18.0,145.5,
2005-09-11,2005.0,9.0,11.0,145.42,
2005-09-04,2005.0,9.0,4.0,145.15,
2005-08-28,2005.0,8.0,28.0,145.19,
2005-08-21,2005.0,8.0,21.0,144.95,
2005-08-14,2005.0,8.0,14.0,144.98,
2005-08-07,2005.0,8.0,7.0,144.4,
2005-07-31,2005.0,7.0,31.0,144.86,
2005-07-24,2005.0,7.0,24.0,145.31,
2005-07-17,2005.0,7.0,17.0,144.77,
2005-07-10,2005.0,7.0,10.0,144.86,
2005-07-03,2005.0,7.0,3.0,145.17,
2005-06-26,2005.0,6.0,26.0,145.0,
2005-06-19,2005.0,6.0,19.0,144.2,
2005-06-12,2005.0,6.0,12.0,143.8,
2005-06-05,2005.0,6.0,5.0,143.0,
2005-05-29,2005.0,5.0,29.0,142.1,
2005-05-22,2005.0,5.0,22.0,141.75,
2005-05-15,2005.0,5.0,15.0,142.16,
2005-05-08,2005.0,5.0,8.0,141.41,
2005-05-01,2005.0,5.0,1.0,141.2,
2005-04-24,2005.0,4.0,24.0,141.14,
2005-04-17,2005.0,4.0,17.0,141.4,
2005-04-10,2005.0,4.0,10.0,142.16,
2005-04-03,2005.0,4.0,3.0,142.18,
2005-03-27,2005.0,3.0,27.0,142.58,
2005-03-20,2005.0,3.0,20.0,141.42,
2005-03-13,2005.0,3.0,13.0,141.5,
2005-03-06,2005.0,3.0,6.0,141.15,
2005-02-27,2005.0,2.0,27.0,142.7,
