Date.17,year,month,day,Price.1
2018-11-04,2018.0,11.0,4.0,9449.6
2018-10-28,2018.0,10.0,28.0,9387.16
2018-10-21,2018.0,10.0,21.0,8974.08
2018-10-14,2018.0,10.0,14.0,9384.64
2018-10-07,2018.0,10.0,7.0,9405.78
2018-09-30,2018.0,9.0,30.0,9903.1
2018-09-23,2018.0,9.0,23.0,10332.1
2018-09-16,2018.0,9.0,16.0,10321.34
2018-09-09,2018.0,9.0,9.0,10267.08
2018-09-02,2018.0,9.0,2.0,10150.92
2018-08-26,2018.0,8.0,26.0,10673.06
2018-08-19,2018.0,8.0,19.0,10417.02
2018-08-12,2018.0,8.0,12.0,10343.72
2018-08-05,2018.0,8.0,5.0,10646.82
2018-07-29,2018.0,7.0,29.0,10679.58
2018-07-22,2018.0,7.0,22.0,10863.76
2018-07-15,2018.0,7.0,15.0,10591.2
2018-07-08,2018.0,7.0,8.0,10704.9
2018-07-01,2018.0,7.0,1.0,10342.28
2018-06-24,2018.0,6.0,24.0,10641.18
2018-06-17,2018.0,6.0,17.0,10598.64
2018-06-10,2018.0,6.0,10.0,10937.36
2018-06-03,2018.0,6.0,3.0,11039.16
2018-05-27,2018.0,5.0,27.0,10825.28
2018-05-20,2018.0,5.0,20.0,10749.2
2018-05-13,2018.0,5.0,13.0,10623.3
2018-05-06,2018.0,5.0,6.0,10523.86
2018-04-29,2018.0,4.0,29.0,10234.02
2018-04-22,2018.0,4.0,22.0,10156.64
2018-04-15,2018.0,4.0,15.0,10522.66
2018-04-08,2018.0,4.0,8.0,10540.66
2018-04-01,2018.0,4.0,1.0,10407.26
2018-03-25,2018.0,3.0,25.0,10431.1
2018-03-18,2018.0,3.0,18.0,10353.24
2018-03-11,2018.0,3.0,11.0,10544.9
2018-03-04,2018.0,3.0,4.0,10343.26
2018-02-25,2018.0,2.0,25.0,10311.26
2018-02-18,2018.0,2.0,18.0,10268.94
2018-02-11,2018.0,2.0,11.0,9862.62
2018-02-04,2018.0,2.0,4.0,9862.44
2018-01-28,2018.0,1.0,28.0,10625.58
2018-01-21,2018.0,1.0,21.0,10741.0
2018-01-14,2018.0,1.0,14.0,10748.34
2018-01-07,2018.0,1.0,7.0,10633.48
2017-12-31,2017.0,12.0,31.0,10684.98
2017-12-24,2017.0,12.0,24.0,10345.24
2017-12-17,2017.0,12.0,17.0,10268.02
2017-12-10,2017.0,12.0,10.0,10168.1
2017-12-03,2017.0,12.0,3.0,10043.24
2017-11-26,2017.0,11.0,26.0,10252.74
2017-11-19,2017.0,11.0,19.0,10454.28
2017-11-12,2017.0,11.0,12.0,10253.72
2017-11-05,2017.0,11.0,5.0,10213.58
2017-10-29,2017.0,10.0,29.0,10202.36
2017-10-22,2017.0,10.0,22.0,10003.92
2017-10-15,2017.0,10.0,15.0,10017.44
2017-10-08,2017.0,10.0,8.0,10031.66
2017-10-01,2017.0,10.0,1.0,9929.0
2017-09-24,2017.0,9.0,24.0,9717.32
2017-09-17,2017.0,9.0,17.0,9901.8
2017-09-10,2017.0,9.0,10.0,10044.68
2017-09-03,2017.0,9.0,3.0,9999.92
2017-08-27,2017.0,8.0,27.0,9925.5
2017-08-20,2017.0,8.0,20.0,9823.68
2017-08-13,2017.0,8.0,13.0,9603.14
2017-08-06,2017.0,8.0,6.0,9496.42
2017-07-30,2017.0,7.0,30.0,9629.3
2017-07-23,2017.0,7.0,23.0,9469.06
2017-07-16,2017.0,7.0,16.0,9476.88
2017-07-09,2017.0,7.0,9.0,9460.98
2017-07-02,2017.0,7.0,2.0,9318.62
2017-06-25,2017.0,6.0,25.0,9392.52
2017-06-18,2017.0,6.0,18.0,9297.96
2017-06-11,2017.0,6.0,11.0,9160.5
2017-06-04,2017.0,6.0,4.0,9213.28
2017-05-28,2017.0,5.0,28.0,9222.08
2017-05-21,2017.0,5.0,21.0,9143.7
2017-05-14,2017.0,5.0,14.0,8995.06
2017-05-07,2017.0,5.0,7.0,9000.88
2017-04-30,2017.0,4.0,30.0,8969.12
2017-04-23,2017.0,4.0,23.0,8992.34
2017-04-16,2017.0,4.0,16.0,8779.7
2017-04-09,2017.0,4.0,9.0,8828.14
2017-04-02,2017.0,4.0,2.0,9089.82
2017-03-26,2017.0,3.0,26.0,9084.56
2017-03-19,2017.0,3.0,19.0,9145.82
2017-03-12,2017.0,3.0,12.0,9206.24
2017-03-05,2017.0,3.0,5.0,8961.7
2017-02-26,2017.0,2.0,26.0,8960.76
2017-02-19,2017.0,2.0,19.0,8998.48
2017-02-12,2017.0,2.0,12.0,8947.24
2017-02-05,2017.0,2.0,5.0,8820.28
2017-01-29,2017.0,1.0,29.0,8688.54
2017-01-22,2017.0,1.0,22.0,8593.48
2017-01-15,2017.0,1.0,15.0,8485.96
2017-01-08,2017.0,1.0,8.0,8473.38
2017-01-01,2017.0,1.0,1.0,8398.08
2016-12-25,2016.0,12.0,25.0,8253.88
2016-12-18,2016.0,12.0,18.0,8122.1
2016-12-11,2016.0,12.0,11.0,8346.84
2016-12-04,2016.0,12.0,4.0,8387.2
2016-11-27,2016.0,11.0,27.0,8267.3
2016-11-20,2016.0,11.0,20.0,8264.12
2016-11-13,2016.0,11.0,13.0,8110.88
2016-11-06,2016.0,11.0,6.0,8011.3
2016-10-30,2016.0,10.0,30.0,8111.58
2016-10-23,2016.0,10.0,23.0,8357.86
2016-10-16,2016.0,10.0,16.0,8359.74
2016-10-09,2016.0,10.0,9.0,8241.6
2016-10-02,2016.0,10.0,2.0,8414.22
2016-09-25,2016.0,9.0,25.0,8370.12
2016-09-18,2016.0,9.0,18.0,8443.6
2016-09-11,2016.0,9.0,11.0,8212.52
2016-09-04,2016.0,9.0,4.0,8476.1
2016-08-28,2016.0,8.0,28.0,8225.64
2016-08-21,2016.0,8.0,21.0,8311.66
2016-08-14,2016.0,8.0,14.0,8221.880000000001
2016-08-07,2016.0,8.0,7.0,8279.46
2016-07-31,2016.0,7.0,31.0,8373.56
2016-07-24,2016.0,7.0,24.0,8275.0
2016-07-17,2016.0,7.0,17.0,8324.88
2016-07-10,2016.0,7.0,10.0,8192.66
2016-07-03,2016.0,7.0,3.0,7933.18
2016-06-26,2016.0,6.0,26.0,7969.84
2016-06-19,2016.0,6.0,19.0,7744.4
2016-06-12,2016.0,6.0,12.0,7788.82
2016-06-05,2016.0,6.0,5.0,7912.9
2016-05-29,2016.0,5.0,29.0,7803.38
2016-05-22,2016.0,5.0,22.0,7707.36
2016-05-15,2016.0,5.0,15.0,7406.68
2016-05-08,2016.0,5.0,8.0,7344.26
2016-05-01,2016.0,5.0,1.0,7476.06
2016-04-24,2016.0,4.0,24.0,7735.34
2016-04-17,2016.0,4.0,17.0,7797.0
2016-04-10,2016.0,4.0,10.0,8003.16
2016-04-03,2016.0,4.0,3.0,7910.98
2016-03-27,2016.0,3.0,27.0,7992.44
2016-03-20,2016.0,3.0,20.0,8078.46
2016-03-13,2016.0,3.0,13.0,8184.4
2016-03-06,2016.0,3.0,6.0,8215.66
2016-02-28,2016.0,2.0,28.0,8199.42
2016-02-21,2016.0,2.0,21.0,7955.2
2016-02-14,2016.0,2.0,14.0,7828.8
2016-02-07,2016.0,2.0,7.0,7572.42
2016-01-31,2016.0,1.0,31.0,7572.42
2016-01-24,2016.0,1.0,24.0,7560.98
2016-01-17,2016.0,1.0,17.0,7237.84
2016-01-10,2016.0,1.0,10.0,7213.38
2016-01-03,2016.0,1.0,3.0,7500.24
2015-12-27,2015.0,12.0,27.0,7882.48
2015-12-20,2015.0,12.0,20.0,7933.32
2015-12-13,2015.0,12.0,13.0,7814.58
2015-12-06,2015.0,12.0,6.0,7555.72
2015-11-29,2015.0,11.0,29.0,7915.44
2015-11-22,2015.0,11.0,22.0,7868.18
2015-11-15,2015.0,11.0,15.0,7898.84
2015-11-08,2015.0,11.0,8.0,7805.06
2015-11-01,2015.0,11.0,1.0,8278.5
2015-10-25,2015.0,10.0,25.0,8183.1
2015-10-18,2015.0,10.0,18.0,8242.56
2015-10-11,2015.0,10.0,11.0,8191.0
2015-10-04,2015.0,10.0,4.0,7940.84
2015-09-27,2015.0,9.0,27.0,7878.08
2015-09-20,2015.0,9.0,20.0,7706.74
2015-09-13,2015.0,9.0,13.0,8035.48
2015-09-06,2015.0,9.0,6.0,7848.1
2015-08-30,2015.0,8.0,30.0,7484.58
2015-08-23,2015.0,8.0,23.0,7441.74
2015-08-16,2015.0,8.0,16.0,7235.3
2015-08-09,2015.0,8.0,9.0,7800.04
2015-08-02,2015.0,8.0,2.0,7887.3
2015-07-26,2015.0,7.0,26.0,8047.5
2015-07-19,2015.0,7.0,19.0,8269.9
2015-07-12,2015.0,7.0,12.0,8586.88
2015-07-05,2015.0,7.0,5.0,8523.76
2015-06-28,2015.0,6.0,28.0,8964.36
2015-06-21,2015.0,6.0,21.0,9012.14
2015-06-14,2015.0,6.0,14.0,8845.52
2015-06-07,2015.0,6.0,7.0,8839.68
2015-05-31,2015.0,5.0,31.0,9084.38
2015-05-24,2015.0,5.0,24.0,9547.1
2015-05-17,2015.0,5.0,17.0,9460.46
2015-05-10,2015.0,5.0,10.0,9469.58
2015-05-03,2015.0,5.0,3.0,9707.14
2015-04-26,2015.0,4.0,26.0,9889.3
2015-04-19,2015.0,4.0,19.0,9905.08
2015-04-12,2015.0,4.0,12.0,9832.76
2015-04-05,2015.0,4.0,5.0,9833.86
2015-03-29,2015.0,3.0,29.0,9839.2
2015-03-22,2015.0,3.0,22.0,9795.6
2015-03-15,2015.0,3.0,15.0,9930.84
2015-03-08,2015.0,3.0,8.0,9854.54
2015-03-01,2015.0,3.0,1.0,9908.76
2015-02-22,2015.0,2.0,22.0,9902.9
2015-02-15,2015.0,2.0,15.0,9813.52
2015-02-08,2015.0,2.0,8.0,9813.52
2015-02-01,2015.0,2.0,1.0,9800.0
2015-01-25,2015.0,1.0,25.0,9777.1
2015-01-18,2015.0,1.0,18.0,9894.32
2015-01-11,2015.0,1.0,11.0,9664.9
2015-01-04,2015.0,1.0,4.0,9768.12
2014-12-28,2014.0,12.0,28.0,9757.48
2014-12-21,2014.0,12.0,21.0,9589.8
2014-12-14,2014.0,12.0,14.0,9374.2
2014-12-07,2014.0,12.0,7.0,9382.1
2014-11-30,2014.0,11.0,30.0,9530.82
2014-11-23,2014.0,11.0,23.0,9324.62
2014-11-16,2014.0,11.0,16.0,9228.22
2014-11-09,2014.0,11.0,9.0,9210.3
2014-11-02,2014.0,11.0,2.0,9219.3
2014-10-26,2014.0,10.0,26.0,9226.56
2014-10-19,2014.0,10.0,19.0,8894.96
2014-10-12,2014.0,10.0,12.0,8791.18
2014-10-05,2014.0,10.0,5.0,9389.48
2014-09-28,2014.0,9.0,28.0,9606.82
2014-09-21,2014.0,9.0,21.0,9534.14
2014-09-14,2014.0,9.0,14.0,9855.28
2014-09-07,2014.0,9.0,7.0,9882.54
2014-08-31,2014.0,8.0,31.0,10078.34
2014-08-24,2014.0,8.0,24.0,10171.6
2014-08-17,2014.0,8.0,17.0,10066.36
2014-08-10,2014.0,8.0,10.0,9931.98
2014-08-03,2014.0,8.0,3.0,9825.86
2014-07-27,2014.0,7.0,27.0,10124.22
2014-07-20,2014.0,7.0,20.0,10240.34
2014-07-13,2014.0,7.0,13.0,10216.46
2014-07-06,2014.0,7.0,6.0,10148.14
2014-06-29,2014.0,6.0,29.0,10196.16
2014-06-22,2014.0,6.0,22.0,10006.46
2014-06-15,2014.0,6.0,15.0,10035.34
2014-06-08,2014.0,6.0,8.0,10025.54
2014-06-01,2014.0,6.0,1.0,9953.48
2014-05-25,2014.0,5.0,25.0,9965.94
2014-05-18,2014.0,5.0,18.0,9807.64
2014-05-11,2014.0,5.0,11.0,9713.0
2014-05-04,2014.0,5.0,4.0,9723.74
2014-04-27,2014.0,4.0,27.0,9705.62
2014-04-20,2014.0,4.0,20.0,9583.92
2014-04-13,2014.0,4.0,13.0,9835.74
2014-04-06,2014.0,4.0,6.0,9771.52
2014-03-30,2014.0,3.0,30.0,9776.34
2014-03-23,2014.0,3.0,23.0,9608.4
2014-03-16,2014.0,3.0,16.0,9457.38
2014-03-09,2014.0,3.0,9.0,9581.52
2014-03-02,2014.0,3.0,2.0,9654.46
2014-02-23,2014.0,2.0,23.0,9708.94
2014-02-16,2014.0,2.0,16.0,9612.36
2014-02-09,2014.0,2.0,9.0,9482.54
2014-02-02,2014.0,2.0,2.0,9419.98
2014-01-26,2014.0,1.0,26.0,9416.92
2014-01-19,2014.0,1.0,19.0,9571.34
2014-01-12,2014.0,1.0,12.0,9576.22
2014-01-05,2014.0,1.0,5.0,9613.26
2013-12-29,2013.0,12.0,29.0,9595.28
2013-12-22,2013.0,12.0,22.0,9438.16
2013-12-15,2013.0,12.0,15.0,9313.52
2013-12-08,2013.0,12.0,8.0,9236.06
2013-12-01,2013.0,12.0,1.0,9243.52
2013-11-24,2013.0,11.0,24.0,9273.2
2013-11-17,2013.0,11.0,17.0,8926.58
2013-11-10,2013.0,11.0,10.0,9024.52
2013-11-03,2013.0,11.0,3.0,9087.46
2013-10-27,2013.0,10.0,27.0,9282.94
2013-10-20,2013.0,10.0,20.0,9302.12
2013-10-13,2013.0,10.0,13.0,9455.6
2013-10-06,2013.0,10.0,6.0,9347.5
2013-09-29,2013.0,9.0,29.0,9441.2
2013-09-22,2013.0,9.0,22.0,9208.1
2013-09-15,2013.0,9.0,15.0,9184.66
2013-09-08,2013.0,9.0,8.0,9128.98
2013-09-01,2013.0,9.0,1.0,9120.4
2013-08-25,2013.0,8.0,25.0,8868.28
2013-08-18,2013.0,8.0,18.0,8738.26
2013-08-11,2013.0,8.0,11.0,8831.08
2013-08-04,2013.0,8.0,4.0,8829.22
2013-07-28,2013.0,7.0,28.0,9005.98
2013-07-21,2013.0,7.0,21.0,9143.64
2013-07-14,2013.0,7.0,14.0,9112.34
2013-07-07,2013.0,7.0,7.0,9144.06
2013-06-30,2013.0,6.0,30.0,8946.42
2013-06-23,2013.0,6.0,23.0,8880.82
2013-06-16,2013.0,6.0,16.0,8794.18
2013-06-09,2013.0,6.0,9.0,8890.94
2013-06-02,2013.0,6.0,2.0,9078.26
2013-05-26,2013.0,5.0,26.0,9396.66
2013-05-19,2013.0,5.0,19.0,9210.64
2013-05-12,2013.0,5.0,12.0,9221.1
2013-05-05,2013.0,5.0,5.0,9085.7
2013-04-28,2013.0,4.0,28.0,8954.04
2013-04-21,2013.0,4.0,21.0,8850.84
2013-04-14,2013.0,4.0,14.0,8777.68
2013-04-07,2013.0,4.0,7.0,8682.96
2013-03-31,2013.0,3.0,31.0,8808.74
2013-03-24,2013.0,3.0,24.0,8787.24
2013-03-17,2013.0,3.0,17.0,8679.12
2013-03-10,2013.0,3.0,10.0,8749.06
2013-03-03,2013.0,3.0,3.0,8877.54
2013-02-24,2013.0,2.0,24.0,8774.86
2013-02-17,2013.0,2.0,17.0,8705.92
2013-02-03,2013.0,2.0,3.0,8580.54
2013-01-27,2013.0,1.0,27.0,8577.92
2013-01-20,2013.0,1.0,20.0,8382.82
2013-01-13,2013.0,1.0,13.0,8424.48
2013-01-06,2013.0,1.0,6.0,8593.54
2012-12-30,2012.0,12.0,30.0,8558.52
2012-12-23,2012.0,12.0,23.0,8442.32
2012-12-16,2012.0,12.0,16.0,8228.18
2012-12-09,2012.0,12.0,9.0,8383.62
2012-12-02,2012.0,12.0,2.0,8307.24
2012-11-25,2012.0,11.0,25.0,8171.78
2012-11-18,2012.0,11.0,18.0,7877.94
2012-11-11,2012.0,11.0,11.0,7750.76
2012-11-04,2012.0,11.0,4.0,7940.84
2012-10-28,2012.0,10.0,28.0,7815.72
2012-10-21,2012.0,10.0,21.0,7802.84
2012-10-14,2012.0,10.0,14.0,8211.24
2012-10-07,2012.0,10.0,7.0,8258.24
2012-09-30,2012.0,9.0,30.0,8557.3
2012-09-23,2012.0,9.0,23.0,8614.98
2012-09-16,2012.0,9.0,16.0,8712.46
2012-09-09,2012.0,9.0,9.0,8601.34
2012-09-02,2012.0,9.0,2.0,8334.44
2012-08-26,2012.0,8.0,26.0,8291.96
2012-08-19,2012.0,8.0,19.0,8437.02
2012-08-12,2012.0,8.0,12.0,8431.64
2012-08-05,2012.0,8.0,5.0,8346.8
2012-07-29,2012.0,7.0,29.0,8078.06
2012-07-22,2012.0,7.0,22.0,8002.26
2012-07-15,2012.0,7.0,15.0,8096.22
2012-07-08,2012.0,7.0,8.0,8131.34
2012-07-01,2012.0,7.0,1.0,8417.9
2012-06-24,2012.0,6.0,24.0,8300.3
2012-06-17,2012.0,6.0,17.0,8248.52
2012-06-10,2012.0,6.0,10.0,8125.78
2012-06-03,2012.0,6.0,3.0,7985.54
2012-05-27,2012.0,5.0,27.0,8040.52
2012-05-20,2012.0,5.0,20.0,7881.56
2012-05-13,2012.0,5.0,13.0,7999.36
2012-05-06,2012.0,5.0,6.0,8355.68
2012-04-29,2012.0,4.0,29.0,8708.72
2012-04-22,2012.0,4.0,22.0,8349.08
2012-04-15,2012.0,4.0,15.0,8456.64
2012-04-08,2012.0,4.0,8.0,8854.82
2012-04-01,2012.0,4.0,1.0,8697.66
2012-03-25,2012.0,3.0,25.0,9024.46
2012-03-18,2012.0,3.0,18.0,9354.62
2012-03-11,2012.0,3.0,11.0,9441.48
2012-03-04,2012.0,3.0,4.0,9529.08
2012-02-26,2012.0,2.0,26.0,9674.54
2012-02-19,2012.0,2.0,19.0,9414.58
2012-02-12,2012.0,2.0,12.0,9267.4
2012-02-05,2012.0,2.0,5.0,9306.16
2012-01-29,2012.0,1.0,29.0,9019.22
2012-01-15,2012.0,1.0,15.0,8238.8
2012-01-08,2012.0,1.0,8.0,8065.98
2012-01-01,2012.0,1.0,1.0,8037.76
2011-12-25,2011.0,12.0,25.0,7910.78
2011-12-18,2011.0,12.0,18.0,7915.1
2011-12-11,2011.0,12.0,11.0,7532.86
2011-12-04,2011.0,12.0,4.0,7707.58
2011-11-27,2011.0,11.0,27.0,8086.58
2011-11-20,2011.0,11.0,20.0,7715.36
2011-11-13,2011.0,11.0,13.0,8275.86
2011-11-06,2011.0,11.0,6.0,8494.6
2011-10-30,2011.0,10.0,30.0,8857.16
2011-10-23,2011.0,10.0,23.0,8859.08
2011-10-16,2011.0,10.0,16.0,8498.88
2011-10-09,2011.0,10.0,9.0,8698.46
2011-10-02,2011.0,10.0,2.0,8409.26
2011-09-25,2011.0,9.0,25.0,8482.88
2011-09-18,2011.0,9.0,18.0,8399.72
2011-09-11,2011.0,9.0,11.0,9148.28
2011-09-04,2011.0,9.0,4.0,9185.1
2011-08-28,2011.0,8.0,28.0,9338.48
2011-08-21,2011.0,8.0,21.0,8884.02
2011-08-14,2011.0,8.0,14.0,8878.94
2011-08-07,2011.0,8.0,7.0,9294.86
2011-07-31,2011.0,7.0,31.0,9470.56
2011-07-24,2011.0,7.0,24.0,10385.56
2011-07-17,2011.0,7.0,17.0,10582.26
2011-07-10,2011.0,7.0,10.0,10344.94
2011-07-03,2011.0,7.0,3.0,10581.52
2011-06-26,2011.0,6.0,26.0,10474.1
2011-06-19,2011.0,6.0,19.0,10234.84
2011-06-12,2011.0,6.0,12.0,10273.1
2011-06-05,2011.0,6.0,5.0,10600.86
2011-05-29,2011.0,5.0,29.0,10773.14
2011-05-22,2011.0,5.0,22.0,10509.52
2011-05-15,2011.0,5.0,15.0,10477.02
2011-05-08,2011.0,5.0,8.0,10713.22
2011-05-01,2011.0,5.0,1.0,10720.96
2011-04-24,2011.0,4.0,24.0,10639.14
2011-04-17,2011.0,4.0,17.0,10765.1
2011-04-10,2011.0,4.0,10.0,10534.3
2011-04-03,2011.0,4.0,3.0,10692.58
2011-03-27,2011.0,3.0,27.0,10437.4
2011-03-20,2011.0,3.0,20.0,10333.66
2011-03-13,2011.0,3.0,13.0,10082.16
2011-03-06,2011.0,3.0,6.0,10382.32
2011-02-27,2011.0,2.0,27.0,10634.76
2011-02-20,2011.0,2.0,20.0,10400.46
2011-02-13,2011.0,2.0,13.0,10803.56
2011-02-06,2011.0,2.0,6.0,10541.32
2011-01-23,2011.0,1.0,23.0,11194.38
2011-01-16,2011.0,1.0,16.0,11047.54
2011-01-09,2011.0,1.0,9.0,11045.38
2011-01-02,2011.0,1.0,2.0,10787.1
2010-12-26,2010.0,12.0,26.0,10814.86
2010-12-19,2010.0,12.0,19.0,10799.54
2010-12-12,2010.0,12.0,12.0,10693.08
2010-12-05,2010.0,12.0,5.0,10603.3
2010-11-28,2010.0,11.0,28.0,10427.86
2010-11-21,2010.0,11.0,21.0,9978.72
2010-11-14,2010.0,11.0,14.0,9952.24
2010-11-07,2010.0,11.0,7.0,10091.18
2010-10-31,2010.0,10.0,31.0,10183.3
2010-10-24,2010.0,10.0,24.0,10142.4
2010-10-17,2010.0,10.0,17.0,10097.94
2010-10-10,2010.0,10.0,10.0,10154.32
2010-10-03,2010.0,10.0,3.0,10117.86
2010-09-26,2010.0,9.0,26.0,10051.14
2010-09-19,2010.0,9.0,19.0,9943.26
2010-09-12,2010.0,9.0,12.0,9891.28
2010-09-05,2010.0,9.0,5.0,9535.12
2010-08-29,2010.0,8.0,29.0,9485.32
2010-08-22,2010.0,8.0,22.0,9281.56
2010-08-15,2010.0,8.0,15.0,9634.18
2010-08-08,2010.0,8.0,8.0,9606.92
2010-08-01,2010.0,8.0,1.0,9595.4
2010-07-25,2010.0,7.0,25.0,9221.04
2010-07-18,2010.0,7.0,18.0,9228.08
2010-07-11,2010.0,7.0,11.0,9109.98
2010-07-04,2010.0,7.0,4.0,9043.68
