Date.19,year,month,day,USD/CUR4(Price),Price.3
2010-10-10,2010.0,10.0,10.0,92.65,1417.64
2010-10-03,2010.0,10.0,3.0,92.88,1365.12
2010-09-26,2010.0,9.0,26.0,93.35,1385.46
2010-09-19,2010.0,9.0,19.0,94.28,1342.74
2010-09-12,2010.0,9.0,12.0,94.50999999999999,1298.48
2010-09-05,2010.0,9.0,5.0,94.66,1304.24
2010-08-29,2010.0,8.0,29.0,95.34,1307.84
2010-08-22,2010.0,8.0,22.0,95.65,1255.86
2010-08-15,2010.0,8.0,15.0,96.07,1253.56
2010-08-08,2010.0,8.0,8.0,96.8,1204.46
2010-08-01,2010.0,8.0,1.0,97.05,1225.54
2010-07-25,2010.0,7.0,25.0,97.48,1200.66
2010-07-18,2010.0,7.0,18.0,97.46,1174.32
2010-07-11,2010.0,7.0,11.0,97.5,1156.04
2010-07-04,2010.0,7.0,4.0,97.71,1153.66
2010-06-27,2010.0,6.0,27.0,97.82,1134.42
2010-06-20,2010.0,6.0,20.0,97.77,1128.26
2010-06-13,2010.0,6.0,13.0,97.8,1130.24
2010-06-06,2010.0,6.0,6.0,97.92,1100.52
2010-05-30,2010.0,5.0,30.0,98.24,1109.54
2010-05-23,2010.0,5.0,23.0,98.12,1061.1
2010-05-16,2010.0,5.0,16.0,97.8,1105.32
2010-05-09,2010.0,5.0,9.0,97.76,1111.16
2010-05-02,2010.0,5.0,2.0,97.55,1116.12
2010-04-25,2010.0,4.0,25.0,97.69,1110.86
2010-04-18,2010.0,4.0,18.0,97.43,1098.66
2010-04-11,2010.0,4.0,11.0,97.49,1069.86
2010-04-04,2010.0,4.0,4.0,97.47,1152.4
2010-03-28,2010.0,3.0,28.0,97.7,1169.72
2010-03-21,2010.0,3.0,21.0,97.8,1133.58
2010-03-14,2010.0,3.0,14.0,97.62,1129.3
2010-03-07,2010.0,3.0,7.0,98.18,1068.68
2010-02-28,2010.0,2.0,28.0,98.3,1051.12
2010-02-21,2010.0,2.0,21.0,99.11,1048.36
2010-02-14,2010.0,2.0,14.0,99.37,1014.9
2010-02-07,2010.0,2.0,7.0,99.39,1012.46
2010-01-31,2010.0,1.0,31.0,99.37,1003.86
2010-01-24,2010.0,1.0,24.0,99.35,1014.54
2010-01-17,2010.0,1.0,17.0,99.09,1037.84
2010-01-10,2010.0,1.0,10.0,98.74,1088.7
2010-01-03,2010.0,1.0,3.0,99.27,1080.4
2009-12-27,2009.0,12.0,27.0,99.72,1074.38
2009-12-20,2009.0,12.0,20.0,99.67,1067.02
2009-12-13,2009.0,12.0,13.0,99.46,1039.58
2009-12-06,2009.0,12.0,6.0,99.27,1021.88
2009-11-29,2009.0,11.0,29.0,99.35,1018.1
2009-11-22,2009.0,11.0,22.0,99.49,985.38
2009-11-15,2009.0,11.0,15.0,99.41,1007.0
2009-11-08,2009.0,11.0,8.0,99.51,1016.5
2009-11-01,2009.0,11.0,1.0,99.75,1019.2
2009-10-25,2009.0,10.0,25.0,99.91,1000.34
2009-10-18,2009.0,10.0,18.0,99.93,1039.8
2009-10-11,2009.0,10.0,11.0,99.85,1057.18
2009-10-04,2009.0,10.0,4.0,99.65,1101.6
2009-09-27,2009.0,9.0,27.0,99.97,1068.66
2009-09-20,2009.0,9.0,20.0,100.13,1062.52
2009-09-13,2009.0,9.0,13.0,100.41,1054.7
2009-09-06,2009.0,9.0,6.0,100.9,1049.4
2009-08-30,2009.0,8.0,30.0,101.13,987.06
2009-08-23,2009.0,8.0,23.0,101.03,974.38
2009-08-16,2009.0,8.0,16.0,101.05,958.66
2009-08-09,2009.0,8.0,9.0,101.07,979.62
2009-08-02,2009.0,8.0,2.0,101.0,967.1
2009-07-26,2009.0,7.0,26.0,101.05,932.82
2009-07-19,2009.0,7.0,19.0,100.95,917.24
2009-07-12,2009.0,7.0,12.0,101.11,889.64
2009-07-05,2009.0,7.0,5.0,101.13,840.38
2009-06-28,2009.0,6.0,28.0,101.18,870.04
2009-06-21,2009.0,6.0,21.0,101.12,891.86
2009-06-14,2009.0,6.0,14.0,101.22,879.94
2009-06-07,2009.0,6.0,7.0,101.22,942.22
2009-05-31,2009.0,5.0,31.0,101.44,901.22
2009-05-24,2009.0,5.0,24.0,101.62,
2009-05-17,2009.0,5.0,17.0,101.68,
2009-05-10,2009.0,5.0,10.0,102.16,
2009-05-03,2009.0,5.0,3.0,102.65,
2009-04-26,2009.0,4.0,26.0,103.58,
2009-04-19,2009.0,4.0,19.0,103.77,
2009-04-12,2009.0,4.0,12.0,103.93,
2009-04-05,2009.0,4.0,5.0,103.87,
2009-03-29,2009.0,3.0,29.0,103.55,
2009-03-22,2009.0,3.0,22.0,103.8,
2009-03-15,2009.0,3.0,15.0,103.7,
2009-03-08,2009.0,3.0,8.0,104.9,
2009-03-01,2009.0,3.0,1.0,105.03,
2009-02-22,2009.0,2.0,22.0,105.35,
2009-02-15,2009.0,2.0,15.0,104.41,
2009-02-08,2009.0,2.0,8.0,103.31,
2009-02-01,2009.0,2.0,1.0,103.03,
2009-01-25,2009.0,1.0,25.0,102.93,
2009-01-18,2009.0,1.0,18.0,102.81,
2009-01-11,2009.0,1.0,11.0,102.75,
2009-01-04,2009.0,1.0,4.0,102.68,
2008-12-28,2008.0,12.0,28.0,102.59,
2008-12-21,2008.0,12.0,21.0,102.94,
2008-12-14,2008.0,12.0,14.0,102.0,
2008-12-07,2008.0,12.0,7.0,103.05,
2008-11-30,2008.0,11.0,30.0,104.31,
2008-11-23,2008.0,11.0,23.0,103.94,
2008-11-16,2008.0,11.0,16.0,103.53,
2008-11-09,2008.0,11.0,9.0,102.96,
2008-11-02,2008.0,11.0,2.0,102.89,
2008-10-26,2008.0,10.0,26.0,103.1,
2008-10-19,2008.0,10.0,19.0,102.31,
2008-10-12,2008.0,10.0,12.0,101.42,
2008-10-05,2008.0,10.0,5.0,101.7,
2008-09-28,2008.0,9.0,28.0,101.35,
2008-09-21,2008.0,9.0,21.0,100.82,
2008-09-14,2008.0,9.0,14.0,101.19,
2008-09-07,2008.0,9.0,7.0,102.39,
2008-08-31,2008.0,8.0,31.0,102.16,
2008-08-24,2008.0,8.0,24.0,101.45,
2008-08-17,2008.0,8.0,17.0,100.93,
2008-08-10,2008.0,8.0,10.0,100.68,
2008-08-03,2008.0,8.0,3.0,100.37,
2008-07-27,2008.0,7.0,27.0,100.04,
2008-07-20,2008.0,7.0,20.0,99.89,
2008-07-13,2008.0,7.0,13.0,99.67,
2008-07-06,2008.0,7.0,6.0,100.32,
2008-06-29,2008.0,6.0,29.0,100.02,
2008-06-22,2008.0,6.0,22.0,100.04,
2008-06-15,2008.0,6.0,15.0,99.7,
2008-06-08,2008.0,6.0,8.0,99.37,
2008-06-01,2008.0,6.0,1.0,99.23,
2008-05-25,2008.0,5.0,25.0,97.978,
2008-05-18,2008.0,5.0,18.0,97.13,
2008-05-11,2008.0,5.0,11.0,97.57,
2008-05-04,2008.0,5.0,4.0,97.01,
2008-04-27,2008.0,4.0,27.0,96.44,
2008-04-20,2008.0,4.0,20.0,96.41,
2008-04-13,2008.0,4.0,13.0,95.85,
2008-04-06,2008.0,4.0,6.0,96.1,
2008-03-30,2008.0,3.0,30.0,96.33,
2008-03-23,2008.0,3.0,23.0,95.89,
2008-03-16,2008.0,3.0,16.0,95.57,
2008-03-09,2008.0,3.0,9.0,95.75,
2008-03-02,2008.0,3.0,2.0,96.06,
2008-02-24,2008.0,2.0,24.0,95.15,
2008-02-17,2008.0,2.0,17.0,95.45,
2008-02-10,2008.0,2.0,10.0,96.5,
2008-02-03,2008.0,2.0,3.0,95.5,
2008-01-27,2008.0,1.0,27.0,95.35,
2008-01-20,2008.0,1.0,20.0,95.3,
2008-01-13,2008.0,1.0,13.0,95.0,
2008-01-06,2008.0,1.0,6.0,92.05,
2007-12-30,2007.0,12.0,30.0,92.8,
2007-12-23,2007.0,12.0,23.0,93.1,
2007-12-16,2007.0,12.0,16.0,93.8,
2007-12-09,2007.0,12.0,9.0,93.25,
2007-12-02,2007.0,12.0,2.0,93.65,
2007-11-25,2007.0,11.0,25.0,94.4,
2007-11-18,2007.0,11.0,18.0,95.3,
2007-11-11,2007.0,11.0,11.0,96.2,
2007-11-04,2007.0,11.0,4.0,96.3,
2007-10-28,2007.0,10.0,28.0,96.5,
2007-10-21,2007.0,10.0,21.0,96.52000000000001,
2007-10-14,2007.0,10.0,14.0,96.02000000000001,
2007-10-07,2007.0,10.0,7.0,96.00999999999999,
2007-09-30,2007.0,9.0,30.0,96.0,
2007-09-23,2007.0,9.0,23.0,96.8,
2007-09-16,2007.0,9.0,16.0,96.6,
2007-09-09,2007.0,9.0,9.0,97.0,
2007-09-02,2007.0,9.0,2.0,98.02,
2007-08-26,2007.0,8.0,26.0,98.07,
2007-08-19,2007.0,8.0,19.0,100.0,
2007-08-12,2007.0,8.0,12.0,99.4,
2007-08-05,2007.0,8.0,5.0,95.6,
2007-07-29,2007.0,7.0,29.0,92.4,
2007-07-22,2007.0,7.0,22.0,92.9,
2007-07-15,2007.0,7.0,15.0,93.1,
2007-07-08,2007.0,7.0,8.0,94.08,
2007-07-01,2007.0,7.0,1.0,95.88,
2007-06-24,2007.0,6.0,24.0,96.4,
2007-06-17,2007.0,6.0,17.0,97.54,
2007-06-10,2007.0,6.0,10.0,97.85,
2007-06-03,2007.0,6.0,3.0,98.3,
2007-05-27,2007.0,5.0,27.0,99.0,
2007-05-20,2007.0,5.0,20.0,98.2,
2007-05-13,2007.0,5.0,13.0,98.4,
2007-05-06,2007.0,5.0,6.0,98.75,
2007-04-29,2007.0,4.0,29.0,98.28,
2007-04-22,2007.0,4.0,22.0,98.6,
2007-04-15,2007.0,4.0,15.0,98.0,
2007-04-08,2007.0,4.0,8.0,98.18,
2007-04-01,2007.0,4.0,1.0,98.0,
2007-03-25,2007.0,3.0,25.0,97.65,
2007-03-18,2007.0,3.0,18.0,97.3,
2007-03-11,2007.0,3.0,11.0,98.85,
2007-03-04,2007.0,3.0,4.0,98.85,
2007-02-25,2007.0,2.0,25.0,100.25,
2007-02-18,2007.0,2.0,18.0,100.1,
2007-02-11,2007.0,2.0,11.0,99.75,
2007-02-04,2007.0,2.0,4.0,100.25,
2007-01-28,2007.0,1.0,28.0,102.75,
2007-01-21,2007.0,1.0,21.0,100.0,
2007-01-14,2007.0,1.0,14.0,103.4,
2007-01-07,2007.0,1.0,7.0,104.8,
2006-12-31,2006.0,12.0,31.0,104.6,
2006-12-24,2006.0,12.0,24.0,103.9,
2006-12-17,2006.0,12.0,17.0,105.52,
2006-12-10,2006.0,12.0,10.0,103.41,
2006-12-03,2006.0,12.0,3.0,104.13,
2006-11-26,2006.0,11.0,26.0,104.62,
2006-11-19,2006.0,11.0,19.0,106.05,
2006-11-12,2006.0,11.0,12.0,106.21,
2006-11-05,2006.0,11.0,5.0,106.16,
2006-10-29,2006.0,10.0,29.0,106.478,
2006-10-22,2006.0,10.0,22.0,106.43,
2006-10-15,2006.0,10.0,15.0,107.5,
2006-10-08,2006.0,10.0,8.0,107.88,
2006-10-01,2006.0,10.0,1.0,108.228,
2006-09-24,2006.0,9.0,24.0,108.13,
2006-09-17,2006.0,9.0,17.0,107.69,
2006-09-10,2006.0,9.0,10.0,107.44,
2006-09-03,2006.0,9.0,3.0,107.9,
2006-08-27,2006.0,8.0,27.0,107.98,
2006-08-20,2006.0,8.0,20.0,108.39,
2006-08-13,2006.0,8.0,13.0,108.14,
2006-08-06,2006.0,8.0,6.0,107.81,
2006-07-30,2006.0,7.0,30.0,108.58,
2006-07-23,2006.0,7.0,23.0,108.76,
2006-07-16,2006.0,7.0,16.0,108.85,
2006-07-09,2006.0,7.0,9.0,109.12,
2006-07-02,2006.0,7.0,2.0,108.76,
2006-06-25,2006.0,6.0,25.0,109.24,
2006-06-18,2006.0,6.0,18.0,109.9,
2006-06-11,2006.0,6.0,11.0,109.95,
2006-06-04,2006.0,6.0,4.0,109.81,
2006-05-28,2006.0,5.0,28.0,109.3,
2006-05-21,2006.0,5.0,21.0,109.71,
2006-05-14,2006.0,5.0,14.0,109.29,
2006-05-07,2006.0,5.0,7.0,108.79,
2006-04-30,2006.0,4.0,30.0,108.62,
2006-04-23,2006.0,4.0,23.0,108.06,
2006-04-16,2006.0,4.0,16.0,108.656,
2006-04-09,2006.0,4.0,9.0,109.2,
2006-04-02,2006.0,4.0,2.0,109.43,
2006-03-26,2006.0,3.0,26.0,110.75,
2006-03-19,2006.0,3.0,19.0,111.01,
2006-03-12,2006.0,3.0,12.0,110.6,
2006-03-05,2006.0,3.0,5.0,111.26,
2006-02-26,2006.0,2.0,26.0,110.74,
2006-02-19,2006.0,2.0,19.0,111.74,
2006-02-12,2006.0,2.0,12.0,111.47,
2006-02-05,2006.0,2.0,5.0,111.51,
2006-01-29,2006.0,1.0,29.0,111.72,
2006-01-22,2006.0,1.0,22.0,111.04,
2006-01-15,2006.0,1.0,15.0,111.426,
2006-01-08,2006.0,1.0,8.0,112.2,
2006-01-01,2006.0,1.0,1.0,112.53,
2005-12-25,2005.0,12.0,25.0,115.05,
2005-12-18,2005.0,12.0,18.0,114.84,
2005-12-11,2005.0,12.0,11.0,114.866,
2005-12-04,2005.0,12.0,4.0,115.51,
2005-11-27,2005.0,11.0,27.0,115.75,
2005-11-20,2005.0,11.0,20.0,115.48,
2005-11-13,2005.0,11.0,13.0,115.36,
2005-11-06,2005.0,11.0,6.0,115.14,
2005-10-30,2005.0,10.0,30.0,115.05,
2005-10-23,2005.0,10.0,23.0,114.6,
2005-10-16,2005.0,10.0,16.0,114.88,
2005-10-09,2005.0,10.0,9.0,114.67,
2005-10-02,2005.0,10.0,2.0,114.686,
2005-09-25,2005.0,9.0,25.0,115.09,
2005-09-18,2005.0,9.0,18.0,115.25,
2005-09-11,2005.0,9.0,11.0,115.08,
2005-09-04,2005.0,9.0,4.0,114.87,
2005-08-28,2005.0,8.0,28.0,115.05,
2005-08-21,2005.0,8.0,21.0,115.07,
2005-08-14,2005.0,8.0,14.0,115.478,
2005-08-07,2005.0,8.0,7.0,114.71,
2005-07-31,2005.0,7.0,31.0,115.29,
2005-07-24,2005.0,7.0,24.0,116.31,
2005-07-17,2005.0,7.0,17.0,115.75,
2005-07-10,2005.0,7.0,10.0,116.57,
2005-07-03,2005.0,7.0,3.0,117.04,
2005-06-26,2005.0,6.0,26.0,115.806,
2005-06-19,2005.0,6.0,19.0,115.2,
2005-06-12,2005.0,6.0,12.0,115.1,
2005-06-05,2005.0,6.0,5.0,114.39,
2005-05-29,2005.0,5.0,29.0,114.46,
2005-05-22,2005.0,5.0,22.0,113.64,
2005-05-15,2005.0,5.0,15.0,113.02,
2005-05-08,2005.0,5.0,8.0,112.26,
2005-05-01,2005.0,5.0,1.0,111.9,
2005-04-24,2005.0,4.0,24.0,111.89,
2005-04-17,2005.0,4.0,17.0,111.89,
2005-04-10,2005.0,4.0,10.0,112.4,
2005-04-03,2005.0,4.0,3.0,112.19,
2005-03-27,2005.0,3.0,27.0,111.46,
2005-03-20,2005.0,3.0,20.0,110.99,
2005-03-13,2005.0,3.0,13.0,110.04,
2005-03-06,2005.0,3.0,6.0,109.52,
2005-02-27,2005.0,2.0,27.0,109.78,
2005-02-20,2005.0,2.0,20.0,109.72,
2005-02-13,2005.0,2.0,13.0,110.11,
2005-02-06,2005.0,2.0,6.0,110.09,
2005-01-30,2005.0,1.0,30.0,109.66,
2005-01-23,2005.0,1.0,23.0,109.9,
2005-01-16,2005.0,1.0,16.0,110.11,
2005-01-09,2005.0,1.0,9.0,110.15,
2005-01-02,2005.0,1.0,2.0,111.32,
