Date.18,year,month,day,Price.2
2010-06-06,2010.0,6.0,6.0,12318.6
2010-05-30,2010.0,5.0,30.0,12404.84
2010-05-23,2010.0,5.0,23.0,12419.52
2010-05-16,2010.0,5.0,16.0,12460.76
2010-05-09,2010.0,5.0,9.0,13323.3
2010-05-02,2010.0,5.0,2.0,13020.46
2010-04-25,2010.0,4.0,25.0,13733.52
2010-04-18,2010.0,4.0,18.0,13558.84
2010-04-11,2010.0,4.0,11.0,13769.66
2010-04-04,2010.0,4.0,4.0,13689.52
2010-03-28,2010.0,3.0,28.0,13496.34
2010-03-21,2010.0,3.0,21.0,13144.68
2010-03-14,2010.0,3.0,14.0,13303.58
2010-03-07,2010.0,3.0,7.0,13105.28
2010-02-28,2010.0,2.0,28.0,12991.88
2010-02-21,2010.0,2.0,21.0,12568.2
2010-02-07,2010.0,2.0,7.0,12591.72
2010-01-31,2010.0,1.0,31.0,12296.58
2010-01-24,2010.0,1.0,24.0,12856.56
2010-01-17,2010.0,1.0,17.0,13234.84
2010-01-10,2010.0,1.0,10.0,13998.32
2010-01-03,2010.0,1.0,3.0,13896.68
2009-12-27,2009.0,12.0,27.0,13639.22
2009-12-20,2009.0,12.0,20.0,13408.26
2009-12-13,2009.0,12.0,13.0,13053.68
2009-12-06,2009.0,12.0,6.0,13092.06
2009-11-29,2009.0,11.0,29.0,12888.4
2009-11-22,2009.0,11.0,22.0,12632.62
2009-11-15,2009.0,11.0,15.0,12878.38
2009-11-08,2009.0,11.0,8.0,12845.18
2009-11-01,2009.0,11.0,1.0,12609.94
2009-10-25,2009.0,10.0,25.0,12388.48
2009-10-18,2009.0,10.0,18.0,12901.6
2009-10-11,2009.0,10.0,11.0,12843.96
2009-10-04,2009.0,10.0,4.0,12714.58
2009-09-27,2009.0,9.0,27.0,12380.98
2009-09-20,2009.0,9.0,20.0,12270.44
2009-09-13,2009.0,9.0,13.0,12649.5
2009-09-06,2009.0,9.0,6.0,12313.12
2009-08-30,2009.0,8.0,30.0,11981.04
2009-08-23,2009.0,8.0,23.0,11457.28
2009-08-16,2009.0,8.0,16.0,11129.62
2009-08-09,2009.0,8.0,9.0,11803.24
2009-08-02,2009.0,8.0,2.0,11448.8
2009-07-26,2009.0,7.0,26.0,11627.72
2009-07-19,2009.0,7.0,19.0,11448.5
2009-07-12,2009.0,7.0,12.0,11376.84
2009-07-05,2009.0,7.0,5.0,11207.2
2009-06-28,2009.0,6.0,28.0,11078.6
2009-06-21,2009.0,6.0,21.0,10874.42
2009-06-14,2009.0,6.0,14.0,10595.92
2009-06-07,2009.0,6.0,7.0,10835.74
2009-05-31,2009.0,5.0,31.0,11242.12
