Date.21,year,month,day,Price.4,Year.1,Month,Third,Daily production
2010-02-14,2010.0,2.0,14.0,1711.64,,,,
2010-02-07,2010.0,2.0,7.0,1715.06,,,,
2010-01-31,2010.0,1.0,31.0,1719.78,,,,
2010-01-24,2010.0,1.0,24.0,1739.02,,,,
2010-01-17,2010.0,1.0,17.0,1799.12,,,,
2010-01-10,2010.0,1.0,10.0,1837.52,,,,
2010-01-03,2010.0,1.0,3.0,1800.48,,,,
2009-12-27,2009.0,12.0,27.0,1751.24,,,,
2009-12-20,2009.0,12.0,20.0,1750.92,,,,
2009-12-13,2009.0,12.0,13.0,1715.52,,,,
2009-12-06,2009.0,12.0,6.0,1707.46,,,,
2009-11-29,2009.0,11.0,29.0,1698.24,,,,
2009-11-22,2009.0,11.0,22.0,1570.08,,,,
2009-11-15,2009.0,11.0,15.0,1618.98,,,,
2009-11-08,2009.0,11.0,8.0,1670.82,,,,
2009-11-01,2009.0,11.0,1.0,1689.0,,,,
2009-10-25,2009.0,10.0,25.0,1715.26,,,,
2009-10-18,2009.0,10.0,18.0,1747.64,,,,
2009-10-11,2009.0,10.0,11.0,1746.12,,,,
2009-10-04,2009.0,10.0,4.0,1723.36,,,,
2009-09-27,2009.0,9.0,27.0,1682.6,,,,
2009-09-20,2009.0,9.0,20.0,1770.74,,,,
2009-09-13,2009.0,9.0,13.0,1774.84,,,,
2009-09-06,2009.0,9.0,6.0,1796.14,,,,
2009-08-30,2009.0,8.0,30.0,1767.06,,,,
2009-08-23,2009.0,8.0,23.0,1820.06,,,,
2009-08-16,2009.0,8.0,16.0,1768.52,,,,
2009-08-09,2009.0,8.0,9.0,1811.32,,,,
2009-08-02,2009.0,8.0,2.0,1780.38,,,,
2009-07-26,2009.0,7.0,26.0,1785.46,,,,
2009-07-19,2009.0,7.0,19.0,1736.86,,,,
2009-07-12,2009.0,7.0,12.0,1650.32,,,,
2009-07-05,2009.0,7.0,5.0,1644.68,,,,
2009-06-28,2009.0,6.0,28.0,1724.6,,,,
2009-06-21,2009.0,6.0,21.0,1713.36,,,,
2009-06-14,2009.0,6.0,14.0,1690.86,,,,
2009-06-07,2009.0,6.0,7.0,1735.84,,,,
2009-05-31,2009.0,5.0,31.0,1680.94,,,,
