Date.4,year,month,day,"futures, 3"
2018-11-05,2018.0,11.0,5.0,8185.0
2018-11-02,2018.0,11.0,2.0,8187.0
2018-11-01,2018.0,11.0,1.0,8337.0
2018-10-31,2018.0,10.0,31.0,8389.0
2018-10-30,2018.0,10.0,30.0,8445.0
2018-10-29,2018.0,10.0,29.0,8517.0
2018-10-26,2018.0,10.0,26.0,8521.0
2018-10-25,2018.0,10.0,25.0,8417.0
2018-10-24,2018.0,10.0,24.0,8419.0
2018-10-23,2018.0,10.0,23.0,8383.0
2018-10-22,2018.0,10.0,22.0,8407.0
2018-10-19,2018.0,10.0,19.0,8285.0
2018-10-18,2018.0,10.0,18.0,8473.0
2018-10-17,2018.0,10.0,17.0,8429.0
2018-10-16,2018.0,10.0,16.0,8367.0
2018-10-15,2018.0,10.0,15.0,8731.0
2018-10-12,2018.0,10.0,12.0,8725.0
2018-10-11,2018.0,10.0,11.0,8641.0
2018-10-10,2018.0,10.0,10.0,8641.0
2018-10-09,2018.0,10.0,9.0,8537.0
2018-10-08,2018.0,10.0,8.0,8451.0
2018-10-05,2018.0,10.0,5.0,8451.0
2018-10-04,2018.0,10.0,4.0,8451.0
2018-10-03,2018.0,10.0,3.0,8451.0
2018-10-02,2018.0,10.0,2.0,8451.0
2018-10-01,2018.0,10.0,1.0,8451.0
2018-09-28,2018.0,9.0,28.0,8451.0
2018-09-27,2018.0,9.0,27.0,8521.0
2018-09-26,2018.0,9.0,26.0,8473.0
2018-09-25,2018.0,9.0,25.0,8517.0
2018-09-24,2018.0,9.0,24.0,8583.0
2018-09-21,2018.0,9.0,21.0,8583.0
2018-09-20,2018.0,9.0,20.0,8595.0
2018-09-19,2018.0,9.0,19.0,8643.0
2018-09-18,2018.0,9.0,18.0,8593.0
2018-09-17,2018.0,9.0,17.0,8975.0
2018-09-14,2018.0,9.0,14.0,8915.0
2018-09-13,2018.0,9.0,13.0,8811.0
2018-09-12,2018.0,9.0,12.0,8949.0
2018-09-11,2018.0,9.0,11.0,9113.0
2018-09-10,2018.0,9.0,10.0,9149.0
2018-09-07,2018.0,9.0,7.0,8965.0
2018-09-06,2018.0,9.0,6.0,8831.0
2018-09-05,2018.0,9.0,5.0,8793.0
2018-09-04,2018.0,9.0,4.0,8825.0
2018-09-03,2018.0,9.0,3.0,8731.0
2018-08-31,2018.0,8.0,31.0,8767.0
2018-08-30,2018.0,8.0,30.0,8781.0
2018-08-29,2018.0,8.0,29.0,8929.0
2018-08-28,2018.0,8.0,28.0,8877.0
2018-08-27,2018.0,8.0,27.0,8995.0
2018-08-24,2018.0,8.0,24.0,8955.0
2018-08-23,2018.0,8.0,23.0,8949.0
2018-08-22,2018.0,8.0,22.0,8989.0
2018-08-21,2018.0,8.0,21.0,8999.0
2018-08-20,2018.0,8.0,20.0,8973.0
2018-08-17,2018.0,8.0,17.0,8819.0
2018-08-16,2018.0,8.0,16.0,8595.0
2018-08-15,2018.0,8.0,15.0,8765.0
2018-08-14,2018.0,8.0,14.0,8773.0
2018-08-13,2018.0,8.0,13.0,8727.0
2018-08-10,2018.0,8.0,10.0,8569.0
2018-08-09,2018.0,8.0,9.0,8533.0
2018-08-08,2018.0,8.0,8.0,8589.0
2018-08-07,2018.0,8.0,7.0,8565.0
2018-08-06,2018.0,8.0,6.0,8499.0
2018-08-03,2018.0,8.0,3.0,8431.0
2018-08-02,2018.0,8.0,2.0,8329.0
2018-08-01,2018.0,8.0,1.0,8519.0
2018-07-31,2018.0,7.0,31.0,8401.0
2018-07-30,2018.0,7.0,30.0,8325.0
2018-07-27,2018.0,7.0,27.0,8291.0
2018-07-26,2018.0,7.0,26.0,8073.0
2018-07-25,2018.0,7.0,25.0,8091.0
2018-07-24,2018.0,7.0,24.0,8099.0
2018-07-23,2018.0,7.0,23.0,8081.0
2018-07-20,2018.0,7.0,20.0,8039.0
2018-07-19,2018.0,7.0,19.0,8061.0
2018-07-18,2018.0,7.0,18.0,7959.0
2018-07-17,2018.0,7.0,17.0,7945.0
2018-07-16,2018.0,7.0,16.0,8133.0
2018-07-13,2018.0,7.0,13.0,8161.0
2018-07-12,2018.0,7.0,12.0,8137.0
2018-07-11,2018.0,7.0,11.0,7993.0
2018-07-10,2018.0,7.0,10.0,7959.0
2018-07-09,2018.0,7.0,9.0,7877.0
2018-07-06,2018.0,7.0,6.0,7793.0
2018-07-05,2018.0,7.0,5.0,7853.0
2018-07-04,2018.0,7.0,4.0,7871.0
2018-07-03,2018.0,7.0,3.0,7843.0
2018-07-02,2018.0,7.0,2.0,7823.0
2018-06-29,2018.0,6.0,29.0,7933.0
2018-06-28,2018.0,6.0,28.0,7845.0
2018-06-27,2018.0,6.0,27.0,7695.0
2018-06-26,2018.0,6.0,26.0,7675.0
2018-06-25,2018.0,6.0,25.0,7691.0
2018-06-22,2018.0,6.0,22.0,7777.0
2018-06-21,2018.0,6.0,21.0,7803.0
2018-06-20,2018.0,6.0,20.0,7855.0
2018-06-19,2018.0,6.0,19.0,7755.0
2018-06-18,2018.0,6.0,18.0,8205.0
2018-06-15,2018.0,6.0,15.0,8205.0
2018-06-14,2018.0,6.0,14.0,8205.0
2018-06-13,2018.0,6.0,13.0,8127.0
2018-06-12,2018.0,6.0,12.0,8063.0
2018-06-11,2018.0,6.0,11.0,7993.0
2018-06-08,2018.0,6.0,8.0,8005.0
2018-06-07,2018.0,6.0,7.0,7979.0
2018-06-06,2018.0,6.0,6.0,7863.0
2018-06-05,2018.0,6.0,5.0,7775.0
2018-06-04,2018.0,6.0,4.0,7803.0
2018-06-01,2018.0,6.0,1.0,7767.0
2018-05-31,2018.0,5.0,31.0,7729.0
2018-05-30,2018.0,5.0,30.0,7659.0
2018-05-29,2018.0,5.0,29.0,7619.0
2018-05-28,2018.0,5.0,28.0,7559.0
2018-05-25,2018.0,5.0,25.0,7539.0
2018-05-24,2018.0,5.0,24.0,7529.0
2018-05-23,2018.0,5.0,23.0,7441.0
2018-05-22,2018.0,5.0,22.0,7519.0
2018-05-21,2018.0,5.0,21.0,7563.0
2018-05-18,2018.0,5.0,18.0,7593.0
2018-05-17,2018.0,5.0,17.0,7667.0
2018-05-16,2018.0,5.0,16.0,7683.0
2018-05-15,2018.0,5.0,15.0,7859.0
2018-05-14,2018.0,5.0,14.0,7833.0
2018-05-11,2018.0,5.0,11.0,7853.0
2018-05-10,2018.0,5.0,10.0,7791.0
2018-05-09,2018.0,5.0,9.0,7717.0
2018-05-08,2018.0,5.0,8.0,7837.0
2018-05-07,2018.0,5.0,7.0,7853.0
2018-05-04,2018.0,5.0,4.0,7831.0
2018-05-03,2018.0,5.0,3.0,7845.0
2018-05-02,2018.0,5.0,2.0,7847.0
2018-05-01,2018.0,5.0,1.0,7581.0
2018-04-30,2018.0,4.0,30.0,7581.0
2018-04-27,2018.0,4.0,27.0,7581.0
2018-04-26,2018.0,4.0,26.0,7555.0
2018-04-25,2018.0,4.0,25.0,7575.0
2018-04-24,2018.0,4.0,24.0,7553.0
2018-04-23,2018.0,4.0,23.0,7453.0
2018-04-20,2018.0,4.0,20.0,7353.0
2018-04-19,2018.0,4.0,19.0,7423.0
2018-04-18,2018.0,4.0,18.0,7385.0
2018-04-17,2018.0,4.0,17.0,7265.0
2018-04-16,2018.0,4.0,16.0,7363.0
2018-04-13,2018.0,4.0,13.0,7413.0
2018-04-12,2018.0,4.0,12.0,7349.0
2018-04-11,2018.0,4.0,11.0,7319.0
2018-04-10,2018.0,4.0,10.0,7317.0
2018-04-09,2018.0,4.0,9.0,7273.0
2018-04-06,2018.0,4.0,6.0,7169.0
2018-04-05,2018.0,4.0,5.0,7169.0
2018-04-04,2018.0,4.0,4.0,7169.0
2018-04-03,2018.0,4.0,3.0,7199.0
2018-04-02,2018.0,4.0,2.0,7173.0
2018-03-30,2018.0,3.0,30.0,7143.0
2018-03-29,2018.0,3.0,29.0,6923.0
2018-03-28,2018.0,3.0,28.0,6831.0
2018-03-27,2018.0,3.0,27.0,6851.0
2018-03-26,2018.0,3.0,26.0,6663.0
2018-03-23,2018.0,3.0,23.0,6751.0
2018-03-22,2018.0,3.0,22.0,7187.0
2018-03-21,2018.0,3.0,21.0,7199.0
2018-03-20,2018.0,3.0,20.0,7275.0
2018-03-19,2018.0,3.0,19.0,7245.0
2018-03-16,2018.0,3.0,16.0,7537.0
2018-03-15,2018.0,3.0,15.0,7537.0
2018-03-14,2018.0,3.0,14.0,7503.0
2018-03-13,2018.0,3.0,13.0,7423.0
2018-03-12,2018.0,3.0,12.0,7451.0
2018-03-09,2018.0,3.0,9.0,7451.0
2018-03-08,2018.0,3.0,8.0,7621.0
2018-03-07,2018.0,3.0,7.0,7813.0
2018-03-06,2018.0,3.0,6.0,7971.0
2018-03-05,2018.0,3.0,5.0,7947.0
2018-03-02,2018.0,3.0,2.0,8081.0
2018-03-01,2018.0,3.0,1.0,8097.0
2018-02-28,2018.0,2.0,28.0,8073.0
2018-02-27,2018.0,2.0,27.0,8103.0
2018-02-26,2018.0,2.0,26.0,8089.0
2018-02-23,2018.0,2.0,23.0,7931.0
2018-02-22,2018.0,2.0,22.0,7877.0
2018-02-21,2018.0,2.0,21.0,8017.0
2018-02-20,2018.0,2.0,20.0,8017.0
2018-02-19,2018.0,2.0,19.0,8017.0
2018-02-16,2018.0,2.0,16.0,8017.0
2018-02-15,2018.0,2.0,15.0,8017.0
2018-02-14,2018.0,2.0,14.0,8017.0
2018-02-13,2018.0,2.0,13.0,7975.0
2018-02-12,2018.0,2.0,12.0,7971.0
