Date.5,year,month,day,"futures, 1"
2021-02-05,2021.0,2.0,5.0,8353.0
2021-02-04,2021.0,2.0,4.0,8283.0
2021-02-03,2021.0,2.0,3.0,8185.0
2021-02-02,2021.0,2.0,2.0,8153.0
2021-02-01,2021.0,2.0,1.0,8313.0
2021-01-29,2021.0,1.0,29.0,8353.0
2021-01-28,2021.0,1.0,28.0,8387.0
2021-01-27,2021.0,1.0,27.0,8569.0
2021-01-26,2021.0,1.0,26.0,8413.0
2021-01-25,2021.0,1.0,25.0,8365.0
2021-01-22,2021.0,1.0,22.0,8387.0
2021-01-21,2021.0,1.0,21.0,8491.0
2021-01-20,2021.0,1.0,20.0,8393.0
2021-01-19,2021.0,1.0,19.0,8373.0
2021-01-18,2021.0,1.0,18.0,8543.0
2021-01-15,2021.0,1.0,15.0,8417.0
2021-01-14,2021.0,1.0,14.0,8363.0
2021-01-13,2021.0,1.0,13.0,8383.0
2021-01-12,2021.0,1.0,12.0,8417.0
2021-01-11,2021.0,1.0,11.0,8473.0
2021-01-08,2021.0,1.0,8.0,8611.0
2021-01-07,2021.0,1.0,7.0,8513.0
2021-01-06,2021.0,1.0,6.0,8497.0
2021-01-05,2021.0,1.0,5.0,8499.0
2021-01-04,2021.0,1.0,4.0,8501.0
2021-01-01,2021.0,1.0,1.0,8459.0
2020-12-31,2020.0,12.0,31.0,8459.0
2020-12-30,2020.0,12.0,30.0,8419.0
2020-12-29,2020.0,12.0,29.0,8349.0
2020-12-28,2020.0,12.0,28.0,8409.0
2020-12-25,2020.0,12.0,25.0,8549.0
2020-12-24,2020.0,12.0,24.0,8521.0
2020-12-23,2020.0,12.0,23.0,8669.0
2020-12-22,2020.0,12.0,22.0,8917.0
2020-12-21,2020.0,12.0,21.0,9121.0
2020-12-18,2020.0,12.0,18.0,8785.0
2020-12-17,2020.0,12.0,17.0,8559.0
2020-12-16,2020.0,12.0,16.0,8493.0
2020-12-15,2020.0,12.0,15.0,8833.0
2020-12-14,2020.0,12.0,14.0,8833.0
2020-12-11,2020.0,12.0,11.0,8833.0
2020-12-10,2020.0,12.0,10.0,8833.0
2020-12-09,2020.0,12.0,9.0,8549.0
2020-12-08,2020.0,12.0,8.0,8549.0
2020-12-07,2020.0,12.0,7.0,8549.0
2020-12-04,2020.0,12.0,4.0,8549.0
2020-12-03,2020.0,12.0,3.0,8549.0
2020-12-02,2020.0,12.0,2.0,8549.0
2020-12-01,2020.0,12.0,1.0,8549.0
2020-11-30,2020.0,11.0,30.0,8549.0
2020-11-27,2020.0,11.0,27.0,8061.0
2020-11-26,2020.0,11.0,26.0,8113.0
2020-11-25,2020.0,11.0,25.0,8175.0
2020-11-24,2020.0,11.0,24.0,8195.0
2020-11-23,2020.0,11.0,23.0,8145.0
2020-11-20,2020.0,11.0,20.0,8283.0
2020-11-19,2020.0,11.0,19.0,8233.0
2020-11-18,2020.0,11.0,18.0,8221.0
2020-11-17,2020.0,11.0,17.0,8233.0
2020-11-16,2020.0,11.0,16.0,7969.0
2020-11-13,2020.0,11.0,13.0,7969.0
2020-11-12,2020.0,11.0,12.0,7969.0
2020-11-11,2020.0,11.0,11.0,7969.0
2020-11-10,2020.0,11.0,10.0,7521.0
2020-11-09,2020.0,11.0,9.0,7521.0
2020-11-06,2020.0,11.0,6.0,7653.0
2020-11-05,2020.0,11.0,5.0,7457.0
2020-11-04,2020.0,11.0,4.0,7545.0
2020-11-03,2020.0,11.0,3.0,7613.0
2020-11-02,2020.0,11.0,2.0,7573.0
2020-10-30,2020.0,10.0,30.0,7673.0
2020-10-29,2020.0,10.0,29.0,7443.0
2020-10-28,2020.0,10.0,28.0,7403.0
2020-10-27,2020.0,10.0,27.0,7283.0
2020-10-26,2020.0,10.0,26.0,7255.0
2020-10-23,2020.0,10.0,23.0,7289.0
2020-10-22,2020.0,10.0,22.0,7379.0
2020-10-21,2020.0,10.0,21.0,7353.0
2020-10-20,2020.0,10.0,20.0,7353.0
2020-10-19,2020.0,10.0,19.0,7295.0
2020-10-16,2020.0,10.0,16.0,7323.0
2020-10-15,2020.0,10.0,15.0,7323.0
2020-10-14,2020.0,10.0,14.0,7283.0
2020-10-13,2020.0,10.0,13.0,7293.0
2020-10-12,2020.0,10.0,12.0,7253.0
2020-10-09,2020.0,10.0,9.0,7309.0
2020-10-08,2020.0,10.0,8.0,7247.0
2020-10-07,2020.0,10.0,7.0,7247.0
2020-10-06,2020.0,10.0,6.0,7247.0
2020-10-05,2020.0,10.0,5.0,7247.0
2020-10-02,2020.0,10.0,2.0,7247.0
2020-10-01,2020.0,10.0,1.0,7247.0
2020-09-30,2020.0,9.0,30.0,7247.0
2020-09-29,2020.0,9.0,29.0,7273.0
2020-09-28,2020.0,9.0,28.0,7287.0
2020-09-25,2020.0,9.0,25.0,7255.0
2020-09-24,2020.0,9.0,24.0,7289.0
2020-09-23,2020.0,9.0,23.0,7277.0
2020-09-22,2020.0,9.0,22.0,7261.0
2020-09-21,2020.0,9.0,21.0,7249.0
2020-09-18,2020.0,9.0,18.0,7377.0
2020-09-17,2020.0,9.0,17.0,7327.0
2020-09-16,2020.0,9.0,16.0,7379.0
2020-09-15,2020.0,9.0,15.0,7413.0
2020-09-14,2020.0,9.0,14.0,7529.0
2020-09-11,2020.0,9.0,11.0,7491.0
2020-09-10,2020.0,9.0,10.0,7453.0
2020-09-09,2020.0,9.0,9.0,7575.0
2020-09-08,2020.0,9.0,8.0,7589.0
2020-09-07,2020.0,9.0,7.0,7583.0
2020-09-04,2020.0,9.0,4.0,7593.0
2020-09-03,2020.0,9.0,3.0,7663.0
2020-09-02,2020.0,9.0,2.0,7533.0
2020-09-01,2020.0,9.0,1.0,7553.0
2020-08-31,2020.0,8.0,31.0,7543.0
2020-08-28,2020.0,8.0,28.0,7525.0
2020-08-27,2020.0,8.0,27.0,7475.0
2020-08-26,2020.0,8.0,26.0,7507.0
2020-08-25,2020.0,8.0,25.0,7499.0
2020-08-24,2020.0,8.0,24.0,7537.0
2020-08-21,2020.0,8.0,21.0,7491.0
2020-08-20,2020.0,8.0,20.0,7487.0
2020-08-19,2020.0,8.0,19.0,7533.0
2020-08-18,2020.0,8.0,18.0,7625.0
2020-08-17,2020.0,8.0,17.0,7469.0
2020-08-14,2020.0,8.0,14.0,7469.0
2020-08-13,2020.0,8.0,13.0,7469.0
2020-08-12,2020.0,8.0,12.0,7469.0
2020-08-11,2020.0,8.0,11.0,7553.0
2020-08-10,2020.0,8.0,10.0,7575.0
2020-08-07,2020.0,8.0,7.0,7575.0
2020-08-06,2020.0,8.0,6.0,7575.0
2020-08-05,2020.0,8.0,5.0,7575.0
2020-08-04,2020.0,8.0,4.0,7533.0
2020-08-03,2020.0,8.0,3.0,7593.0
2020-07-31,2020.0,7.0,31.0,7353.0
2020-07-30,2020.0,7.0,30.0,7611.0
2020-07-29,2020.0,7.0,29.0,7713.0
2020-07-28,2020.0,7.0,28.0,7665.0
2020-07-27,2020.0,7.0,27.0,7603.0
2020-07-24,2020.0,7.0,24.0,7601.0
2020-07-23,2020.0,7.0,23.0,7629.0
2020-07-22,2020.0,7.0,22.0,7579.0
2020-07-21,2020.0,7.0,21.0,7467.0
2020-07-20,2020.0,7.0,20.0,7429.0
2020-07-17,2020.0,7.0,17.0,7409.0
2020-07-16,2020.0,7.0,16.0,7407.0
2020-07-15,2020.0,7.0,15.0,7335.0
2020-07-14,2020.0,7.0,14.0,7335.0
2020-07-13,2020.0,7.0,13.0,7335.0
2020-07-10,2020.0,7.0,10.0,7273.0
2020-07-09,2020.0,7.0,9.0,7353.0
2020-07-08,2020.0,7.0,8.0,7299.0
2020-07-07,2020.0,7.0,7.0,7343.0
2020-07-06,2020.0,7.0,6.0,7343.0
2020-07-03,2020.0,7.0,3.0,7343.0
2020-07-02,2020.0,7.0,2.0,7437.0
2020-07-01,2020.0,7.0,1.0,7437.0
2020-06-30,2020.0,6.0,30.0,7437.0
2020-06-29,2020.0,6.0,29.0,7437.0
2020-06-26,2020.0,6.0,26.0,7437.0
2020-06-25,2020.0,6.0,25.0,7437.0
2020-06-24,2020.0,6.0,24.0,7437.0
2020-06-23,2020.0,6.0,23.0,7437.0
2020-06-22,2020.0,6.0,22.0,7437.0
2020-06-19,2020.0,6.0,19.0,7437.0
2020-06-18,2020.0,6.0,18.0,7437.0
2020-06-17,2020.0,6.0,17.0,7437.0
2020-06-16,2020.0,6.0,16.0,7419.0
2020-06-15,2020.0,6.0,15.0,7233.0
2020-06-12,2020.0,6.0,12.0,7233.0
2020-06-11,2020.0,6.0,11.0,7233.0
2020-06-10,2020.0,6.0,10.0,7233.0
2020-06-09,2020.0,6.0,9.0,7233.0
2020-06-08,2020.0,6.0,8.0,7233.0
2020-06-05,2020.0,6.0,5.0,7107.0
2020-06-04,2020.0,6.0,4.0,7107.0
2020-06-03,2020.0,6.0,3.0,7107.0
2020-06-02,2020.0,6.0,2.0,7203.0
2020-06-01,2020.0,6.0,1.0,7041.0
2020-05-29,2020.0,5.0,29.0,6921.0
2020-05-28,2020.0,5.0,28.0,6893.0
2020-05-27,2020.0,5.0,27.0,7041.0
2020-05-26,2020.0,5.0,26.0,7153.0
2020-05-25,2020.0,5.0,25.0,7227.0
2020-05-22,2020.0,5.0,22.0,7259.0
2020-05-21,2020.0,5.0,21.0,7173.0
2020-05-20,2020.0,5.0,20.0,7093.0
2020-05-19,2020.0,5.0,19.0,7187.0
2020-05-18,2020.0,5.0,18.0,7135.0
2020-05-15,2020.0,5.0,15.0,6833.0
2020-05-14,2020.0,5.0,14.0,6845.0
2020-05-13,2020.0,5.0,13.0,6871.0
2020-05-12,2020.0,5.0,12.0,6889.0
2020-05-11,2020.0,5.0,11.0,6847.0
2020-05-08,2020.0,5.0,8.0,7105.0
2020-05-07,2020.0,5.0,7.0,7207.0
2020-05-06,2020.0,5.0,6.0,7151.0
2020-05-05,2020.0,5.0,5.0,7081.0
2020-05-04,2020.0,5.0,4.0,7081.0
2020-05-01,2020.0,5.0,1.0,7081.0
2020-04-30,2020.0,4.0,30.0,7081.0
2020-04-29,2020.0,4.0,29.0,7005.0
2020-04-28,2020.0,4.0,28.0,7017.0
2020-04-27,2020.0,4.0,27.0,7059.0
2020-04-24,2020.0,4.0,24.0,7067.0
2020-04-23,2020.0,4.0,23.0,7039.0
2020-04-22,2020.0,4.0,22.0,7107.0
2020-04-21,2020.0,4.0,21.0,7047.0
2020-04-20,2020.0,4.0,20.0,7099.0
2020-04-17,2020.0,4.0,17.0,7117.0
2020-04-16,2020.0,4.0,16.0,7113.0
2020-04-15,2020.0,4.0,15.0,6873.0
2020-04-14,2020.0,4.0,14.0,6973.0
2020-04-13,2020.0,4.0,13.0,6933.0
2020-04-10,2020.0,4.0,10.0,6933.0
2020-04-09,2020.0,4.0,9.0,6685.0
2020-04-08,2020.0,4.0,8.0,6683.0
2020-04-07,2020.0,4.0,7.0,6677.0
2020-04-06,2020.0,4.0,6.0,6617.0
2020-04-03,2020.0,4.0,3.0,6617.0
2020-04-02,2020.0,4.0,2.0,6653.0
2020-04-01,2020.0,4.0,1.0,6739.0
2020-03-31,2020.0,3.0,31.0,6627.0
2020-03-30,2020.0,3.0,30.0,6853.0
2020-03-27,2020.0,3.0,27.0,6903.0
2020-03-26,2020.0,3.0,26.0,6923.0
2020-03-25,2020.0,3.0,25.0,6915.0
2020-03-24,2020.0,3.0,24.0,6827.0
2020-03-23,2020.0,3.0,23.0,6791.0
2020-03-20,2020.0,3.0,20.0,6909.0
2020-03-19,2020.0,3.0,19.0,6933.0
2020-03-18,2020.0,3.0,18.0,7009.0
2020-03-17,2020.0,3.0,17.0,7025.0
2020-03-16,2020.0,3.0,16.0,7033.0
2020-03-13,2020.0,3.0,13.0,6933.0
2020-03-12,2020.0,3.0,12.0,7005.0
2020-03-11,2020.0,3.0,11.0,7005.0
2020-03-10,2020.0,3.0,10.0,6973.0
2020-03-09,2020.0,3.0,9.0,6835.0
2020-03-06,2020.0,3.0,6.0,6973.0
2020-03-05,2020.0,3.0,5.0,6979.0
2020-03-04,2020.0,3.0,4.0,6993.0
2020-03-03,2020.0,3.0,3.0,6895.0
2020-03-02,2020.0,3.0,2.0,6895.0
2020-02-28,2020.0,2.0,28.0,6833.0
2020-02-27,2020.0,2.0,27.0,6833.0
2020-02-26,2020.0,2.0,26.0,6969.0
2020-02-25,2020.0,2.0,25.0,7003.0
2020-02-24,2020.0,2.0,24.0,6953.0
2020-02-21,2020.0,2.0,21.0,6889.0
2020-02-20,2020.0,2.0,20.0,6859.0
2020-02-19,2020.0,2.0,19.0,6763.0
2020-02-18,2020.0,2.0,18.0,6771.0
2020-02-17,2020.0,2.0,17.0,6789.0
2020-02-14,2020.0,2.0,14.0,6789.0
2020-02-13,2020.0,2.0,13.0,6793.0
2020-02-12,2020.0,2.0,12.0,6793.0
2020-02-11,2020.0,2.0,11.0,6793.0
2020-02-10,2020.0,2.0,10.0,6793.0
2020-02-07,2020.0,2.0,7.0,6769.0
2020-02-06,2020.0,2.0,6.0,6773.0
2020-02-05,2020.0,2.0,5.0,6793.0
2020-02-04,2020.0,2.0,4.0,6733.0
2020-02-03,2020.0,2.0,3.0,6703.0
2020-01-31,2020.0,1.0,31.0,7273.0
2020-01-30,2020.0,1.0,30.0,7273.0
2020-01-29,2020.0,1.0,29.0,7273.0
2020-01-28,2020.0,1.0,28.0,7273.0
2020-01-27,2020.0,1.0,27.0,7273.0
2020-01-24,2020.0,1.0,24.0,7273.0
2020-01-23,2020.0,1.0,23.0,7273.0
2020-01-22,2020.0,1.0,22.0,7391.0
2020-01-21,2020.0,1.0,21.0,7437.0
2020-01-20,2020.0,1.0,20.0,7421.0
2020-01-17,2020.0,1.0,17.0,7415.0
2020-01-16,2020.0,1.0,16.0,7375.0
2020-01-15,2020.0,1.0,15.0,7573.0
2020-01-14,2020.0,1.0,14.0,7883.0
2020-01-13,2020.0,1.0,13.0,7635.0
2020-01-10,2020.0,1.0,10.0,7795.0
2020-01-09,2020.0,1.0,9.0,7565.0
2020-01-08,2020.0,1.0,8.0,7555.0
2020-01-07,2020.0,1.0,7.0,7529.0
2020-01-06,2020.0,1.0,6.0,7533.0
2020-01-03,2020.0,1.0,3.0,7533.0
2020-01-02,2020.0,1.0,2.0,7517.0
2020-01-01,2020.0,1.0,1.0,7597.0
2019-12-31,2019.0,12.0,31.0,7597.0
2019-12-30,2019.0,12.0,30.0,7609.0
2019-12-27,2019.0,12.0,27.0,7547.0
2019-12-26,2019.0,12.0,26.0,7501.0
2019-12-25,2019.0,12.0,25.0,7423.0
2019-12-24,2019.0,12.0,24.0,7483.0
2019-12-23,2019.0,12.0,23.0,7515.0
2019-12-20,2019.0,12.0,20.0,7471.0
2019-12-19,2019.0,12.0,19.0,7465.0
2019-12-18,2019.0,12.0,18.0,7409.0
2019-12-17,2019.0,12.0,17.0,7407.0
2019-12-16,2019.0,12.0,16.0,7427.0
2019-12-13,2019.0,12.0,13.0,8513.0
2019-12-12,2019.0,12.0,12.0,8513.0
2019-12-11,2019.0,12.0,11.0,8033.0
2019-12-10,2019.0,12.0,10.0,8033.0
2019-12-09,2019.0,12.0,9.0,8033.0
2019-12-06,2019.0,12.0,6.0,7633.0
2019-12-05,2019.0,12.0,5.0,7633.0
2019-12-04,2019.0,12.0,4.0,7553.0
2019-12-03,2019.0,12.0,3.0,7553.0
2019-12-02,2019.0,12.0,2.0,7465.0
2019-11-29,2019.0,11.0,29.0,7993.0
2019-11-28,2019.0,11.0,28.0,7933.0
2019-11-27,2019.0,11.0,27.0,7871.0
2019-11-26,2019.0,11.0,26.0,7815.0
2019-11-25,2019.0,11.0,25.0,7833.0
2019-11-22,2019.0,11.0,22.0,7695.0
2019-11-21,2019.0,11.0,21.0,7623.0
2019-11-20,2019.0,11.0,20.0,7695.0
2019-11-19,2019.0,11.0,19.0,7441.0
2019-11-18,2019.0,11.0,18.0,7413.0
2019-11-15,2019.0,11.0,15.0,7433.0
2019-11-14,2019.0,11.0,14.0,7413.0
2019-11-13,2019.0,11.0,13.0,7413.0
2019-11-12,2019.0,11.0,12.0,7413.0
2019-11-11,2019.0,11.0,11.0,7413.0
2019-11-08,2019.0,11.0,8.0,7433.0
2019-11-07,2019.0,11.0,7.0,7433.0
2019-11-06,2019.0,11.0,6.0,7233.0
2019-11-05,2019.0,11.0,5.0,7233.0
2019-11-04,2019.0,11.0,4.0,7051.0
2019-11-01,2019.0,11.0,1.0,7021.0
2019-10-31,2019.0,10.0,31.0,6903.0
2019-10-30,2019.0,10.0,30.0,7001.0
2019-10-29,2019.0,10.0,29.0,7035.0
2019-10-28,2019.0,10.0,28.0,7007.0
2019-10-25,2019.0,10.0,25.0,7007.0
2019-10-24,2019.0,10.0,24.0,6995.0
2019-10-23,2019.0,10.0,23.0,7007.0
2019-10-22,2019.0,10.0,22.0,6989.0
2019-10-21,2019.0,10.0,21.0,6921.0
2019-10-18,2019.0,10.0,18.0,6903.0
2019-10-17,2019.0,10.0,17.0,6987.0
2019-10-16,2019.0,10.0,16.0,6937.0
2019-10-15,2019.0,10.0,15.0,7333.0
2019-10-14,2019.0,10.0,14.0,7323.0
2019-10-11,2019.0,10.0,11.0,7239.0
2019-10-10,2019.0,10.0,10.0,7203.0
2019-10-09,2019.0,10.0,9.0,7297.0
2019-10-08,2019.0,10.0,8.0,7331.0
2019-10-07,2019.0,10.0,7.0,7339.0
2019-10-04,2019.0,10.0,4.0,7339.0
2019-10-03,2019.0,10.0,3.0,7339.0
2019-10-02,2019.0,10.0,2.0,7339.0
2019-10-01,2019.0,10.0,1.0,7339.0
2019-09-30,2019.0,9.0,30.0,7339.0
2019-09-27,2019.0,9.0,27.0,7377.0
2019-09-26,2019.0,9.0,26.0,7463.0
2019-09-25,2019.0,9.0,25.0,7571.0
2019-09-24,2019.0,9.0,24.0,7551.0
2019-09-23,2019.0,9.0,23.0,7581.0
2019-09-20,2019.0,9.0,20.0,7415.0
2019-09-19,2019.0,9.0,19.0,7515.0
2019-09-18,2019.0,9.0,18.0,7653.0
2019-09-17,2019.0,9.0,17.0,7679.0
2019-09-16,2019.0,9.0,16.0,7713.0
2019-09-13,2019.0,9.0,13.0,7631.0
2019-09-12,2019.0,9.0,12.0,7631.0
2019-09-11,2019.0,9.0,11.0,7573.0
2019-09-10,2019.0,9.0,10.0,7603.0
2019-09-09,2019.0,9.0,9.0,7563.0
2019-09-06,2019.0,9.0,6.0,7573.0
2019-09-05,2019.0,9.0,5.0,7603.0
2019-09-04,2019.0,9.0,4.0,7425.0
2019-09-03,2019.0,9.0,3.0,7419.0
2019-09-02,2019.0,9.0,2.0,7433.0
2019-08-30,2019.0,8.0,30.0,7257.0
2019-08-29,2019.0,8.0,29.0,7241.0
2019-08-28,2019.0,8.0,28.0,7323.0
2019-08-27,2019.0,8.0,27.0,7285.0
2019-08-26,2019.0,8.0,26.0,7473.0
2019-08-23,2019.0,8.0,23.0,7589.0
2019-08-22,2019.0,8.0,22.0,7537.0
2019-08-21,2019.0,8.0,21.0,7531.0
2019-08-20,2019.0,8.0,20.0,7545.0
2019-08-19,2019.0,8.0,19.0,7613.0
2019-08-16,2019.0,8.0,16.0,7585.0
2019-08-15,2019.0,8.0,15.0,8013.0
2019-08-14,2019.0,8.0,14.0,8013.0
2019-08-13,2019.0,8.0,13.0,8013.0
2019-08-12,2019.0,8.0,12.0,8013.0
2019-08-09,2019.0,8.0,9.0,8013.0
2019-08-08,2019.0,8.0,8.0,8013.0
2019-08-07,2019.0,8.0,7.0,8013.0
2019-08-06,2019.0,8.0,6.0,8013.0
2019-08-05,2019.0,8.0,5.0,7933.0
2019-08-02,2019.0,8.0,2.0,8147.0
2019-08-01,2019.0,8.0,1.0,8161.0
2019-07-31,2019.0,7.0,31.0,8201.0
2019-07-30,2019.0,7.0,30.0,8135.0
2019-07-29,2019.0,7.0,29.0,8173.0
2019-07-26,2019.0,7.0,26.0,8189.0
2019-07-25,2019.0,7.0,25.0,8153.0
2019-07-24,2019.0,7.0,24.0,8111.0
2019-07-23,2019.0,7.0,23.0,8139.0
2019-07-22,2019.0,7.0,22.0,8183.0
2019-07-19,2019.0,7.0,19.0,8211.0
2019-07-18,2019.0,7.0,18.0,8289.0
2019-07-17,2019.0,7.0,17.0,8273.0
2019-07-16,2019.0,7.0,16.0,8291.0
2019-07-15,2019.0,7.0,15.0,7533.0
2019-07-12,2019.0,7.0,12.0,7533.0
2019-07-11,2019.0,7.0,11.0,7533.0
2019-07-10,2019.0,7.0,10.0,7653.0
2019-07-09,2019.0,7.0,9.0,7691.0
2019-07-08,2019.0,7.0,8.0,7587.0
2019-07-05,2019.0,7.0,5.0,7733.0
2019-07-04,2019.0,7.0,4.0,7733.0
2019-07-03,2019.0,7.0,3.0,7733.0
2019-07-02,2019.0,7.0,2.0,7743.0
2019-07-01,2019.0,7.0,1.0,7773.0
2019-06-28,2019.0,6.0,28.0,7689.0
2019-06-27,2019.0,6.0,27.0,7761.0
2019-06-26,2019.0,6.0,26.0,7695.0
2019-06-25,2019.0,6.0,25.0,7715.0
2019-06-24,2019.0,6.0,24.0,7701.0
2019-06-21,2019.0,6.0,21.0,7607.0
2019-06-20,2019.0,6.0,20.0,7591.0
2019-06-19,2019.0,6.0,19.0,7493.0
2019-06-18,2019.0,6.0,18.0,7499.0
2019-06-17,2019.0,6.0,17.0,7551.0
2019-06-14,2019.0,6.0,14.0,7493.0
2019-06-13,2019.0,6.0,13.0,7573.0
2019-06-12,2019.0,6.0,12.0,7573.0
2019-06-11,2019.0,6.0,11.0,7533.0
2019-06-10,2019.0,6.0,10.0,7453.0
2019-06-07,2019.0,6.0,7.0,7453.0
2019-06-06,2019.0,6.0,6.0,7453.0
2019-06-05,2019.0,6.0,5.0,7563.0
2019-06-04,2019.0,6.0,4.0,7563.0
2019-06-03,2019.0,6.0,3.0,7593.0
2019-05-31,2019.0,5.0,31.0,7779.0
2019-05-30,2019.0,5.0,30.0,7949.0
2019-05-29,2019.0,5.0,29.0,7961.0
2019-05-28,2019.0,5.0,28.0,7943.0
2019-05-27,2019.0,5.0,27.0,8031.0
2019-05-24,2019.0,5.0,24.0,8005.0
2019-05-23,2019.0,5.0,23.0,8003.0
2019-05-22,2019.0,5.0,22.0,8063.0
2019-05-21,2019.0,5.0,21.0,8067.0
2019-05-20,2019.0,5.0,20.0,7917.0
2019-05-17,2019.0,5.0,17.0,7993.0
2019-05-16,2019.0,5.0,16.0,7977.0
2019-05-15,2019.0,5.0,15.0,8833.0
2019-05-14,2019.0,5.0,14.0,8533.0
2019-05-13,2019.0,5.0,13.0,8429.0
2019-05-10,2019.0,5.0,10.0,8331.0
2019-05-09,2019.0,5.0,9.0,8311.0
2019-05-08,2019.0,5.0,8.0,8353.0
2019-05-07,2019.0,5.0,7.0,8377.0
2019-05-06,2019.0,5.0,6.0,8373.0
2019-05-03,2019.0,5.0,3.0,8429.0
2019-05-02,2019.0,5.0,2.0,8429.0
2019-05-01,2019.0,5.0,1.0,8429.0
2019-04-30,2019.0,4.0,30.0,8429.0
2019-04-29,2019.0,4.0,29.0,8423.0
2019-04-26,2019.0,4.0,26.0,8335.0
2019-04-25,2019.0,4.0,25.0,8353.0
2019-04-24,2019.0,4.0,24.0,8329.0
2019-04-23,2019.0,4.0,23.0,8379.0
2019-04-22,2019.0,4.0,22.0,8395.0
2019-04-19,2019.0,4.0,19.0,8303.0
2019-04-18,2019.0,4.0,18.0,8353.0
2019-04-17,2019.0,4.0,17.0,8369.0
2019-04-16,2019.0,4.0,16.0,8369.0
2019-04-15,2019.0,4.0,15.0,8273.0
2019-04-12,2019.0,4.0,12.0,8273.0
2019-04-11,2019.0,4.0,11.0,8089.0
2019-04-10,2019.0,4.0,10.0,8089.0
2019-04-09,2019.0,4.0,9.0,8047.0
2019-04-08,2019.0,4.0,8.0,8047.0
2019-04-05,2019.0,4.0,5.0,7715.0
2019-04-04,2019.0,4.0,4.0,7715.0
2019-04-03,2019.0,4.0,3.0,7773.0
2019-04-02,2019.0,4.0,2.0,7633.0
2019-04-01,2019.0,4.0,1.0,7633.0
2019-03-29,2019.0,3.0,29.0,7633.0
2019-03-28,2019.0,3.0,28.0,7507.0
2019-03-27,2019.0,3.0,27.0,7527.0
2019-03-26,2019.0,3.0,26.0,7485.0
2019-03-25,2019.0,3.0,25.0,7677.0
2019-03-22,2019.0,3.0,22.0,7615.0
2019-03-21,2019.0,3.0,21.0,7679.0
2019-03-20,2019.0,3.0,20.0,7663.0
2019-03-19,2019.0,3.0,19.0,7659.0
2019-03-18,2019.0,3.0,18.0,7649.0
2019-03-15,2019.0,3.0,15.0,7723.0
2019-03-14,2019.0,3.0,14.0,7693.0
2019-03-13,2019.0,3.0,13.0,7733.0
2019-03-12,2019.0,3.0,12.0,7681.0
2019-03-11,2019.0,3.0,11.0,7733.0
2019-03-08,2019.0,3.0,8.0,7733.0
2019-03-07,2019.0,3.0,7.0,7723.0
2019-03-06,2019.0,3.0,6.0,7703.0
2019-03-05,2019.0,3.0,5.0,7913.0
2019-03-04,2019.0,3.0,4.0,7913.0
2019-03-01,2019.0,3.0,1.0,7711.0
2019-02-28,2019.0,2.0,28.0,7765.0
2019-02-27,2019.0,2.0,27.0,7647.0
2019-02-26,2019.0,2.0,26.0,7587.0
2019-02-25,2019.0,2.0,25.0,7633.0
2019-02-22,2019.0,2.0,22.0,7633.0
2019-02-21,2019.0,2.0,21.0,7627.0
2019-02-20,2019.0,2.0,20.0,7569.0
2019-02-19,2019.0,2.0,19.0,7629.0
2019-02-18,2019.0,2.0,18.0,7899.0
2019-02-15,2019.0,2.0,15.0,7483.0
2019-02-14,2019.0,2.0,14.0,7693.0
2019-02-13,2019.0,2.0,13.0,7677.0
