Date.1,year,month,day,"product1 country1, EXW"
2019-01-03,2019.0,1.0,3.0,988.9232
2019-01-02,2019.0,1.0,2.0,992.6928
2018-12-28,2018.0,12.0,28.0,1016.2758
2018-12-27,2018.0,12.0,27.0,1013.9436
2018-12-26,2018.0,12.0,26.0,1008.26016
2018-12-25,2018.0,12.0,25.0,1015.59828
2018-12-24,2018.0,12.0,24.0,1014.68976
2018-12-21,2018.0,12.0,21.0,1031.23296
2018-12-20,2018.0,12.0,20.0,1016.52036
2018-12-19,2018.0,12.0,19.0,1007.58816
2018-12-18,2018.0,12.0,18.0,1007.19168
2018-12-17,2018.0,12.0,17.0,1014.6762
2018-12-14,2018.0,12.0,14.0,1007.1934
2018-12-13,2018.0,12.0,13.0,1000.28508
2018-12-12,2018.0,12.0,12.0,992.23138
2018-12-11,2018.0,12.0,11.0,983.17664
2018-12-10,2018.0,12.0,10.0,998.79464
2018-12-07,2018.0,12.0,7.0,995.0184
2018-12-06,2018.0,12.0,6.0,1004.1612
2018-12-05,2018.0,12.0,5.0,1006.25244
2018-12-04,2018.0,12.0,4.0,997.96074
2018-12-03,2018.0,12.0,3.0,990.20184
2018-11-30,2018.0,11.0,30.0,931.67232
2018-11-29,2018.0,11.0,29.0,930.38064
2018-11-28,2018.0,11.0,28.0,910.8876
2018-11-27,2018.0,11.0,27.0,931.95312
2018-11-26,2018.0,11.0,26.0,974.2368
2018-11-23,2018.0,11.0,23.0,1022.70592
2018-11-22,2018.0,11.0,22.0,1022.09538
2018-11-21,2018.0,11.0,21.0,1012.3904
2018-11-20,2018.0,11.0,20.0,1064.38368
2018-11-19,2018.0,11.0,19.0,1065.05672
2018-11-16,2018.0,11.0,16.0,1093.51712
2018-11-15,2018.0,11.0,15.0,1094.64252
2018-11-14,2018.0,11.0,14.0,1093.78644
2018-11-13,2018.0,11.0,13.0,1093.03368
2018-11-12,2018.0,11.0,12.0,1090.94112
2018-11-09,2018.0,11.0,9.0,1135.16168
2018-11-08,2018.0,11.0,8.0,1136.72024
2018-11-07,2018.0,11.0,7.0,1145.9195
2018-11-06,2018.0,11.0,6.0,1157.73904
2018-11-05,2018.0,11.0,5.0,1167.49432
2018-11-02,2018.0,11.0,2.0,1170.3946
2018-11-01,2018.0,11.0,1.0,1174.71872
2018-10-31,2018.0,10.0,31.0,1178.70456
2018-10-30,2018.0,10.0,30.0,1180.17288
2018-10-29,2018.0,10.0,29.0,1179.1604
2018-10-26,2018.0,10.0,26.0,1184.744
2018-10-25,2018.0,10.0,25.0,1185.592
2018-10-24,2018.0,10.0,24.0,1183.01376
2018-10-23,2018.0,10.0,23.0,1180.06784
2018-10-22,2018.0,10.0,22.0,1178.8214
2018-10-19,2018.0,10.0,19.0,1168.88624
2018-10-18,2018.0,10.0,18.0,1176.70344
2018-10-17,2018.0,10.0,17.0,1178.24784
2018-10-16,2018.0,10.0,16.0,1171.8964
2018-10-15,2018.0,10.0,15.0,1165.97408
2018-10-12,2018.0,10.0,12.0,1158.36144
2018-10-11,2018.0,10.0,11.0,1159.788
2018-10-10,2018.0,10.0,10.0,1159.7568
2018-10-09,2018.0,10.0,9.0,1155.84096
2018-10-08,2018.0,10.0,8.0,1154.0353
2018-09-28,2018.0,9.0,28.0,1169.2069
2018-09-27,2018.0,9.0,27.0,1170.44246
2018-09-26,2018.0,9.0,26.0,1177.60464
2018-09-25,2018.0,9.0,25.0,1191.02518
2018-09-21,2018.0,9.0,21.0,1198.2396
2018-09-20,2018.0,9.0,20.0,1206.30936
2018-09-19,2018.0,9.0,19.0,1204.4682
2018-09-18,2018.0,9.0,18.0,1201.32152
2018-09-17,2018.0,9.0,17.0,1203.61596
2018-09-14,2018.0,9.0,14.0,1207.53144
2018-09-13,2018.0,9.0,13.0,1201.02478
2018-09-12,2018.0,9.0,12.0,1212.2628
2018-09-11,2018.0,9.0,11.0,1231.50888
2018-09-10,2018.0,9.0,10.0,1234.07352
2018-09-07,2018.0,9.0,7.0,1212.60518
2018-09-06,2018.0,9.0,6.0,1197.93008
2018-09-05,2018.0,9.0,5.0,1197.61168
2018-09-04,2018.0,9.0,4.0,1199.10816
2018-09-03,2018.0,9.0,3.0,1201.272
2018-08-31,2018.0,8.0,31.0,1212.0168
2018-08-30,2018.0,8.0,30.0,1229.53344
2018-08-29,2018.0,8.0,29.0,1231.67136
2018-08-28,2018.0,8.0,28.0,1224.35016
2018-08-27,2018.0,8.0,27.0,1231.83456
2018-08-24,2018.0,8.0,24.0,1214.55744
2018-08-23,2018.0,8.0,23.0,1228.4661
2018-08-22,2018.0,8.0,22.0,1230.8888
2018-08-21,2018.0,8.0,21.0,1231.57464
2018-08-20,2018.0,8.0,20.0,1228.50858
2018-08-17,2018.0,8.0,17.0,1204.802
2018-08-16,2018.0,8.0,16.0,1189.632
2018-08-15,2018.0,8.0,15.0,1195.112
2018-08-14,2018.0,8.0,14.0,1195.192
2018-08-13,2018.0,8.0,13.0,1198.3992
2018-08-10,2018.0,8.0,10.0,1179.39636
2018-08-09,2018.0,8.0,9.0,1174.764
2018-08-08,2018.0,8.0,8.0,1174.0776
2018-08-07,2018.0,8.0,7.0,1172.346
2018-08-06,2018.0,8.0,6.0,1160.1491
2018-08-03,2018.0,8.0,3.0,1159.972
2018-08-02,2018.0,8.0,2.0,1160.22432
2018-08-01,2018.0,8.0,1.0,1159.17216
2018-07-31,2018.0,7.0,31.0,1153.39072
2018-07-30,2018.0,7.0,30.0,1148.5736
2018-07-27,2018.0,7.0,27.0,1150.73922
2018-07-26,2018.0,7.0,26.0,1142.77152
2018-07-25,2018.0,7.0,25.0,1135.83
2018-07-24,2018.0,7.0,24.0,1136.74132
2018-07-23,2018.0,7.0,23.0,1138.03536
2018-07-20,2018.0,7.0,20.0,1133.28672
2018-07-19,2018.0,7.0,19.0,1140.7416
2018-07-18,2018.0,7.0,18.0,1132.81952
2018-07-17,2018.0,7.0,17.0,1136.6052
2018-07-16,2018.0,7.0,16.0,1136.02956
2018-07-13,2018.0,7.0,13.0,1147.7352
2018-07-12,2018.0,7.0,12.0,1148.49408
2018-07-11,2018.0,7.0,11.0,1150.104
2018-07-10,2018.0,7.0,10.0,1144.88992
2018-07-09,2018.0,7.0,9.0,1125.86232
2018-07-06,2018.0,7.0,6.0,1123.90872
2018-07-05,2018.0,7.0,5.0,1125.05264
2018-07-04,2018.0,7.0,4.0,1120.04256
2018-07-03,2018.0,7.0,3.0,1117.74724
2018-07-02,2018.0,7.0,2.0,1123.59544
2018-06-29,2018.0,6.0,29.0,1120.4952
2018-06-28,2018.0,6.0,28.0,1117.919
2018-06-27,2018.0,6.0,27.0,1117.17664
2018-06-26,2018.0,6.0,26.0,1131.9708
2018-06-25,2018.0,6.0,25.0,1139.8704
2018-06-22,2018.0,6.0,22.0,1163.44808
2018-06-21,2018.0,6.0,21.0,1166.78044
2018-06-20,2018.0,6.0,20.0,1161.2296
2018-06-19,2018.0,6.0,19.0,1179.24684
2018-06-15,2018.0,6.0,15.0,1196.05056
2018-06-14,2018.0,6.0,14.0,1195.23216
2018-06-13,2018.0,6.0,13.0,1188.8282
2018-06-12,2018.0,6.0,12.0,1185.87408
2018-06-11,2018.0,6.0,11.0,1179.23642
2018-06-08,2018.0,6.0,8.0,1190.878
2018-06-07,2018.0,6.0,7.0,1190.6634
2018-06-06,2018.0,6.0,6.0,1181.8224
2018-06-05,2018.0,6.0,5.0,1171.6759
2018-06-04,2018.0,6.0,4.0,1170.1648
2018-06-01,2018.0,6.0,1.0,1178.27488
2018-05-31,2018.0,5.0,31.0,1169.8728
2018-05-30,2018.0,5.0,30.0,1164.71784
2018-05-29,2018.0,5.0,29.0,1165.66904
2018-05-28,2018.0,5.0,28.0,1162.8578
2018-05-25,2018.0,5.0,25.0,1167.17496
2018-05-24,2018.0,5.0,24.0,1160.8512
2018-05-23,2018.0,5.0,23.0,1169.44832
2018-05-22,2018.0,5.0,22.0,1173.1208
2018-05-21,2018.0,5.0,21.0,1174.34384
2018-05-18,2018.0,5.0,18.0,1173.50244
2018-05-17,2018.0,5.0,17.0,1172.34084
2018-05-16,2018.0,5.0,16.0,1167.64466
2018-05-15,2018.0,5.0,15.0,1162.67616
2018-05-14,2018.0,5.0,14.0,1159.93476
2018-05-11,2018.0,5.0,11.0,1159.8408
2018-05-10,2018.0,5.0,10.0,1147.9556
2018-05-09,2018.0,5.0,9.0,1160.54002
2018-05-08,2018.0,5.0,8.0,1164.5736
2018-05-07,2018.0,5.0,7.0,1168.18616
2018-05-04,2018.0,5.0,4.0,1184.67024
2018-05-03,2018.0,5.0,3.0,1183.36728
2018-05-02,2018.0,5.0,2.0,1181.2744
2018-04-27,2018.0,4.0,27.0,1161.10572
2018-04-26,2018.0,4.0,26.0,1166.17024
2018-04-25,2018.0,4.0,25.0,1171.00128
2018-04-24,2018.0,4.0,24.0,1171.15924
2018-04-23,2018.0,4.0,23.0,1170.26576
2018-04-20,2018.0,4.0,20.0,1167.51504
2018-04-19,2018.0,4.0,19.0,1163.5117
2018-04-18,2018.0,4.0,18.0,1156.90964
2018-04-17,2018.0,4.0,17.0,1144.43936
2018-04-16,2018.0,4.0,16.0,1138.98616
2018-04-13,2018.0,4.0,13.0,1140.46128
2018-04-12,2018.0,4.0,12.0,1138.63916
2018-04-11,2018.0,4.0,11.0,1136.33508
2018-04-10,2018.0,4.0,10.0,1130.15908
2018-04-09,2018.0,4.0,9.0,1114.61108
2018-04-04,2018.0,4.0,4.0,1117.6869
2018-04-03,2018.0,4.0,3.0,1124.82388
2018-04-02,2018.0,4.0,2.0,1134.85776
2018-03-30,2018.0,3.0,30.0,1094.82608
2018-03-29,2018.0,3.0,29.0,1091.95332
2018-03-28,2018.0,3.0,28.0,1094.48412
2018-03-27,2018.0,3.0,27.0,1092.23304
2018-03-26,2018.0,3.0,26.0,1078.1628
2018-03-23,2018.0,3.0,23.0,1142.5812
2018-03-22,2018.0,3.0,22.0,1151.84532
2018-03-21,2018.0,3.0,21.0,1151.25768
2018-03-20,2018.0,3.0,20.0,1156.73536
2018-03-19,2018.0,3.0,19.0,1169.448
2018-03-16,2018.0,3.0,16.0,1169.29244
2018-03-15,2018.0,3.0,15.0,1166.48528
2018-03-14,2018.0,3.0,14.0,1161.95538
2018-03-13,2018.0,3.0,13.0,1161.10572
2018-03-12,2018.0,3.0,12.0,1173.34846
2018-03-09,2018.0,3.0,9.0,1179.12894
2018-03-08,2018.0,3.0,8.0,1203.3396
2018-03-07,2018.0,3.0,7.0,1202.2
2018-03-06,2018.0,3.0,6.0,1200.054
2018-03-05,2018.0,3.0,5.0,1208.8452
2018-03-02,2018.0,3.0,2.0,1214.385
2018-03-01,2018.0,3.0,1.0,1218.24
2018-02-28,2018.0,2.0,28.0,1214.82066
2018-02-27,2018.0,2.0,27.0,1217.084
2018-02-26,2018.0,2.0,26.0,1213.6058
2018-02-23,2018.0,2.0,23.0,1166.4312
2018-02-22,2018.0,2.0,22.0,1171.24022
2018-02-21,2018.0,2.0,21.0,1170.9081
2018-02-20,2018.0,2.0,20.0,1171.03084
2018-02-19,2018.0,2.0,19.0,1170.59042
2018-02-16,2018.0,2.0,16.0,1170.93698
2018-02-15,2018.0,2.0,15.0,1171.17524
2018-02-14,2018.0,2.0,14.0,1172.20048
2018-02-13,2018.0,2.0,13.0,1175.73828
2018-02-12,2018.0,2.0,12.0,1180.27244
2018-02-09,2018.0,2.0,9.0,1175.89712
2018-02-08,2018.0,2.0,8.0,1185.25424
2018-02-07,2018.0,2.0,7.0,1181.92582
2018-02-06,2018.0,2.0,6.0,1189.83568
2018-02-05,2018.0,2.0,5.0,1187.9356
2018-02-02,2018.0,2.0,2.0,1182.98712
2018-02-01,2018.0,2.0,1.0,1179.4638
2018-01-31,2018.0,1.0,31.0,1167.60514
2018-01-30,2018.0,1.0,30.0,1167.19588
2018-01-29,2018.0,1.0,29.0,1169.235
2018-01-26,2018.0,1.0,26.0,1170.5208
2018-01-25,2018.0,1.0,25.0,1161.3552
2018-01-24,2018.0,1.0,24.0,1151.2846
2018-01-23,2018.0,1.0,23.0,1151.1772
2018-01-22,2018.0,1.0,22.0,1160.88674
2018-01-19,2018.0,1.0,19.0,1141.02864
2018-01-18,2018.0,1.0,18.0,1130.2652
2018-01-17,2018.0,1.0,17.0,1123.26918
2018-01-16,2018.0,1.0,16.0,1123.32534
2018-01-15,2018.0,1.0,15.0,1113.7134
2018-01-12,2018.0,1.0,12.0,1136.8532
2018-01-11,2018.0,1.0,11.0,1135.24488
2018-01-10,2018.0,1.0,10.0,1131.39412
2018-01-09,2018.0,1.0,9.0,1132.00308
2018-01-08,2018.0,1.0,8.0,1136.356
2018-01-05,2018.0,1.0,5.0,1150.2414
2018-01-04,2018.0,1.0,4.0,1164.98272
2018-01-03,2018.0,1.0,3.0,1181.10892
2018-01-02,2018.0,1.0,2.0,1178.7814
2017-12-29,2017.0,12.0,29.0,1155.64566
2017-12-28,2017.0,12.0,28.0,1158.87804
2017-12-27,2017.0,12.0,27.0,1159.7046
2017-12-26,2017.0,12.0,26.0,1153.05464
2017-12-25,2017.0,12.0,25.0,1170.52848
2017-12-22,2017.0,12.0,22.0,1212.34928
2017-12-21,2017.0,12.0,21.0,1205.475
2017-12-20,2017.0,12.0,20.0,1213.3116
2017-12-19,2017.0,12.0,19.0,1227.3852
2017-12-18,2017.0,12.0,18.0,1237.21268
2017-12-15,2017.0,12.0,15.0,1228.1594
2017-12-14,2017.0,12.0,14.0,1235.61272
2017-12-13,2017.0,12.0,13.0,1244.36486
2017-12-12,2017.0,12.0,12.0,1245.04656
2017-12-11,2017.0,12.0,11.0,1235.54904
2017-12-08,2017.0,12.0,8.0,1220.85822
2017-12-07,2017.0,12.0,7.0,1221.1962
2017-12-06,2017.0,12.0,6.0,1233.19452
2017-12-05,2017.0,12.0,5.0,1232.31318
2017-12-04,2017.0,12.0,4.0,1232.82134
2017-12-01,2017.0,12.0,1.0,1209.77946
2017-11-30,2017.0,11.0,30.0,1210.79086
2017-11-29,2017.0,11.0,29.0,1202.18628
2017-11-28,2017.0,11.0,28.0,1196.91168
2017-11-27,2017.0,11.0,27.0,1201.15872
2017-11-24,2017.0,11.0,24.0,1201.783
2017-11-23,2017.0,11.0,23.0,1196.7164
2017-11-22,2017.0,11.0,22.0,1193.8674
2017-11-21,2017.0,11.0,21.0,1186.47344
2017-11-20,2017.0,11.0,20.0,1179.3992
2017-11-17,2017.0,11.0,17.0,1188.08204
2017-11-16,2017.0,11.0,16.0,1197.948
2017-11-15,2017.0,11.0,15.0,1198.9536
2017-11-14,2017.0,11.0,14.0,1199.13936
2017-11-13,2017.0,11.0,13.0,1177.6056
2017-11-10,2017.0,11.0,10.0,1154.0964
2017-11-09,2017.0,11.0,9.0,1151.72824
2017-11-08,2017.0,11.0,8.0,1136.32164
2017-11-07,2017.0,11.0,7.0,1136.70228
2017-11-06,2017.0,11.0,6.0,1136.15328
2017-11-03,2017.0,11.0,3.0,1135.10464
2017-11-02,2017.0,11.0,2.0,1142.74928
2017-11-01,2017.0,11.0,1.0,1145.59404
2017-10-31,2017.0,10.0,31.0,1142.89296
2017-10-30,2017.0,10.0,30.0,1145.5234
2017-10-27,2017.0,10.0,27.0,1160.0116
2017-10-26,2017.0,10.0,26.0,1159.35336
2017-10-25,2017.0,10.0,25.0,1169.62484
2017-10-24,2017.0,10.0,24.0,1169.03672
2017-10-23,2017.0,10.0,23.0,1159.26604
2017-10-20,2017.0,10.0,20.0,1138.37856
2017-10-19,2017.0,10.0,19.0,1138.32
2017-10-18,2017.0,10.0,18.0,1139.55708
2017-10-17,2017.0,10.0,17.0,1143.78072
2017-10-16,2017.0,10.0,16.0,1133.2628
2017-10-13,2017.0,10.0,13.0,1110.5954
2017-10-12,2017.0,10.0,12.0,1101.89024
2017-10-11,2017.0,10.0,11.0,1101.86912
2017-10-10,2017.0,10.0,10.0,1110.58308
2017-10-09,2017.0,10.0,9.0,1124.06184
2017-10-06,2017.0,10.0,6.0,1079.33856
2017-10-05,2017.0,10.0,5.0,1079.1924
2017-10-04,2017.0,10.0,4.0,1079.33856
2017-10-03,2017.0,10.0,3.0,1079.28984
2017-10-02,2017.0,10.0,2.0,1078.82352
2017-09-29,2017.0,9.0,29.0,1077.59856
2017-09-28,2017.0,9.0,28.0,1096.40544
2017-09-27,2017.0,9.0,27.0,1097.83156
2017-09-26,2017.0,9.0,26.0,1091.022
2017-09-25,2017.0,9.0,25.0,1094.095
2017-09-22,2017.0,9.0,22.0,1131.55416
2017-09-21,2017.0,9.0,21.0,1158.6732
2017-09-20,2017.0,9.0,20.0,1156.7862
2017-09-19,2017.0,9.0,19.0,1163.66702
2017-09-18,2017.0,9.0,18.0,1165.39588
2017-09-15,2017.0,9.0,15.0,1168.37376
2017-09-14,2017.0,9.0,14.0,1196.0736
2017-09-13,2017.0,9.0,13.0,1195.8
2017-09-12,2017.0,9.0,12.0,1195.9994
2017-09-11,2017.0,9.0,11.0,1199.31944
2017-09-08,2017.0,9.0,8.0,1211.19992
2017-09-07,2017.0,9.0,7.0,1209.3072
2017-09-06,2017.0,9.0,6.0,1207.18752
2017-09-05,2017.0,9.0,5.0,1202.302
2017-09-04,2017.0,9.0,4.0,1203.91584
2017-09-01,2017.0,9.0,1.0,1173.35536
2017-08-31,2017.0,8.0,31.0,1158.64368
2017-08-30,2017.0,8.0,30.0,1163.02588
2017-08-29,2017.0,8.0,29.0,1158.54988
2017-08-28,2017.0,8.0,28.0,1148.3946
2017-08-25,2017.0,8.0,25.0,1167.87696
2017-08-24,2017.0,8.0,24.0,1164.91234
2017-08-23,2017.0,8.0,23.0,1171.0612
2017-08-22,2017.0,8.0,22.0,1187.6458
2017-08-21,2017.0,8.0,21.0,1187.23
2017-08-18,2017.0,8.0,18.0,1162.54478
2017-08-17,2017.0,8.0,17.0,1159.853
2017-08-16,2017.0,8.0,16.0,1146.8424
2017-08-15,2017.0,8.0,15.0,1157.79
2017-08-14,2017.0,8.0,14.0,1173.2812
2017-08-11,2017.0,8.0,11.0,1189.5246
2017-08-10,2017.0,8.0,10.0,1185.2742
2017-08-09,2017.0,8.0,9.0,1151.34
2017-08-08,2017.0,8.0,8.0,1148.97
2017-08-07,2017.0,8.0,7.0,1147.7175
2017-08-04,2017.0,8.0,4.0,1104.2808
2017-08-03,2017.0,8.0,3.0,1089.0398
2017-08-02,2017.0,8.0,2.0,1089.6078
2017-08-01,2017.0,8.0,1.0,1088.7274
2017-07-31,2017.0,7.0,31.0,1086.8885
2017-07-28,2017.0,7.0,28.0,1062.73638
2017-07-27,2017.0,7.0,27.0,1060.45312
2017-07-26,2017.0,7.0,26.0,1061.06384
2017-07-25,2017.0,7.0,25.0,1054.614
2017-07-24,2017.0,7.0,24.0,1048.22512
2017-07-21,2017.0,7.0,21.0,1056.1912
2017-07-20,2017.0,7.0,20.0,1060.50864
2017-07-19,2017.0,7.0,19.0,1060.48088
2017-07-18,2017.0,7.0,18.0,1057.70488
2017-07-17,2017.0,7.0,17.0,1057.81592
2017-07-14,2017.0,7.0,14.0,1035.5036
2017-07-13,2017.0,7.0,13.0,1034.5448
2017-07-12,2017.0,7.0,12.0,1032.6408
2017-07-11,2017.0,7.0,11.0,1020.98784
2017-07-10,2017.0,7.0,10.0,1008.70152
2017-07-07,2017.0,7.0,7.0,997.41184
2017-07-06,2017.0,7.0,6.0,1009.58464
2017-07-05,2017.0,7.0,5.0,1015.40088
2017-07-04,2017.0,7.0,4.0,1017.1644
2017-07-03,2017.0,7.0,3.0,1012.6656
2017-06-30,2017.0,6.0,30.0,1017.71216
2017-06-29,2017.0,6.0,29.0,1015.17376
2017-06-28,2017.0,6.0,28.0,1000.5996
2017-06-27,2017.0,6.0,27.0,981.47112
2017-06-26,2017.0,6.0,26.0,975.19132
2017-06-23,2017.0,6.0,23.0,969.6656
2017-06-22,2017.0,6.0,22.0,970.1392
2017-06-21,2017.0,6.0,21.0,964.47924
2017-06-20,2017.0,6.0,20.0,966.81336
2017-06-19,2017.0,6.0,19.0,961.17416
2017-06-16,2017.0,6.0,16.0,950.51712
2017-06-15,2017.0,6.0,15.0,945.5408
2017-06-14,2017.0,6.0,14.0,930.31
2017-06-13,2017.0,6.0,13.0,930.8834
2017-06-12,2017.0,6.0,12.0,930.6699
2017-06-09,2017.0,6.0,9.0,912.76564
2017-06-08,2017.0,6.0,8.0,907.23732
2017-06-07,2017.0,6.0,7.0,906.86904
2017-06-06,2017.0,6.0,6.0,900.1938
2017-06-05,2017.0,6.0,5.0,922.5474
2017-06-02,2017.0,6.0,2.0,941.1819
2017-06-01,2017.0,6.0,1.0,946.83552
2017-05-31,2017.0,5.0,31.0,943.1664
2017-05-30,2017.0,5.0,30.0,937.053
2017-05-29,2017.0,5.0,29.0,937.6916
2017-05-26,2017.0,5.0,26.0,934.8396
2017-05-25,2017.0,5.0,25.0,932.7316
2017-05-24,2017.0,5.0,24.0,921.39144
2017-05-23,2017.0,5.0,23.0,945.0444
2017-05-22,2017.0,5.0,22.0,945.85452
2017-05-19,2017.0,5.0,19.0,927.29032
2017-05-18,2017.0,5.0,18.0,915.85248
2017-05-17,2017.0,5.0,17.0,915.40256
2017-05-16,2017.0,5.0,16.0,908.69128
2017-05-15,2017.0,5.0,15.0,908.38928
2017-05-12,2017.0,5.0,12.0,887.6268
2017-05-11,2017.0,5.0,11.0,884.61216
2017-05-10,2017.0,5.0,10.0,893.07636
2017-05-09,2017.0,5.0,9.0,879.01744
2017-05-08,2017.0,5.0,8.0,883.54928
2017-05-05,2017.0,5.0,5.0,879.79416
2017-05-04,2017.0,5.0,4.0,906.18896
2017-05-03,2017.0,5.0,3.0,906.04448
2017-05-02,2017.0,5.0,2.0,896.2166
2017-05-01,2017.0,5.0,1.0,894.25248
2017-04-28,2017.0,4.0,28.0,894.45444
2017-04-27,2017.0,4.0,27.0,854.61126
2017-04-26,2017.0,4.0,26.0,866.71204
2017-04-25,2017.0,4.0,25.0,842.27212
2017-04-24,2017.0,4.0,24.0,823.85632
2017-04-21,2017.0,4.0,21.0,840.62336
2017-04-20,2017.0,4.0,20.0,814.3912
2017-04-19,2017.0,4.0,19.0,824.0304
2017-04-18,2017.0,4.0,18.0,811.82944
2017-04-17,2017.0,4.0,17.0,843.11556
2017-04-14,2017.0,4.0,14.0,872.40628
2017-04-13,2017.0,4.0,13.0,868.47648
2017-04-12,2017.0,4.0,12.0,876.47514
2017-04-11,2017.0,4.0,11.0,884.0124
2017-04-10,2017.0,4.0,10.0,896.70532
2017-04-07,2017.0,4.0,7.0,888.3584
2017-04-06,2017.0,4.0,6.0,944.21544
2017-04-05,2017.0,4.0,5.0,944.79948
2017-04-04,2017.0,4.0,4.0,933.6182
2017-04-03,2017.0,4.0,3.0,932.961
2017-03-31,2017.0,3.0,31.0,932.7192
2017-03-30,2017.0,3.0,30.0,941.74542
2017-03-29,2017.0,3.0,29.0,939.83424
2017-03-28,2017.0,3.0,28.0,932.808
2017-03-27,2017.0,3.0,27.0,919.6533
2017-03-24,2017.0,3.0,24.0,965.25462
2017-03-23,2017.0,3.0,23.0,965.35734
2017-03-22,2017.0,3.0,22.0,958.01068
2017-03-21,2017.0,3.0,21.0,975.448
2017-03-20,2017.0,3.0,20.0,992.74774
2017-03-17,2017.0,3.0,17.0,983.68176
2017-03-16,2017.0,3.0,16.0,981.83184
2017-03-15,2017.0,3.0,15.0,990.27848
2017-03-14,2017.0,3.0,14.0,972.30192
2017-03-13,2017.0,3.0,13.0,968.67286
2017-03-10,2017.0,3.0,10.0,941.42084
2017-03-09,2017.0,3.0,9.0,930.605
2017-03-08,2017.0,3.0,8.0,945.996
2017-03-07,2017.0,3.0,7.0,948.1002
2017-03-06,2017.0,3.0,6.0,932.1612
2017-03-03,2017.0,3.0,3.0,962.5168
2017-03-02,2017.0,3.0,2.0,972.21294
2017-03-01,2017.0,3.0,1.0,970.56096
2017-02-28,2017.0,2.0,28.0,970.02
2017-02-27,2017.0,2.0,27.0,997.08384
2017-02-24,2017.0,2.0,24.0,987.32256
2017-02-23,2017.0,2.0,23.0,986.5616
2017-02-22,2017.0,2.0,22.0,1000.54482
2017-02-21,2017.0,2.0,21.0,1002.03
2017-02-20,2017.0,2.0,20.0,974.08634
2017-02-17,2017.0,2.0,17.0,957.3086
2017-02-16,2017.0,2.0,16.0,938.4765
2017-02-15,2017.0,2.0,15.0,932.40012
2017-02-14,2017.0,2.0,14.0,930.70062
2017-02-13,2017.0,2.0,13.0,934.3498
2017-02-10,2017.0,2.0,10.0,883.3332
2017-02-09,2017.0,2.0,9.0,864.63652
2017-02-08,2017.0,2.0,8.0,858.84928
2017-02-07,2017.0,2.0,7.0,850.0232
2017-02-06,2017.0,2.0,6.0,833.217
2017-02-03,2017.0,2.0,3.0,849.65344
2017-02-02,2017.0,2.0,2.0,849.60848
2017-02-01,2017.0,2.0,1.0,849.65906
2017-01-31,2017.0,1.0,31.0,849.62534
2017-01-30,2017.0,1.0,30.0,849.7265
2017-01-27,2017.0,1.0,27.0,849.84452
2017-01-26,2017.0,1.0,26.0,850.1199
2017-01-25,2017.0,1.0,25.0,852.60956
2017-01-24,2017.0,1.0,24.0,851.68788
2017-01-23,2017.0,1.0,23.0,850.2885
2017-01-20,2017.0,1.0,20.0,852.49154
2017-01-19,2017.0,1.0,19.0,853.84596
2017-01-18,2017.0,1.0,18.0,864.8024
2017-01-17,2017.0,1.0,17.0,879.3036
2017-01-16,2017.0,1.0,16.0,879.36784
2017-01-13,2017.0,1.0,13.0,851.91968
2017-01-12,2017.0,1.0,12.0,867.03666
2017-01-11,2017.0,1.0,11.0,855.9717
2017-01-10,2017.0,1.0,10.0,852.76032
2017-01-09,2017.0,1.0,9.0,825.11208
2017-01-06,2017.0,1.0,6.0,841.35786
2017-01-05,2017.0,1.0,5.0,836.1573
2017-01-04,2017.0,1.0,4.0,823.9715
2017-01-03,2017.0,1.0,3.0,824.9395
2016-12-30,2016.0,12.0,30.0,815.09792
2016-12-29,2016.0,12.0,29.0,838.0056
2016-12-28,2016.0,12.0,28.0,838.8344
2016-12-27,2016.0,12.0,27.0,821.96108
2016-12-26,2016.0,12.0,26.0,833.43428
2016-12-23,2016.0,12.0,23.0,856.32536
2016-12-22,2016.0,12.0,22.0,870.74244
2016-12-21,2016.0,12.0,21.0,870.25356
2016-12-20,2016.0,12.0,20.0,866.7036
2016-12-19,2016.0,12.0,19.0,875.0527
2016-12-16,2016.0,12.0,16.0,910.39872
2016-12-15,2016.0,12.0,15.0,913.69408
2016-12-14,2016.0,12.0,14.0,919.8186
2016-12-13,2016.0,12.0,13.0,933.4694
2016-12-12,2016.0,12.0,12.0,934.278
2016-12-09,2016.0,12.0,9.0,872.79354
2016-12-08,2016.0,12.0,8.0,866.64316
2016-12-07,2016.0,12.0,7.0,845.20426
2016-12-06,2016.0,12.0,6.0,834.8136
2016-12-05,2016.0,12.0,5.0,840.54552
2016-12-02,2016.0,12.0,2.0,839.98396
2016-12-01,2016.0,12.0,1.0,825.77016
2016-11-30,2016.0,11.0,30.0,801.4205
2016-11-29,2016.0,11.0,29.0,824.49798
2016-11-28,2016.0,11.0,28.0,821.68608
2016-11-25,2016.0,11.0,25.0,793.19624
2016-11-24,2016.0,11.0,24.0,751.61472
2016-11-23,2016.0,11.0,23.0,752.93904
2016-11-22,2016.0,11.0,22.0,749.60628
2016-11-21,2016.0,11.0,21.0,735.66152
2016-11-18,2016.0,11.0,18.0,745.5288
2016-11-17,2016.0,11.0,17.0,743.58168
2016-11-16,2016.0,11.0,16.0,744.8456
2016-11-15,2016.0,11.0,15.0,769.1928
2016-11-14,2016.0,11.0,14.0,772.03536
2016-11-11,2016.0,11.0,11.0,780.6744
2016-11-10,2016.0,11.0,10.0,776.71248
