Date.3,year,month,day,"Fe 62%, CFR country1"
2017-03-01,2017,3,1,215.52
2017-02-28,2017,2,28,215.54
2017-02-27,2017,2,27,217.66
2017-02-24,2017,2,24,214.0
2017-02-23,2017,2,23,215.68
2017-02-22,2017,2,22,221.6
2017-02-21,2017,2,21,222.72
2017-02-20,2017,2,20,217.68
2017-02-17,2017,2,17,213.74
2017-02-16,2017,2,16,213.12
2017-02-15,2017,2,15,215.1
2017-02-14,2017,2,14,216.42
2017-02-13,2017,2,13,217.46
2017-02-10,2017,2,10,206.24
2017-02-09,2017,2,9,200.68
2017-02-08,2017,2,8,200.06
2017-02-07,2017,2,7,199.58
2017-02-06,2017,2,6,194.2
2017-02-03,2017,2,3,197.38
2017-02-02,2017,2,2,199.68
2017-02-01,2017,2,1,199.68
2017-01-31,2017,1,31,199.68
2017-01-27,2017,1,27,199.68
2017-01-26,2017,1,26,199.68
2017-01-25,2017,1,25,197.98
2017-01-24,2017,1,24,198.38
2017-01-23,2017,1,23,195.26
2017-01-20,2017,1,20,193.82
2017-01-19,2017,1,19,194.98
2017-01-18,2017,1,18,197.1
2017-01-17,2017,1,17,196.1
2017-01-16,2017,1,16,200.3
2017-01-13,2017,1,13,194.08
2017-01-12,2017,1,12,194.98
2017-01-11,2017,1,11,193.82
2017-01-10,2017,1,10,191.86
2017-01-09,2017,1,9,188.46
2017-01-06,2017,1,6,185.5
2017-01-05,2017,1,5,190.86
2017-01-04,2017,1,4,187.5
2017-01-03,2017,1,3,188.82
2016-12-30,2016,12,30,190.74
2016-12-29,2016,12,29,193.86
2016-12-28,2016,12,28,194.36
2016-12-27,2016,12,27,191.84
2016-12-23,2016,12,23,189.28
2016-12-22,2016,12,22,185.3
2016-12-21,2016,12,21,191.38
2016-12-20,2016,12,20,192.24
2016-12-19,2016,12,19,195.44
2016-12-16,2016,12,16,195.98
2016-12-15,2016,12,15,196.0
2016-12-14,2016,12,14,191.36
2016-12-13,2016,12,13,199.84
2016-12-12,2016,12,12,200.16
2016-12-09,2016,12,9,196.32
2016-12-08,2016,12,8,196.56
2016-12-07,2016,12,7,197.5
2016-12-06,2016,12,6,192.46
2016-12-05,2016,12,5,190.24
2016-12-02,2016,12,2,188.58
2016-12-01,2016,12,1,189.72
2016-11-30,2016,11,30,177.16
2016-11-29,2016,11,29,187.6
2016-11-28,2016,11,28,194.66
2016-11-25,2016,11,25,192.22
2016-11-24,2016,11,24,186.86
2016-11-23,2016,11,23,184.74
2016-11-22,2016,11,22,182.8
2016-11-21,2016,11,21,173.68
2016-11-18,2016,11,18,178.58
2016-11-17,2016,11,17,180.1
2016-11-16,2016,11,16,177.84
2016-11-15,2016,11,15,178.36
2016-11-14,2016,11,14,188.54
2016-11-11,2016,11,11,192.62
2016-11-10,2016,11,10,181.24
2016-11-09,2016,11,9,174.96
2016-11-08,2016,11,8,169.6
2016-11-07,2016,11,7,167.86
2016-11-04,2016,11,4,163.0
2016-11-03,2016,11,3,163.92
2016-11-02,2016,11,2,163.62
2016-11-01,2016,11,1,163.66
2016-10-31,2016,10,31,161.76
2016-10-28,2016,10,28,160.92
2016-10-27,2016,10,27,159.08
2016-10-26,2016,10,26,159.14
2016-10-25,2016,10,25,156.92
2016-10-24,2016,10,24,151.56
2016-10-21,2016,10,21,150.44
2016-10-20,2016,10,20,150.7
2016-10-19,2016,10,19,149.74
2016-10-18,2016,10,18,149.82
2016-10-17,2016,10,17,149.76
2016-10-14,2016,10,14,147.56
2016-10-13,2016,10,13,146.34
2016-10-12,2016,10,12,147.32
2016-10-11,2016,10,11,145.6
2016-10-10,2016,10,10,144.68
2016-10-07,2016,10,7,144.72
2016-10-06,2016,10,6,144.72
2016-10-05,2016,10,5,144.72
2016-10-04,2016,10,4,144.72
2016-10-03,2016,10,3,144.72
2016-09-30,2016,9,30,144.72
2016-09-29,2016,9,29,146.36
2016-09-28,2016,9,28,145.96
2016-09-27,2016,9,27,146.26
2016-09-26,2016,9,26,146.54
2016-09-23,2016,9,23,146.58
2016-09-22,2016,9,22,145.68
2016-09-21,2016,9,21,144.74
2016-09-20,2016,9,20,144.54
2016-09-19,2016,9,19,144.36
2016-09-16,2016,9,16,144.94
2016-09-15,2016,9,15,144.94
2016-09-14,2016,9,14,144.94
2016-09-13,2016,9,13,145.18
2016-09-09,2016,9,9,148.56
2016-09-08,2016,9,8,149.28
2016-09-07,2016,9,7,149.92
2016-09-06,2016,9,6,151.32
2016-09-05,2016,9,5,151.48
2016-09-02,2016,9,2,151.78
2016-09-01,2016,9,1,150.72
2016-08-31,2016,8,31,150.94
2016-08-30,2016,8,30,151.62
2016-08-29,2016,8,29,151.28
2016-08-26,2016,8,26,151.26
2016-08-25,2016,8,25,155.88
2016-08-24,2016,8,24,156.4
2016-08-23,2016,8,23,156.5
2016-08-22,2016,8,22,155.46
2016-08-19,2016,8,19,154.9
2016-08-18,2016,8,18,154.42
2016-08-17,2016,8,17,154.74
2016-08-16,2016,8,16,157.06
2016-08-15,2016,8,15,153.44
2016-08-12,2016,8,12,153.74
2016-08-11,2016,8,11,151.72
2016-08-10,2016,8,10,154.16
2016-08-08,2016,8,8,156.12
2016-08-05,2016,8,5,154.48
2016-08-04,2016,8,4,152.0
2016-08-03,2016,8,3,156.34
2016-08-02,2016,8,2,156.88
2016-08-01,2016,8,1,157.54
2016-07-29,2016,7,29,151.74
2016-07-28,2016,7,28,154.4
2016-07-27,2016,7,27,150.26
2016-07-26,2016,7,26,149.16
2016-07-25,2016,7,25,146.72
2016-07-22,2016,7,22,144.74
2016-07-21,2016,7,21,147.34
2016-07-20,2016,7,20,144.5
2016-07-19,2016,7,19,145.04
2016-07-18,2016,7,18,146.72
2016-07-15,2016,7,15,149.84
2016-07-14,2016,7,14,149.94
2016-07-13,2016,7,13,151.3
2016-07-12,2016,7,12,151.76
2016-07-11,2016,7,11,144.36
2016-07-08,2016,7,8,143.34
2016-07-07,2016,7,7,143.14
2016-07-05,2016,7,5,144.86
2016-07-04,2016,7,4,145.44
2016-07-01,2016,7,1,141.66
2016-06-30,2016,6,30,144.32
2016-06-29,2016,6,29,140.78
2016-06-28,2016,6,28,140.3
2016-06-27,2016,6,27,140.72
2016-06-24,2016,6,24,134.22
2016-06-23,2016,6,23,136.78
2016-06-22,2016,6,22,137.58
2016-06-21,2016,6,21,134.74
2016-06-20,2016,6,20,135.12
2016-06-17,2016,6,17,135.1
2016-06-16,2016,6,16,134.4
2016-06-15,2016,6,15,134.3
2016-06-14,2016,6,14,134.14
2016-06-13,2016,6,13,138.82
2016-06-10,2016,6,10,138.12
2016-06-09,2016,6,9,138.12
2016-06-08,2016,6,8,138.12
2016-06-07,2016,6,7,138.08
2016-06-06,2016,6,6,135.22
2016-06-03,2016,6,3,133.16
2016-06-02,2016,6,2,129.36
2016-06-01,2016,6,1,129.8
2016-05-31,2016,5,31,133.3
2016-05-30,2016,5,30,133.54
2016-05-27,2016,5,27,135.3
2016-05-26,2016,5,26,131.96
2016-05-25,2016,5,25,133.82
2016-05-24,2016,5,24,135.72
2016-05-23,2016,5,23,135.44
2016-05-20,2016,5,20,142.78
2016-05-19,2016,5,19,139.94
2016-05-18,2016,5,18,146.56
2016-05-17,2016,5,17,144.56
2016-05-16,2016,5,16,141.68
2016-05-13,2016,5,13,142.08
2016-05-12,2016,5,12,143.1
2016-05-11,2016,5,11,144.14
2016-05-10,2016,5,10,143.52
2016-05-09,2016,5,9,142.98
2016-05-06,2016,5,6,149.58
2016-05-05,2016,5,5,153.5
2016-05-04,2016,5,4,153.18
2016-05-03,2016,5,3,159.82
2016-04-29,2016,4,29,165.48
2016-04-28,2016,4,28,160.32
2016-04-27,2016,4,27,155.18
2016-04-26,2016,4,26,158.56
2016-04-25,2016,4,25,165.14
2016-04-22,2016,4,22,165.66
2016-04-21,2016,4,21,173.92
2016-04-20,2016,4,20,162.54
2016-04-19,2016,4,19,158.7
2016-04-18,2016,4,18,153.72
2016-04-15,2016,4,15,149.56
2016-04-14,2016,4,14,151.76
2016-04-13,2016,4,13,153.96
2016-04-12,2016,4,12,151.44
2016-04-11,2016,4,11,146.24
2016-04-08,2016,4,8,141.06
2016-04-07,2016,4,7,142.4
2016-04-06,2016,4,6,142.14
2016-04-05,2016,4,5,142.5
2016-04-04,2016,4,4,142.6
2016-04-01,2016,4,1,142.6
2016-03-31,2016,3,31,140.5
2016-03-30,2016,3,30,141.36
2016-03-29,2016,3,29,143.22
2016-03-28,2016,3,28,144.52
2016-03-24,2016,3,24,145.74
2016-03-23,2016,3,23,148.74
2016-03-22,2016,3,22,149.72
2016-03-21,2016,3,21,150.64
2016-03-18,2016,3,18,148.0
2016-03-17,2016,3,17,145.18
2016-03-16,2016,3,16,140.14
2016-03-15,2016,3,15,138.76
2016-03-14,2016,3,14,144.1
2016-03-11,2016,3,11,147.18
2016-03-10,2016,3,10,148.84
2016-03-09,2016,3,9,149.04
2016-03-08,2016,3,8,160.26
2016-03-07,2016,3,7,160.48
2016-03-04,2016,3,4,140.5
2016-03-03,2016,3,3,135.4
2016-03-02,2016,3,2,138.0
2016-03-01,2016,3,1,135.88
2016-02-29,2016,2,29,132.24
2016-02-26,2016,2,26,129.58
2016-02-25,2016,2,25,132.5
2016-02-24,2016,2,24,136.28
2016-02-23,2016,2,23,136.2
2016-02-22,2016,2,22,136.04
2016-02-19,2016,2,19,130.04
2016-02-18,2016,2,18,127.28
2016-02-17,2016,2,17,125.7
2016-02-16,2016,2,16,126.56
2016-02-15,2016,2,15,125.52
2016-02-12,2016,2,12,120.3
2016-02-11,2016,2,11,123.5
2016-02-10,2016,2,10,124.46
2016-02-05,2016,2,5,124.46
2016-02-04,2016,2,4,124.04
2016-02-03,2016,2,3,122.26
2016-02-02,2016,2,2,120.68
2016-02-01,2016,2,1,119.04
2016-01-29,2016,1,29,116.44
2016-01-28,2016,1,28,116.84
2016-01-27,2016,1,27,117.86
2016-01-26,2016,1,26,115.16
2016-01-25,2016,1,25,116.14
2016-01-22,2016,1,22,117.4
2016-01-21,2016,1,21,115.58
2016-01-20,2016,1,20,116.22
2016-01-19,2016,1,19,118.56
2016-01-18,2016,1,18,118.32
2016-01-15,2016,1,15,115.24
2016-01-14,2016,1,14,113.44
2016-01-13,2016,1,13,112.02
2016-01-12,2016,1,12,115.38
2016-01-11,2016,1,11,115.62
2016-01-08,2016,1,8,117.26
2016-01-07,2016,1,7,118.3
2016-01-06,2016,1,6,118.82
2016-01-05,2016,1,5,119.22
2016-01-04,2016,1,4,121.74
2015-12-31,2015,12,31,120.14
2015-12-30,2015,12,30,119.84
2015-12-29,2015,12,29,117.62
2015-12-28,2015,12,28,115.6
2015-12-24,2015,12,24,115.0
2015-12-23,2015,12,23,114.64
2015-12-22,2015,12,22,114.6
2015-12-21,2015,12,21,113.92
2015-12-18,2015,12,18,113.2
2015-12-17,2015,12,17,111.86
2015-12-16,2015,12,16,111.36
2015-12-15,2015,12,15,111.72
2015-12-14,2015,12,14,111.12
2015-12-11,2015,12,11,109.6
2015-12-10,2015,12,10,110.04
2015-12-09,2015,12,9,111.16
2015-12-08,2015,12,8,110.3
2015-12-07,2015,12,7,111.12
2015-12-04,2015,12,4,113.06
2015-12-03,2015,12,3,114.5
2015-12-02,2015,12,2,115.26
2015-12-01,2015,12,1,117.48
2015-11-30,2015,11,30,118.94
2015-11-27,2015,11,27,122.0
2015-11-26,2015,11,26,120.96
2015-11-25,2015,11,25,121.14
2015-11-24,2015,11,24,120.78
2015-11-23,2015,11,23,122.5
2015-11-20,2015,11,20,122.82
2015-11-19,2015,11,19,123.88
2015-11-18,2015,11,18,125.7
2015-11-17,2015,11,17,124.16
2015-11-16,2015,11,16,128.48
2015-11-13,2015,11,13,129.28
2015-11-12,2015,11,12,128.62
2015-11-11,2015,11,11,130.16
2015-11-09,2015,11,9,129.48
2015-11-06,2015,11,6,129.42
2015-11-05,2015,11,5,130.42
2015-11-04,2015,11,4,131.36
2015-11-03,2015,11,3,131.22
2015-11-02,2015,11,2,132.0
2015-10-30,2015,10,30,132.66
2015-10-29,2015,10,29,132.3
2015-10-28,2015,10,28,132.9
2015-10-27,2015,10,27,136.0
2015-10-26,2015,10,26,135.06
2015-10-23,2015,10,23,136.24
2015-10-22,2015,10,22,137.36
2015-10-21,2015,10,21,138.58
2015-10-20,2015,10,20,138.86
2015-10-19,2015,10,19,139.6
2015-10-16,2015,10,16,140.52
2015-10-15,2015,10,15,140.48
2015-10-14,2015,10,14,143.24
2015-10-13,2015,10,13,142.94
2015-10-12,2015,10,12,146.22
2015-10-09,2015,10,9,145.02
2015-10-08,2015,10,8,144.94
2015-10-07,2015,10,7,139.28
2015-10-06,2015,10,6,139.28
2015-10-05,2015,10,5,139.28
2015-10-02,2015,10,2,139.28
2015-10-01,2015,10,1,145.08
2015-09-30,2015,9,30,145.64
2015-09-29,2015,9,29,145.1
2015-09-28,2015,9,28,146.72
2015-09-25,2015,9,25,146.96
2015-09-23,2015,9,23,143.6
2015-09-22,2015,9,22,145.42
2015-09-21,2015,9,21,147.6
2015-09-18,2015,9,18,148.38
2015-09-17,2015,9,17,147.74
2015-09-16,2015,9,16,147.42
2015-09-15,2015,9,15,147.56
2015-09-14,2015,9,14,149.2
2015-09-10,2015,9,10,151.02
2015-09-09,2015,9,9,149.36
2015-09-08,2015,9,8,147.84
2015-09-07,2015,9,7,146.7
2015-09-04,2015,9,4,146.0
2015-09-03,2015,9,3,146.0
2015-09-02,2015,9,2,146.4
2015-09-01,2015,9,1,146.18
2015-08-31,2015,8,31,145.42
2015-08-28,2015,8,28,145.08
2015-08-27,2015,8,27,140.86
2015-08-26,2015,8,26,140.34
2015-08-25,2015,8,25,139.9
2015-08-24,2015,8,24,139.56
2015-08-21,2015,8,21,145.2
2015-08-20,2015,8,20,144.68
2015-08-19,2015,8,19,145.82
2015-08-18,2015,8,18,146.84
2015-08-17,2015,8,17,146.32
2015-08-14,2015,8,14,146.48
2015-08-13,2015,8,13,147.04
2015-08-12,2015,8,12,145.62
2015-08-11,2015,8,11,145.44
2015-08-06,2015,8,6,145.8
2015-08-05,2015,8,5,146.56
2015-08-04,2015,8,4,143.58
2015-08-03,2015,8,3,144.26
2015-07-31,2015,7,31,139.82
2015-07-30,2015,7,30,144.28
2015-07-29,2015,7,29,144.78
2015-07-28,2015,7,28,139.9
2015-07-27,2015,7,27,137.7
2015-07-24,2015,7,24,135.84
2015-07-23,2015,7,23,136.44
2015-07-22,2015,7,22,136.52
2015-07-21,2015,7,21,137.2
2015-07-20,2015,7,20,137.78
2015-07-16,2015,7,16,134.32
2015-07-15,2015,7,15,134.1
2015-07-14,2015,7,14,133.12
2015-07-13,2015,7,13,133.6
2015-07-10,2015,7,10,133.2
2015-07-09,2015,7,9,130.98
2015-07-08,2015,7,8,122.18
2015-07-07,2015,7,7,132.2
2015-07-06,2015,7,6,137.56
2015-07-03,2015,7,3,143.52
2015-07-02,2015,7,2,144.26
2015-07-01,2015,7,1,151.4
2015-06-30,2015,6,30,151.7
2015-06-29,2015,6,29,155.58
2015-06-26,2015,6,26,157.02
2015-06-25,2015,6,25,157.38
2015-06-24,2015,6,24,158.06
2015-06-23,2015,6,23,155.68
2015-06-22,2015,6,22,153.04
2015-06-19,2015,6,19,155.72
2015-06-18,2015,6,18,156.54
2015-06-17,2015,6,17,156.02
2015-06-16,2015,6,16,158.82
2015-06-15,2015,6,15,161.5
2015-06-12,2015,6,12,163.26
2015-06-11,2015,6,11,164.22
2015-06-10,2015,6,10,163.78
2015-06-09,2015,6,9,161.54
2015-06-08,2015,6,8,161.68
2015-06-05,2015,6,5,161.9
2015-06-04,2015,6,4,162.54
2015-06-03,2015,6,3,159.66
2015-06-02,2015,6,2,159.04
2015-05-29,2015,5,29,156.7
2015-05-28,2015,5,28,157.66
2015-05-27,2015,5,27,159.2
2015-05-26,2015,5,26,158.56
2015-05-25,2015,5,25,155.36
2015-05-22,2015,5,22,152.92
2015-05-21,2015,5,21,148.82
2015-05-20,2015,5,20,147.24
2015-05-19,2015,5,19,150.06
2015-05-18,2015,5,18,154.3
2015-05-15,2015,5,15,155.62
2015-05-14,2015,5,14,157.6
2015-05-13,2015,5,13,158.16
2015-05-12,2015,5,12,158.76
2015-05-11,2015,5,11,159.04
2015-05-08,2015,5,8,155.8
2015-05-07,2015,5,7,153.72
2015-05-06,2015,5,6,154.78
2015-05-05,2015,5,5,150.4
2015-05-04,2015,5,4,148.1
2015-04-30,2015,4,30,145.36
2015-04-29,2015,4,29,147.26
2015-04-28,2015,4,28,152.76
2015-04-27,2015,4,27,151.18
2015-04-24,2015,4,24,148.62
2015-04-23,2015,4,23,142.64
2015-04-22,2015,4,22,141.08
2015-04-21,2015,4,21,135.08
2015-04-20,2015,4,20,136.14
2015-04-17,2015,4,17,134.86
2015-04-16,2015,4,16,132.56
2015-04-15,2015,4,15,133.66
2015-04-14,2015,4,14,134.56
2015-04-13,2015,4,13,130.64
2015-04-10,2015,4,10,128.06
2015-04-09,2015,4,9,129.68
2015-04-08,2015,4,8,129.1
2015-04-07,2015,4,7,129.12
2015-04-06,2015,4,6,127.16
2015-04-02,2015,4,2,127.16
2015-04-01,2015,4,1,132.06
2015-03-31,2015,3,31,135.7
2015-03-30,2015,3,30,138.38
2015-03-27,2015,3,27,139.28
2015-03-26,2015,3,26,143.72
2015-03-25,2015,3,25,144.62
2015-03-24,2015,3,24,144.72
2015-03-23,2015,3,23,142.62
2015-03-20,2015,3,20,142.32
2015-03-19,2015,3,19,143.0
2015-03-18,2015,3,18,143.96
2015-03-17,2015,3,17,146.9
2015-03-16,2015,3,16,150.8
2015-03-13,2015,3,13,148.32
2015-03-12,2015,3,12,148.94
2015-03-11,2015,3,11,148.22
2015-03-10,2015,3,10,149.3
2015-03-09,2015,3,9,150.16
2015-03-06,2015,3,6,151.98
2015-03-05,2015,3,5,152.46
2015-03-04,2015,3,4,156.88
2015-03-03,2015,3,3,157.48
2015-03-02,2015,3,2,158.66
2015-02-27,2015,2,27,158.12
2015-02-26,2015,2,26,157.74
2015-02-25,2015,2,25,158.88
2015-02-24,2015,2,24,161.02
2015-02-23,2015,2,23,159.88
2015-02-18,2015,2,18,159.88
2015-02-17,2015,2,17,159.04
2015-02-16,2015,2,16,163.56
2015-02-13,2015,2,13,159.38
2015-02-12,2015,2,12,157.54
2015-02-11,2015,2,11,157.36
2015-02-10,2015,2,10,157.76
2015-02-09,2015,2,9,155.4
2015-02-06,2015,2,6,157.98
2015-02-05,2015,2,5,156.28
2015-02-04,2015,2,4,158.16
2015-02-03,2015,2,3,159.36
2015-02-02,2015,2,2,157.9
2015-01-30,2015,1,30,157.42
2015-01-29,2015,1,29,159.54
2015-01-28,2015,1,28,159.18
2015-01-27,2015,1,27,160.0
2015-01-26,2015,1,26,160.08
2015-01-23,2015,1,23,165.84
2015-01-22,2015,1,22,166.58
2015-01-21,2015,1,21,168.62
2015-01-20,2015,1,20,169.32
2015-01-19,2015,1,19,169.18
2015-01-16,2015,1,16,170.22
2015-01-15,2015,1,15,170.26
2015-01-14,2015,1,14,169.6
2015-01-13,2015,1,13,170.48
2015-01-12,2015,1,12,173.6
2015-01-09,2015,1,9,175.36
2015-01-08,2015,1,8,175.72
2015-01-07,2015,1,7,174.92
2015-01-06,2015,1,6,175.98
2015-01-05,2015,1,5,174.74
2015-01-02,2015,1,2,175.52
2014-12-31,2014,12,31,175.52
2014-12-30,2014,12,30,175.3
2014-12-29,2014,12,29,170.42
2014-12-26,2014,12,26,167.68
2014-12-24,2014,12,24,166.88
2014-12-23,2014,12,23,166.68
2014-12-22,2014,12,22,168.8
2014-12-19,2014,12,19,171.34
2014-12-18,2014,12,18,169.84
2014-12-17,2014,12,17,169.1
2014-12-16,2014,12,16,170.16
2014-12-15,2014,12,15,171.12
2014-12-12,2014,12,12,170.98
2014-12-11,2014,12,11,171.74
2014-12-10,2014,12,10,171.28
2014-12-09,2014,12,9,171.12
2014-12-08,2014,12,8,172.6
2014-12-05,2014,12,5,176.54
2014-12-04,2014,12,4,175.5
2014-12-03,2014,12,3,171.5
2014-12-02,2014,12,2,174.34
2014-12-01,2014,12,1,175.22
2014-11-28,2014,11,28,175.64
2014-11-27,2014,11,27,172.96
2014-11-26,2014,11,26,169.98
2014-11-25,2014,11,25,172.16
2014-11-24,2014,11,24,173.84
2014-11-21,2014,11,21,173.62
2014-11-20,2014,11,20,174.94
2014-11-19,2014,11,19,173.4
2014-11-18,2014,11,18,176.6
2014-11-17,2014,11,17,183.16
2014-11-14,2014,11,14,183.94
2014-11-13,2014,11,13,184.96
2014-11-12,2014,11,12,185.4
2014-11-11,2014,11,11,184.74
2014-11-10,2014,11,10,184.6
2014-11-07,2014,11,7,184.68
2014-11-06,2014,11,6,183.76
2014-11-05,2014,11,5,185.92
2014-11-04,2014,11,4,189.02
2014-11-03,2014,11,3,190.26
2014-10-31,2014,10,31,192.18
2014-10-30,2014,10,30,192.64
2014-10-29,2014,10,29,191.18
2014-10-28,2014,10,28,191.44
2014-10-27,2014,10,27,192.04
2014-10-24,2014,10,24,193.96
2014-10-23,2014,10,23,193.58
2014-10-21,2014,10,21,196.66
2014-10-20,2014,10,20,196.2
2014-10-17,2014,10,17,194.64
2014-10-16,2014,10,16,193.64
2014-10-15,2014,10,15,198.1
2014-10-14,2014,10,14,200.64
2014-10-13,2014,10,13,201.34
2014-10-10,2014,10,10,193.48
2014-10-09,2014,10,9,190.76
2014-10-08,2014,10,8,193.36
2014-10-07,2014,10,7,193.84
2014-10-03,2014,10,3,192.2
2014-10-02,2014,10,2,192.2
2014-10-01,2014,10,1,190.78
2014-09-30,2014,9,30,189.1
2014-09-29,2014,9,29,188.94
2014-09-26,2014,9,26,190.36
2014-09-25,2014,9,25,190.26
2014-09-24,2014,9,24,192.8
2014-09-23,2014,9,23,192.38
2014-09-22,2014,9,22,193.2
2014-09-19,2014,9,19,195.04
2014-09-18,2014,9,18,199.12
2014-09-17,2014,9,17,201.96
2014-09-16,2014,9,16,203.12
2014-09-15,2014,9,15,204.16
2014-09-12,2014,9,12,197.76
2014-09-11,2014,9,11,198.28
2014-09-10,2014,9,10,197.44
2014-09-09,2014,9,9,200.0
2014-09-08,2014,9,8,200.96
2014-09-05,2014,9,5,200.6
2014-09-04,2014,9,4,203.48
2014-09-03,2014,9,3,205.18
2014-09-02,2014,9,2,207.8
2014-09-01,2014,9,1,208.58
2014-08-29,2014,8,29,208.24
2014-08-28,2014,8,28,208.4
2014-08-27,2014,8,27,209.58
2014-08-26,2014,8,26,211.04
2014-08-25,2014,8,25,213.14
2014-08-22,2014,8,22,213.68
2014-08-21,2014,8,21,216.54
2014-08-20,2014,8,20,217.76
2014-08-19,2014,8,19,219.06
2014-08-18,2014,8,18,219.7
2014-08-15,2014,8,15,220.96
2014-08-14,2014,8,14,220.94
2014-08-13,2014,8,13,220.18
2014-08-12,2014,8,12,221.48
2014-08-11,2014,8,11,223.44
2014-08-08,2014,8,8,222.98
2014-08-07,2014,8,7,223.8
2014-08-06,2014,8,6,225.36
2014-08-05,2014,8,5,224.46
2014-08-04,2014,8,4,223.34
2014-08-01,2014,8,1,224.68
2014-07-31,2014,7,31,224.26
2014-07-30,2014,7,30,225.2
2014-07-29,2014,7,29,225.44
2014-07-25,2014,7,25,222.3
2014-07-24,2014,7,24,221.04
2014-07-23,2014,7,23,220.98
2014-07-22,2014,7,22,223.72
2014-07-21,2014,7,21,224.42
2014-07-18,2014,7,18,226.88
2014-07-17,2014,7,17,229.2
2014-07-16,2014,7,16,229.7
2014-07-15,2014,7,15,228.78
2014-07-14,2014,7,14,228.34
2014-07-11,2014,7,11,226.84
2014-07-10,2014,7,10,226.1
2014-07-09,2014,7,9,225.94
2014-07-08,2014,7,8,226.02
2014-07-07,2014,7,7,223.52
2014-07-04,2014,7,4,225.22
2014-07-03,2014,7,3,225.66
2014-07-02,2014,7,2,223.66
2014-07-01,2014,7,1,220.54
2014-06-30,2014,6,30,221.04
2014-06-27,2014,6,27,224.62
2014-06-26,2014,6,26,224.44
2014-06-25,2014,6,25,221.38
2014-06-24,2014,6,24,218.94
2014-06-23,2014,6,23,220.48
2014-06-20,2014,6,20,217.26
2014-06-19,2014,6,19,215.46
2014-06-18,2014,6,18,215.56
2014-06-17,2014,6,17,212.96
2014-06-16,2014,6,16,211.96
2014-06-13,2014,6,13,214.62
2014-06-12,2014,6,12,215.34
2014-06-11,2014,6,11,221.04
2014-06-10,2014,6,10,220.02
2014-06-09,2014,6,9,221.92
2014-06-06,2014,6,6,221.54
2014-06-05,2014,6,5,220.58
2014-06-04,2014,6,4,222.68
2014-06-03,2014,6,3,218.36
2014-06-02,2014,6,2,218.16
2014-05-30,2014,5,30,215.66
2014-05-29,2014,5,29,227.58
2014-05-28,2014,5,28,228.68
2014-05-27,2014,5,27,230.9
2014-05-26,2014,5,26,230.6
2014-05-23,2014,5,23,229.58
2014-05-22,2014,5,22,230.8
2014-05-21,2014,5,21,230.78
2014-05-20,2014,5,20,229.36
2014-05-19,2014,5,19,230.66
2014-05-16,2014,5,16,234.48
2014-05-15,2014,5,15,240.62
2014-05-14,2014,5,14,239.54
2014-05-12,2014,5,12,238.52
2014-05-09,2014,5,9,239.06
2014-05-08,2014,5,8,243.48
2014-05-07,2014,5,7,245.52
2014-05-06,2014,5,6,245.58
2014-05-05,2014,5,5,245.66
2014-05-02,2014,5,2,246.64
2014-04-30,2014,4,30,244.8
2014-04-29,2014,4,29,250.68
2014-04-28,2014,4,28,249.34
2014-04-25,2014,4,25,256.08
2014-04-24,2014,4,24,260.16
2014-04-23,2014,4,23,259.62
2014-04-22,2014,4,22,255.56
2014-04-21,2014,4,21,260.5
2014-04-17,2014,4,17,267.32
2014-04-16,2014,4,16,265.28
2014-04-15,2014,4,15,267.36
2014-04-14,2014,4,14,268.48
2014-04-11,2014,4,11,267.74
2014-04-10,2014,4,10,270.46
2014-04-09,2014,4,9,272.64
2014-04-08,2014,4,8,271.52
2014-04-07,2014,4,7,267.04
2014-04-04,2014,4,4,266.4
2014-04-03,2014,4,3,264.5
2014-04-02,2014,4,2,264.6
2014-04-01,2014,4,1,268.52
2014-03-31,2014,3,31,266.28
2014-03-28,2014,3,28,258.52
2014-03-27,2014,3,27,258.76
2014-03-26,2014,3,26,255.58
2014-03-25,2014,3,25,257.22
2014-03-24,2014,3,24,254.84
2014-03-21,2014,3,21,253.28
2014-03-20,2014,3,20,252.76
2014-03-19,2014,3,19,252.8
2014-03-18,2014,3,18,250.64
2014-03-17,2014,3,17,252.16
2014-03-14,2014,3,14,252.32
2014-03-13,2014,3,13,256.16
2014-03-12,2014,3,12,248.88
2014-03-11,2014,3,11,244.94
2014-03-10,2014,3,10,240.98
2014-03-07,2014,3,7,260.18
2014-03-06,2014,3,6,265.88
2014-03-05,2014,3,5,263.56
2014-03-04,2014,3,4,263.3
2014-03-03,2014,3,3,269.12
2014-02-28,2014,2,28,269.28
2014-02-27,2014,2,27,268.74
2014-02-26,2014,2,26,267.66
2014-02-25,2014,2,25,266.24
2014-02-24,2014,2,24,274.22
2014-02-21,2014,2,21,277.28
2014-02-20,2014,2,20,278.22
2014-02-19,2014,2,19,280.86
2014-02-18,2014,2,18,281.2
2014-02-17,2014,2,17,282.38
2014-02-14,2014,2,14,276.86
2014-02-13,2014,2,13,277.94
2014-02-12,2014,2,12,276.12
2014-02-11,2014,2,11,274.58
2014-02-10,2014,2,10,275.14
2014-02-07,2014,2,7,275.38
2014-02-06,2014,2,6,277.16
2014-02-05,2014,2,5,278.88
2014-02-04,2014,2,4,279.04
2014-02-03,2014,2,3,279.04
2014-01-30,2014,1,30,279.04
2014-01-29,2014,1,29,279.64
2014-01-28,2014,1,28,280.14
2014-01-27,2014,1,27,281.96
