Date.3,year,month,day,"Fe 62%, CFR country1"
2014-01-24,2014,1,24,281.58
2014-01-23,2014,1,23,282.22
2014-01-22,2014,1,22,277.92
2014-01-21,2014,1,21,281.24
2014-01-20,2014,1,20,290.58
2014-01-17,2014,1,17,293.94
2014-01-16,2014,1,16,288.44
2014-01-15,2014,1,15,292.04
2014-01-14,2014,1,14,295.12
2014-01-13,2014,1,13,298.64
2014-01-10,2014,1,10,295.1
2014-01-09,2014,1,9,295.52
2014-01-08,2014,1,8,296.5
2014-01-07,2014,1,7,300.52
2014-01-06,2014,1,6,303.2
2014-01-03,2014,1,3,303.54
2014-01-02,2014,1,2,302.78
2013-12-31,2013,12,31,302.38
2013-12-30,2013,12,30,299.66
2013-12-27,2013,12,27,298.84
2013-12-26,2013,12,26,298.36
2013-12-25,2013,12,25,297.86
2013-12-24,2013,12,24,297.98
2013-12-23,2013,12,23,298.88
2013-12-20,2013,12,20,298.58
2013-12-19,2013,12,19,298.9
2013-12-18,2013,12,18,299.0
2013-12-17,2013,12,17,299.06
2013-12-16,2013,12,16,302.44
2013-12-13,2013,12,13,306.52
2013-12-12,2013,12,12,309.52
2013-12-11,2013,12,11,311.16
2013-12-10,2013,12,10,310.72
2013-12-09,2013,12,9,313.56
2013-12-06,2013,12,6,309.78
2013-12-05,2013,12,5,309.8
2013-12-04,2013,12,4,311.48
2013-12-03,2013,12,3,309.66
2013-12-02,2013,12,2,307.62
2013-11-29,2013,11,29,307.3
2013-11-28,2013,11,28,307.76
2013-11-27,2013,11,27,306.0
2013-11-26,2013,11,26,305.18
2013-11-25,2013,11,25,306.06
2013-11-22,2013,11,22,305.96
2013-11-21,2013,11,21,304.48
2013-11-20,2013,11,20,307.66
2013-11-19,2013,11,19,308.66
2013-11-18,2013,11,18,305.46
2013-11-15,2013,11,15,307.22
2013-11-14,2013,11,14,308.72
2013-11-13,2013,11,13,306.48
2013-11-12,2013,11,12,304.92
2013-11-11,2013,11,11,304.86
2013-11-08,2013,11,8,305.14
2013-11-07,2013,11,7,306.24
2013-11-06,2013,11,6,307.56
2013-11-05,2013,11,5,305.26
2013-11-04,2013,11,4,304.86
2013-11-01,2013,11,1,307.52
2013-10-31,2013,10,31,297.5
2013-10-30,2013,10,30,295.02
2013-10-29,2013,10,29,293.7
2013-10-28,2013,10,28,296.46
2013-10-25,2013,10,25,299.68
2013-10-24,2013,10,24,300.9
2013-10-23,2013,10,23,296.64
2013-10-22,2013,10,22,300.0
2013-10-21,2013,10,21,302.02
2013-10-18,2013,10,18,302.56
2013-10-17,2013,10,17,302.22
2013-10-16,2013,10,16,302.58
2013-10-15,2013,10,15,300.64
2013-10-14,2013,10,14,301.28
2013-10-11,2013,10,11,299.68
2013-10-10,2013,10,10,298.64
2013-10-09,2013,10,9,297.44
2013-10-08,2013,10,8,296.94
2013-10-07,2013,10,7,295.82
2013-10-04,2013,10,4,295.82
2013-10-03,2013,10,3,295.82
2013-10-02,2013,10,2,295.82
2013-10-01,2013,10,1,295.82
2013-09-30,2013,9,30,295.82
2013-09-27,2013,9,27,297.14
2013-09-26,2013,9,26,303.72
2013-09-25,2013,9,25,304.22
2013-09-24,2013,9,24,300.78
2013-09-23,2013,9,23,297.94
2013-09-20,2013,9,20,297.14
2013-09-19,2013,9,19,297.14
2013-09-18,2013,9,18,297.14
2013-09-17,2013,9,17,295.82
2013-09-16,2013,9,16,300.04
2013-09-13,2013,9,13,305.88
2013-09-12,2013,9,12,306.38
2013-09-11,2013,9,11,305.52
2013-09-10,2013,9,10,305.1
2013-09-09,2013,9,9,305.78
2013-09-06,2013,9,6,305.94
2013-09-05,2013,9,5,308.42
2013-09-04,2013,9,4,310.72
2013-09-03,2013,9,3,311.7
2013-09-02,2013,9,2,311.98
2013-08-30,2013,8,30,312.26
2013-08-29,2013,8,29,313.6
2013-08-28,2013,8,28,317.38
2013-08-27,2013,8,27,315.5
2013-08-26,2013,8,26,315.18
2013-08-23,2013,8,23,311.54
2013-08-22,2013,8,22,310.48
2013-08-21,2013,8,21,310.8
2013-08-20,2013,8,20,311.24
2013-08-19,2013,8,19,313.18
2013-08-16,2013,8,16,311.68
2013-08-15,2013,8,15,318.0
2013-08-14,2013,8,14,321.36
2013-08-13,2013,8,13,320.56
2013-08-12,2013,8,12,313.04
2013-08-09,2013,8,9,305.64
2013-08-08,2013,8,8,305.0
2013-08-07,2013,8,7,299.84
2013-08-06,2013,8,6,296.92
2013-08-05,2013,8,5,294.12
2013-08-02,2013,8,2,293.42
2013-08-01,2013,8,1,293.86
2013-07-31,2013,7,31,294.26
2013-07-30,2013,7,30,295.38
2013-07-29,2013,7,29,296.18
2013-07-26,2013,7,26,299.96
2013-07-25,2013,7,25,298.26
2013-07-24,2013,7,24,298.78
2013-07-23,2013,7,23,299.34
2013-07-22,2013,7,22,296.98
2013-07-19,2013,7,19,297.72
2013-07-18,2013,7,18,297.88
2013-07-17,2013,7,17,293.66
2013-07-16,2013,7,16,289.82
2013-07-15,2013,7,15,291.18
2013-07-12,2013,7,12,288.02
2013-07-11,2013,7,11,285.86
2013-07-10,2013,7,10,282.02
2013-07-09,2013,7,9,280.8
2013-07-08,2013,7,8,273.42
2013-07-05,2013,7,5,281.9
2013-07-04,2013,7,4,281.02
2013-07-03,2013,7,3,274.18
2013-07-02,2013,7,2,272.98
2013-07-01,2013,7,1,269.56
2013-06-28,2013,6,28,266.1
2013-06-27,2013,6,27,265.76
2013-06-26,2013,6,26,261.52
2013-06-25,2013,6,25,263.48
2013-06-24,2013,6,24,265.22
2013-06-21,2013,6,21,273.6
2013-06-20,2013,6,20,275.32
2013-06-19,2013,6,19,273.0
2013-06-18,2013,6,18,269.4
2013-06-17,2013,6,17,264.12
2013-06-14,2013,6,14,260.32
2013-06-13,2013,6,13,259.24
2013-06-12,2013,6,12,256.92
2013-06-11,2013,6,11,256.92
2013-06-10,2013,6,10,256.92
2013-06-07,2013,6,7,256.92
2013-06-06,2013,6,6,260.4
2013-06-05,2013,6,5,270.98
2013-06-04,2013,6,4,269.18
2013-06-03,2013,6,3,259.32
2013-05-31,2013,5,31,255.32
2013-05-30,2013,5,30,254.58
2013-05-29,2013,5,29,267.02
2013-05-28,2013,5,28,269.46
2013-05-27,2013,5,27,276.12
2013-05-24,2013,5,24,278.44
2013-05-23,2013,5,23,281.94
2013-05-22,2013,5,22,282.9
2013-05-21,2013,5,21,283.94
2013-05-20,2013,5,20,279.9
2013-05-17,2013,5,17,279.46
2013-05-16,2013,5,16,285.38
2013-05-15,2013,5,15,288.14
2013-05-14,2013,5,14,292.28
2013-05-13,2013,5,13,291.2
2013-05-10,2013,5,10,294.8
2013-05-09,2013,5,9,298.64
2013-05-08,2013,5,8,296.7
2013-05-07,2013,5,7,297.4
2013-05-06,2013,5,6,293.8
2013-05-03,2013,5,3,293.44
2013-05-02,2013,5,2,293.8
2013-05-01,2013,5,1,298.68
2013-04-30,2013,4,30,298.68
2013-04-29,2013,4,29,298.68
2013-04-26,2013,4,26,298.68
2013-04-25,2013,4,25,304.36
2013-04-24,2013,4,24,306.28
2013-04-23,2013,4,23,307.1
2013-04-22,2013,4,22,310.76
2013-04-19,2013,4,19,309.86
2013-04-18,2013,4,18,310.7
2013-04-17,2013,4,17,312.18
2013-04-16,2013,4,16,312.66
2013-04-15,2013,4,15,315.62
2013-04-12,2013,4,12,317.2
2013-04-11,2013,4,11,315.88
2013-04-10,2013,4,10,315.82
2013-04-09,2013,4,9,313.4
2013-04-08,2013,4,8,312.72
2013-04-05,2013,4,5,305.82
2013-04-04,2013,4,4,305.82
2013-04-03,2013,4,3,305.58
2013-04-02,2013,4,2,307.44
2013-04-01,2013,4,1,309.6
2013-03-29,2013,3,29,306.16
2013-03-28,2013,3,28,306.16
2013-03-27,2013,3,27,308.66
2013-03-26,2013,3,26,306.88
2013-03-25,2013,3,25,305.12
2013-03-22,2013,3,22,302.78
2013-03-21,2013,3,21,301.68
2013-03-20,2013,3,20,299.58
2013-03-19,2013,3,19,301.36
2013-03-18,2013,3,18,302.7
2013-03-15,2013,3,15,303.56
2013-03-14,2013,3,14,299.04
2013-03-13,2013,3,13,312.04
2013-03-12,2013,3,12,323.18
2013-03-11,2013,3,11,325.76
2013-03-08,2013,3,8,329.4
2013-03-07,2013,3,7,329.06
2013-03-06,2013,3,6,329.08
2013-03-05,2013,3,5,327.06
2013-03-04,2013,3,4,329.5
2013-03-01,2013,3,1,334.34
2013-02-28,2013,2,28,337.48
2013-02-27,2013,2,27,337.48
2013-02-26,2013,2,26,336.96
2013-02-25,2013,2,25,336.82
2013-02-22,2013,2,22,338.72
2013-02-21,2013,2,21,346.0
2013-02-20,2013,2,20,354.56
2013-02-19,2013,2,19,353.22
2013-02-18,2013,2,18,354.64
2013-02-15,2013,2,15,344.78
2013-02-14,2013,2,14,344.78
2013-02-13,2013,2,13,344.78
2013-02-12,2013,2,12,344.78
2013-02-11,2013,2,11,344.78
2013-02-08,2013,2,8,344.78
2013-02-07,2013,2,7,344.78
2013-02-06,2013,2,6,344.66
2013-02-05,2013,2,5,342.5
2013-02-04,2013,2,4,342.58
2013-02-01,2013,2,1,339.68
2013-01-31,2013,1,31,339.5
2013-01-30,2013,1,30,333.5
2013-01-29,2013,1,29,331.68
2013-01-28,2013,1,28,332.16
2013-01-25,2013,1,25,332.04
2013-01-24,2013,1,24,331.42
2013-01-23,2013,1,23,330.98
2013-01-22,2013,1,22,329.14
2013-01-21,2013,1,21,323.52
2013-01-18,2013,1,18,321.52
2013-01-17,2013,1,17,323.24
2013-01-16,2013,1,16,323.8
2013-01-15,2013,1,15,333.84
2013-01-14,2013,1,14,334.74
2013-01-11,2013,1,11,334.2
2013-01-10,2013,1,10,348.98
2013-01-09,2013,1,9,351.08
2013-01-08,2013,1,8,352.02
2013-01-07,2013,1,7,343.9
2013-01-04,2013,1,4,339.42
2013-01-03,2013,1,3,332.2
2013-01-02,2013,1,2,326.7
2013-01-01,2013,1,1,326.7
2012-12-31,2012,12,31,326.7
2012-12-28,2012,12,28,315.86
2012-12-27,2012,12,27,315.46
2012-12-26,2012,12,26,310.42
2012-12-25,2012,12,25,307.98
2012-12-24,2012,12,24,304.04
2012-12-21,2012,12,21,304.58
2012-12-20,2012,12,20,305.54
2012-12-19,2012,12,19,305.92
2012-12-18,2012,12,18,300.96
2012-12-17,2012,12,17,301.24
2012-12-14,2012,12,14,293.46
2012-12-13,2012,12,13,287.4
2012-12-12,2012,12,12,283.64
2012-12-11,2012,12,11,283.42
2012-12-10,2012,12,10,281.88
2012-12-07,2012,12,7,276.28
2012-12-06,2012,12,6,276.48
2012-12-05,2012,12,5,271.86
2012-12-04,2012,12,4,268.74
2012-12-03,2012,12,3,267.32
2012-11-30,2012,11,30,266.18
2012-11-29,2012,11,29,268.32
2012-11-28,2012,11,28,268.0
2012-11-27,2012,11,27,271.44
2012-11-26,2012,11,26,272.28
2012-11-23,2012,11,23,272.82
2012-11-22,2012,11,22,273.36
2012-11-21,2012,11,21,273.88
2012-11-20,2012,11,20,274.64
2012-11-19,2012,11,19,276.6
2012-11-16,2012,11,16,277.4
2012-11-15,2012,11,15,278.9
2012-11-14,2012,11,14,278.7
2012-11-13,2012,11,13,278.82
2012-11-12,2012,11,12,280.14
2012-11-09,2012,11,9,279.54
2012-11-08,2012,11,8,275.96
2012-11-07,2012,11,7,276.9
2012-11-06,2012,11,6,275.98
2012-11-05,2012,11,5,276.32
2012-11-02,2012,11,2,275.86
2012-11-01,2012,11,1,276.12
2012-10-31,2012,10,31,274.22
2012-10-30,2012,10,30,274.6
2012-10-29,2012,10,29,274.34
2012-10-26,2012,10,26,274.52
2012-10-25,2012,10,25,273.96
2012-10-24,2012,10,24,272.68
2012-10-23,2012,10,23,272.5
2012-10-22,2012,10,22,270.42
2012-10-19,2012,10,19,268.58
2012-10-18,2012,10,18,267.08
2012-10-17,2012,10,17,265.56
2012-10-16,2012,10,16,262.4
2012-10-15,2012,10,15,262.76
2012-10-12,2012,10,12,263.76
2012-10-11,2012,10,11,268.34
2012-10-10,2012,10,10,271.18
2012-10-09,2012,10,9,271.64
2012-10-08,2012,10,8,263.84
2012-10-05,2012,10,5,245.92
2012-10-04,2012,10,4,245.92
2012-10-03,2012,10,3,245.92
2012-10-02,2012,10,2,245.92
2012-10-01,2012,10,1,245.92
2012-09-28,2012,9,28,245.92
2012-09-27,2012,9,27,246.18
2012-09-26,2012,9,26,246.18
2012-09-25,2012,9,25,245.64
2012-09-24,2012,9,24,245.4
2012-09-21,2012,9,21,249.52
2012-09-20,2012,9,20,254.92
2012-09-19,2012,9,19,258.4
2012-09-18,2012,9,18,253.34
2012-09-17,2012,9,17,244.5
2012-09-14,2012,9,14,242.08
2012-09-13,2012,9,13,228.78
2012-09-12,2012,9,12,234.58
2012-09-11,2012,9,11,236.28
2012-09-10,2012,9,10,225.24
2012-09-07,2012,9,7,215.76
2012-09-06,2012,9,6,209.16
2012-09-05,2012,9,5,209.86
2012-09-04,2012,9,4,211.36
2012-09-03,2012,9,3,213.02
2012-08-31,2012,8,31,212.4
2012-08-30,2012,8,30,211.48
2012-08-29,2012,8,29,213.18
2012-08-28,2012,8,28,226.58
2012-08-27,2012,8,27,232.06
2012-08-24,2012,8,24,233.2
2012-08-23,2012,8,23,237.0
2012-08-22,2012,8,22,241.2
2012-08-21,2012,8,21,250.6
2012-08-20,2012,8,20,256.14
2012-08-17,2012,8,17,256.32
2012-08-16,2012,8,16,258.88
2012-08-15,2012,8,15,259.48
2012-08-14,2012,8,14,262.5
2012-08-13,2012,8,13,261.24
2012-08-10,2012,8,10,261.14
2012-08-09,2012,8,9,267.76
2012-08-08,2012,8,8,270.84
2012-08-07,2012,8,7,270.44
2012-08-06,2012,8,6,270.94
2012-08-03,2012,8,3,271.92
2012-08-02,2012,8,2,271.38
2012-08-01,2012,8,1,271.26
2012-07-31,2012,7,31,269.72
2012-07-30,2012,7,30,268.1
2012-07-27,2012,7,27,267.86
2012-07-26,2012,7,26,270.28
2012-07-25,2012,7,25,272.68
2012-07-24,2012,7,24,277.48
2012-07-23,2012,7,23,280.42
2012-07-20,2012,7,20,284.58
2012-07-19,2012,7,19,287.84
2012-07-18,2012,7,18,291.16
2012-07-17,2012,7,17,294.78
2012-07-16,2012,7,16,300.9
2012-07-13,2012,7,13,302.12
2012-07-12,2012,7,12,302.96
2012-07-11,2012,7,11,303.16
2012-07-10,2012,7,10,307.02
2012-07-09,2012,7,9,307.38
2012-07-06,2012,7,6,305.54
2012-07-05,2012,7,5,305.24
2012-07-04,2012,7,4,304.98
2012-07-03,2012,7,3,304.86
2012-07-02,2012,7,2,301.8
2012-06-29,2012,6,29,303.98
2012-06-28,2012,6,28,305.08
2012-06-27,2012,6,27,306.46
2012-06-26,2012,6,26,308.24
2012-06-25,2012,6,25,308.54
2012-06-22,2012,6,22,309.36
2012-06-21,2012,6,21,309.36
2012-06-20,2012,6,20,309.1
2012-06-19,2012,6,19,306.6
2012-06-18,2012,6,18,305.16
2012-06-15,2012,6,15,303.5
2012-06-14,2012,6,14,305.34
2012-06-13,2012,6,13,303.52
2012-06-12,2012,6,12,301.98
2012-06-11,2012,6,11,302.26
2012-06-08,2012,6,8,301.6
2012-06-07,2012,6,7,300.76
2012-06-06,2012,6,6,296.14
2012-06-05,2012,6,5,300.32
2012-06-04,2012,6,4,302.44
2012-06-01,2012,6,1,303.94
2012-05-31,2012,5,31,302.88
2012-05-30,2012,5,30,302.64
2012-05-29,2012,5,29,300.1
2012-05-28,2012,5,28,297.48
2012-05-25,2012,5,25,297.54
2012-05-24,2012,5,24,296.14
2012-05-23,2012,5,23,295.64
2012-05-22,2012,5,22,297.12
2012-05-21,2012,5,21,295.82
2012-05-18,2012,5,18,298.28
2012-05-17,2012,5,17,301.66
2012-05-16,2012,5,16,302.74
2012-05-15,2012,5,15,304.64
2012-05-14,2012,5,14,306.58
2012-05-11,2012,5,11,308.76
2012-05-10,2012,5,10,314.44
2012-05-09,2012,5,9,318.6
2012-05-08,2012,5,8,320.76
2012-05-07,2012,5,7,321.84
2012-05-04,2012,5,4,323.74
2012-05-03,2012,5,3,325.1
2012-05-02,2012,5,2,325.66
2012-05-01,2012,5,1,326.84
2012-04-30,2012,4,30,326.84
2012-04-27,2012,4,27,326.84
2012-04-26,2012,4,26,325.08
2012-04-25,2012,4,25,325.3
2012-04-24,2012,4,24,326.74
2012-04-23,2012,4,23,328.72
2012-04-20,2012,4,20,328.98
2012-04-19,2012,4,19,330.18
2012-04-18,2012,4,18,329.88
2012-04-17,2012,4,17,329.92
2012-04-16,2012,4,16,330.1
2012-04-13,2012,4,13,330.44
2012-04-12,2012,4,12,331.5
2012-04-11,2012,4,11,331.16
2012-04-10,2012,4,10,329.9
2012-04-09,2012,4,9,329.32
2012-04-06,2012,4,6,328.42
2012-04-05,2012,4,5,328.28
2012-04-04,2012,4,4,327.74
2012-04-03,2012,4,3,327.74
2012-04-02,2012,4,2,327.74
2012-03-30,2012,3,30,328.0
2012-03-29,2012,3,29,328.1
2012-03-28,2012,3,28,327.1
2012-03-27,2012,3,27,326.96
2012-03-26,2012,3,26,323.34
2012-03-23,2012,3,23,322.92
2012-03-22,2012,3,22,322.64
2012-03-21,2012,3,21,320.82
2012-03-20,2012,3,20,321.26
2012-03-19,2012,3,19,322.86
2012-03-16,2012,3,16,324.12
2012-03-15,2012,3,15,324.64
2012-03-14,2012,3,14,324.32
2012-03-13,2012,3,13,323.44
2012-03-12,2012,3,12,319.52
2012-03-09,2012,3,9,318.56
2012-03-08,2012,3,8,318.68
2012-03-07,2012,3,7,320.2
2012-03-06,2012,3,6,320.34
2012-03-05,2012,3,5,320.28
2012-03-02,2012,3,2,320.12
2012-03-01,2012,3,1,318.44
2012-02-29,2012,2,29,318.38
2012-02-28,2012,2,28,318.08
2012-02-27,2012,2,27,315.3
2012-02-24,2012,2,24,312.3
2012-02-23,2012,2,23,309.3
2012-02-22,2012,2,22,307.92
2012-02-21,2012,2,21,306.38
2012-02-20,2012,2,20,305.64
2012-02-17,2012,2,17,304.26
2012-02-16,2012,2,16,307.4
2012-02-15,2012,2,15,312.28
2012-02-14,2012,2,14,313.5
2012-02-13,2012,2,13,318.64
2012-02-10,2012,2,10,319.7
2012-02-09,2012,2,9,320.36
2012-02-08,2012,2,8,321.94
2012-02-07,2012,2,7,321.96
2012-02-06,2012,2,6,321.44
2012-02-03,2012,2,3,319.12
2012-02-02,2012,2,2,318.64
2012-02-01,2012,2,1,317.82
2012-01-31,2012,1,31,316.92
2012-01-30,2012,1,30,311.72
2012-01-27,2012,1,27,310.86
2012-01-26,2012,1,26,310.86
2012-01-25,2012,1,25,310.86
2012-01-24,2012,1,24,312.12
2012-01-23,2012,1,23,312.12
2012-01-20,2012,1,20,312.12
2012-01-19,2012,1,19,312.42
2012-01-18,2012,1,18,312.92
2012-01-17,2012,1,17,314.16
2012-01-16,2012,1,16,314.92
2012-01-13,2012,1,13,315.86
2012-01-12,2012,1,12,317.44
2012-01-11,2012,1,11,316.12
2012-01-10,2012,1,10,315.84
2012-01-09,2012,1,9,314.42
2012-01-06,2012,1,6,313.82
2012-01-05,2012,1,5,312.44
2012-01-04,2012,1,4,309.32
2012-01-03,2012,1,3,310.14
2012-01-02,2012,1,2,310.14
2011-12-30,2011,12,30,310.14
2011-12-29,2011,12,29,309.18
2011-12-28,2011,12,28,306.54
2011-12-27,2011,12,27,305.08
2011-12-26,2011,12,26,305.4
2011-12-23,2011,12,23,304.16
2011-12-22,2011,12,22,304.02
2011-12-21,2011,12,21,302.6
2011-12-20,2011,12,20,299.18
2011-12-19,2011,12,19,297.38
2011-12-16,2011,12,16,299.06
2011-12-15,2011,12,15,300.84
2011-12-14,2011,12,14,305.98
2011-12-13,2011,12,13,308.08
2011-12-12,2011,12,12,312.26
2011-12-09,2011,12,9,311.88
2011-12-08,2011,12,8,312.5
2011-12-07,2011,12,7,312.82
2011-12-06,2011,12,6,312.4
2011-12-05,2011,12,5,312.36
2011-12-02,2011,12,2,309.96
2011-12-01,2011,12,1,300.56
2011-11-30,2011,11,30,298.22
2011-11-29,2011,11,29,298.52
2011-11-28,2011,11,28,304.72
2011-11-25,2011,11,25,308.88
2011-11-24,2011,11,24,311.76
2011-11-23,2011,11,23,318.22
2011-11-22,2011,11,22,323.36
2011-11-21,2011,11,21,324.6
2011-11-18,2011,11,18,324.94
2011-11-17,2011,11,17,329.24
2011-11-16,2011,11,16,324.34
2011-11-15,2011,11,15,315.08
2011-11-14,2011,11,14,308.22
2011-11-11,2011,11,11,304.88
2011-11-10,2011,11,10,298.96
2011-11-09,2011,11,9,294.9
2011-11-08,2011,11,8,291.02
2011-11-07,2011,11,7,286.94
2011-11-04,2011,11,4,285.6
2011-11-03,2011,11,3,274.56
2011-11-02,2011,11,2,273.28
2011-11-01,2011,11,1,272.26
2011-10-31,2011,10,31,270.06
2011-10-28,2011,10,28,269.06
2011-10-27,2011,10,27,278.48
2011-10-26,2011,10,26,288.52
2011-10-25,2011,10,25,300.02
2011-10-24,2011,10,24,313.38
2011-10-21,2011,10,21,320.66
2011-10-20,2011,10,20,323.68
2011-10-19,2011,10,19,328.98
2011-10-18,2011,10,18,336.8
2011-10-17,2011,10,17,344.72
2011-10-14,2011,10,14,348.34
2011-10-13,2011,10,13,354.4
2011-10-12,2011,10,12,360.3
2011-10-11,2011,10,11,363.52
2011-10-10,2011,10,10,367.78
2011-10-07,2011,10,7,371.96
2011-10-06,2011,10,6,371.96
2011-10-05,2011,10,5,371.02
2011-10-04,2011,10,4,371.02
2011-10-03,2011,10,3,371.02
2011-09-30,2011,9,30,371.02
2011-09-29,2011,9,29,373.36
2011-09-28,2011,9,28,373.96
2011-09-27,2011,9,27,374.02
2011-09-26,2011,9,26,378.32
2011-09-23,2011,9,23,379.1
2011-09-22,2011,9,22,384.0
2011-09-21,2011,9,21,385.86
2011-09-20,2011,9,20,386.2
2011-09-19,2011,9,19,386.88
2011-09-16,2011,9,16,387.08
2011-09-15,2011,9,15,388.68
2011-09-14,2011,9,14,389.22
2011-09-13,2011,9,13,389.28
2011-09-12,2011,9,12,390.26
2011-09-09,2011,9,9,390.26
2011-09-08,2011,9,8,395.18
2011-09-07,2011,9,7,395.38
2011-09-06,2011,9,6,395.08
2011-09-05,2011,9,5,394.9
2011-09-02,2011,9,2,393.68
2011-09-01,2011,9,1,392.96
2011-08-31,2011,8,31,391.98
2011-08-30,2011,8,30,391.56
2011-08-29,2011,8,29,391.6
2011-08-26,2011,8,26,392.28
2011-08-25,2011,8,25,390.88
2011-08-24,2011,8,24,389.62
2011-08-23,2011,8,23,388.54
2011-08-22,2011,8,22,387.66
2011-08-19,2011,8,19,387.88
2011-08-18,2011,8,18,387.58
2011-08-17,2011,8,17,387.1
2011-08-16,2011,8,16,386.56
2011-08-15,2011,8,15,385.58
2011-08-12,2011,8,12,385.46
2011-08-11,2011,8,11,385.6
2011-08-10,2011,8,10,386.58
2011-08-09,2011,8,9,388.18
2011-08-08,2011,8,8,388.54
2011-08-05,2011,8,5,387.9
2011-08-04,2011,8,4,390.14
2011-08-03,2011,8,3,388.38
2011-08-02,2011,8,2,386.42
2011-08-01,2011,8,1,384.5
2011-07-29,2011,7,29,384.38
2011-07-28,2011,7,28,383.9
2011-07-27,2011,7,27,383.52
2011-07-26,2011,7,26,383.06
2011-07-25,2011,7,25,382.78
2011-07-22,2011,7,22,381.52
2011-07-21,2011,7,21,379.92
2011-07-20,2011,7,20,379.56
2011-07-19,2011,7,19,380.64
2011-07-18,2011,7,18,380.9
2011-07-15,2011,7,15,381.12
2011-07-14,2011,7,14,379.14
2011-07-13,2011,7,13,377.64
2011-07-12,2011,7,12,376.64
2011-07-11,2011,7,11,376.42
2011-07-08,2011,7,8,375.94
2011-07-07,2011,7,7,372.52
2011-07-06,2011,7,6,372.44
2011-07-05,2011,7,5,371.86
2011-07-04,2011,7,4,370.66
2011-07-01,2011,7,1,367.72
2011-06-30,2011,6,30,366.94
2011-06-29,2011,6,29,367.0
2011-06-28,2011,6,28,367.04
2011-06-27,2011,6,27,368.14
2011-06-24,2011,6,24,371.66
2011-06-23,2011,6,23,372.24
2011-06-22,2011,6,22,372.38
2011-06-21,2011,6,21,375.34
2011-06-20,2011,6,20,376.5
2011-06-17,2011,6,17,379.28
2011-06-16,2011,6,16,378.84
2011-06-15,2011,6,15,380.5
2011-06-14,2011,6,14,380.98
2011-06-13,2011,6,13,380.74
2011-06-10,2011,6,10,378.42
2011-06-09,2011,6,9,376.98
2011-06-08,2011,6,8,375.48
2011-06-07,2011,6,7,375.36
2011-06-06,2011,6,6,373.6
2011-06-03,2011,6,3,373.6
2011-06-02,2011,6,2,373.84
2011-06-01,2011,6,1,374.24
2011-05-31,2011,5,31,374.44
2011-05-30,2011,5,30,374.68
2011-05-27,2011,5,27,374.94
2011-05-26,2011,5,26,376.3
2011-05-25,2011,5,25,377.98
2011-05-24,2011,5,24,381.4
2011-05-23,2011,5,23,382.1
2011-05-20,2011,5,20,383.5
2011-05-19,2011,5,19,384.14
2011-05-18,2011,5,18,387.2
2011-05-17,2011,5,17,389.02
2011-05-16,2011,5,16,389.76
2011-05-13,2011,5,13,389.64
2011-05-12,2011,5,12,392.04
2011-05-11,2011,5,11,392.2
2011-05-10,2011,5,10,391.92
2011-05-09,2011,5,9,394.84
2011-05-06,2011,5,6,396.4
2011-05-05,2011,5,5,398.98
2011-05-04,2011,5,4,398.86
2011-05-03,2011,5,3,396.46
2011-05-02,2011,5,2,395.9
2011-04-29,2011,4,29,395.46
2011-04-28,2011,4,28,395.12
2011-04-27,2011,4,27,393.76
2011-04-26,2011,4,26,390.46
2011-04-25,2011,4,25,390.58
2011-04-22,2011,4,22,391.2
2011-04-21,2011,4,21,390.84
2011-04-20,2011,4,20,390.6
2011-04-19,2011,4,19,390.92
2011-04-18,2011,4,18,392.72
2011-04-15,2011,4,15,394.34
2011-04-14,2011,4,14,395.28
2011-04-13,2011,4,13,395.38
2011-04-12,2011,4,12,397.88
2011-04-11,2011,4,11,395.9
2011-04-08,2011,4,8,392.72
2011-04-07,2011,4,7,389.16
2011-04-06,2011,4,6,385.32
2011-04-05,2011,4,5,377.88
2011-04-04,2011,4,4,377.88
2011-04-01,2011,4,1,377.88
2011-03-31,2011,3,31,378.74
2011-03-30,2011,3,30,372.42
2011-03-29,2011,3,29,368.94
2011-03-28,2011,3,28,366.7
2011-03-25,2011,3,25,364.06
2011-03-24,2011,3,24,362.84
2011-03-23,2011,3,23,362.96
2011-03-22,2011,3,22,363.44
2011-03-21,2011,3,21,364.48
2011-03-18,2011,3,18,361.6
2011-03-17,2011,3,17,359.98
2011-03-16,2011,3,16,358.78
2011-03-15,2011,3,15,360.78
2011-03-14,2011,3,14,364.46
2011-03-11,2011,3,11,368.38
2011-03-10,2011,3,10,374.62
2011-03-09,2011,3,9,376.9
2011-03-08,2011,3,8,379.5
2011-03-07,2011,3,7,382.94
2011-03-04,2011,3,4,386.66
2011-03-03,2011,3,3,388.66
2011-03-02,2011,3,2,391.58
2011-03-01,2011,3,1,393.08
2011-02-28,2011,2,28,394.0
2011-02-25,2011,2,25,396.72
2011-02-24,2011,2,24,400.16
2011-02-23,2011,2,23,406.12
2011-02-22,2011,2,22,408.88
2011-02-21,2011,2,21,412.0
2011-02-18,2011,2,18,413.3
2011-02-17,2011,2,17,416.4
2011-02-16,2011,2,16,414.38
2011-02-15,2011,2,15,414.74
2011-02-14,2011,2,14,411.56
2011-02-11,2011,2,11,409.24
2011-02-10,2011,2,10,404.8
2011-02-09,2011,2,9,401.22
2011-02-08,2011,2,8,399.72
2011-02-07,2011,2,7,399.72
2011-02-04,2011,2,4,399.72
2011-02-03,2011,2,3,399.72
