Date.20,year,month,day,USD/CUR5 (Price)
2005-06-05,2005.0,6.0,5.0,250.34
2005-05-29,2005.0,5.0,29.0,248.26
2005-05-22,2005.0,5.0,22.0,249.04
2005-05-15,2005.0,5.0,15.0,249.32
2005-05-08,2005.0,5.0,8.0,247.64
2005-05-01,2005.0,5.0,1.0,243.12
2005-04-24,2005.0,4.0,24.0,242.34
2005-04-17,2005.0,4.0,17.0,245.04
2005-04-10,2005.0,4.0,10.0,248.66
2005-04-03,2005.0,4.0,3.0,249.44
2005-03-27,2005.0,3.0,27.0,248.2
2005-03-20,2005.0,3.0,20.0,245.82
2005-03-13,2005.0,3.0,13.0,242.5
2005-03-06,2005.0,3.0,6.0,241.0
2005-02-27,2005.0,2.0,27.0,242.46
2005-02-20,2005.0,2.0,20.0,243.46
2005-02-13,2005.0,2.0,13.0,244.26
2005-02-06,2005.0,2.0,6.0,244.42
2005-01-30,2005.0,1.0,30.0,241.2
2005-01-23,2005.0,1.0,23.0,239.72
2005-01-16,2005.0,1.0,16.0,238.44
2005-01-09,2005.0,1.0,9.0,237.06
2005-01-02,2005.0,1.0,2.0,242.6
